2.1212e-08,8.9278e-09,0,1.4805e-08,1.8246e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6077e-09,1.7333e-08,6.4823e-09,1.1187e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0935e-08,3.933e-09,0,0,1.8008e-08,3.4969e-09,0,0,0,0,0,0,0,0,0,4.5922e-10,0,0,0,0,0,0,0,0,0,0,0,7.5083e-09,9.1011e-09,6.3976e-09,1.5431e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3386e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0353e-08,3.8237e-09,0,0,1.7508e-08,2.8512e-09,0,0,0,0,0,0,0,0,0,4.4646e-10,0,0,0,0,0,0,0,0,0,0,0,7.2997e-09,8.8483e-09,6.2199e-09,1.5002e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3014e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5954e-09,0,0,0,1.4119e-08,0
0,3.5733e-09,0,0,6.4385e-09,0,0,0,0,0,0,0,0,0,0,0,2.162e-09,0,0,0,0,5.9452e-09,0,0,0,0,0,1.7817e-09,3.4158e-10,5.8125e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2833e-09,0,0,0,1.7458e-09,0
0,7.619e-09,0,0,6.1277e-09,3.1099e-09,0,1.1614e-08,0,0,0,0,0,0,0,3.9709e-10,3.2947e-09,0,0,0,0,5.6582e-09,0,0,0,0,0,1.6957e-09,3.2509e-10,1.5062e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5749e-09,0,0,0,0,0,0,0,0,0,0,0,0,5.0283e-09,0,0,0,1.6615e-09,0
9.3044e-09,1.7902e-08,0,0,6.1335e-09,1.4219e-08,6.1618e-09,2.3708e-08,0,0,0,0,0,0,0,2.4574e-09,1.3995e-08,0,0,0,0,1.1765e-08,0,0,0,0,0,1.6711e-09,7.4017e-09,1.4843e-08,0,3.4388e-09,0,0,0,5.1974e-10,0,0,0,0,0,0,0,0,0,0,1.1064e-10,0,0,0,0,3.1923e-09,0,0,0,0,0,0,0,0,0,0,0,0,2.5375e-09,0,0,0,0,0,0,0,0,0,0,0,0,4.9553e-09,0,0,0,0,0
0,2.6217e-08,0,0,0,1.8484e-08,7.366e-09,2.316e-08,0,0,0,0,0,0,0,1.3195e-09,1.3672e-08,0,0,0,0,1.1637e-08,0,0,0,0,7.416e-09,1.2185e-08,7.2308e-09,1.0776e-08,0,8.0439e-09,0,0,1.2347e-08,5.0774e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1186e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8408e-09,0,0,0,0,0
0,3.2191e-08,0,0,0,1.8784e-08,5.8892e-09,1.0939e-08,0,0,0,7.7513e-09,0,0,0,1.291e-09,1.652e-08,0,0,0,0,1.1385e-08,0,0,0,0,1.5597e-08,2.7801e-08,7.7543e-09,1.6755e-08,1.7223e-08,1.4716e-08,0,0,0,6.1329e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0511e-09,2.766e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4493e-08,0,0,0,0,0
0,3.1733e-08,0,0,0,1.7037e-08,0,1.0783e-08,0,1.9071e-10,0,7.6409e-09,0,0,0,1.0774e-08,3.0606e-08,0,0,0,0,1.1222e-08,0,0,0,0,7.1521e-09,2.9926e-08,7.6439e-09,1.6516e-08,1.8472e-08,2.3795e-08,0,0,6.1775e-09,1.0594e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6559e-09,2.7267e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4286e-08,0,0,0,0,0
0,3.1194e-08,0,0,0,0,8.3995e-10,0,0,5.8602e-09,0,7.5112e-09,0,3.5446e-09,0,1.0591e-08,2.7039e-08,0,0,0,0,1.0477e-08,0,0,0,0,4.4321e-09,2.5136e-08,0,1.6236e-08,1.3948e-08,2.3391e-08,0,0,6.0726e-09,8.3848e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3225e-10,2.6804e-09,0,0,0,0,3.0613e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5893e-09,0,0,0,0,0
