-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-28,3.455122734e-07,2.046845581e-07,0.7271571174,0.1244506087,-0.183329996,0.09844390758,0.19791197,0.1519121438,-0.05765925781,0.08579884777,0.02102045316,0.1308557649,0.3568665923,0.07027452428
-26,2.565396189e-07,5.906766891e-08,0.7558754356,0.08049253721,-0.209268932,0.08189466212,0.1426109801,0.1277482818,-0.02899252627,0.05621834366,-0.0262646408,0.09743539037,0.3757360028,0.06744246255
-24,2.34655659e-07,6.11776712e-08,0.7863563729,0.1014175933,-0.2294489286,0.09298990733,0.08916449126,0.1485913549,-0.03099147727,0.05819972596,-0.05611976946,0.1114688263,0.3571379356,0.07446350154
-22,2.306096208e-07,9.112948023e-08,0.763961837,0.1223797823,-0.2220098221,0.1042086839,0.08406899185,0.1721246849,-0.02496393177,0.05947802881,-0.06097195494,0.1191987252,0.3596934136,0.09017212296
-20,3.590526829e-07,1.122997077e-07,0.7321836272,0.1573429815,-0.1292568641,0.1168980738,0.2379397672,0.1716745127,-0.06437601279,0.09323303804,0.05204442644,0.1408626181,0.297858024,0.05852973127
-18,4.432575875e-07,2.326621038e-07,0.7267126468,0.1933390249,-0.04709201676,0.1405637158,0.2074664953,0.1888345396,-0.03687726175,0.1039817157,0.0609195117,0.1469033745,0.244360143,0.07522471066
-16,9.721500066e-07,8.821966997e-07,0.772934383,0.1105621944,0.1345173277,0.1835709845,0.09667186257,0.1318309953,0.04686086963,0.07950619116,0.08647581394,0.09690065933,0.1822912129,0.1295681692
-14,5.711172493e-06,5.606194828e-06,0.7347137534,0.03675520883,0.3576650744,0.07385558451,0.111976626,0.05799485922,0.09828375496,0.0446769853,0.1641133164,0.05073276207,0.05932661874,0.06191768501
-12,4.794688877e-05,4.179333377e-05,0.7421540171,0.03935149951,0.365752589,0.04776140649,0.09739387123,0.05696046327,0.1166054082,0.02669105228,0.1928963627,0.02231010499,0.01264888469,0.02805880733
-10,0.0004696886246,0.0004728839863,0.7459265313,0.06185875885,0.3783704478,0.08230528416,0.06442083386,0.04349627458,0.1218532481,0.01022757241,0.1756407114,0.01973060629,0.004129307954,0.02831674046
-8,0.00506911417,0.004689447651,0.7739651394,0.05775777648,0.32361233,0.134797481,0.05742233638,0.07813807868,0.1225383931,0.01693631996,0.161719743,0.01771831621,-0.005118181406,0.01556088086
-6,0.0326432215,0.02545946086,0.8430706335,0.0792515653,0.218942887,0.1705544417,0.03093529841,0.0844655585,0.1159310438,0.009606780786,0.1419450925,0.01570860329,-0.008511022158,0.02216506795
-4,0.1182090955,0.07600218855,0.9168520554,0.08027940729,0.126647329,0.1543645805,-0.005094868566,0.06476271508,0.1131582537,0.006032892521,0.1074635319,0.02295712498,-0.008286881633,0.02137631713
-2,0.3016873374,0.1817464857,0.9592010546,0.06348131588,0.0787512226,0.1321104511,-0.03176157717,0.03936715691,0.1072053852,0.007324283735,0.07988088657,0.02536097118,-0.006708788102,0.01713539414
0,0.5616681915,0.327467723,0.9860618015,0.04197902003,0.05644312937,0.1082809721,-0.05562042415,0.02846942824,0.09781805994,0.01355271567,0.05035469049,0.01919347081,-0.006780264887,0.01133892778
2,0.891576351,0.3850361352,1.008778356,0.03472756586,0.02636499193,0.08113557335,-0.0666889172,0.02572728293,0.09147898644,0.01771024964,0.02922265086,0.01684270151,-0.00247607804,0.005929030736
4,1.257778861,0.4698370059,1.040802191,0.02660709623,-0.01215771297,0.06129594784,-0.1043565841,0.03637741001,0.09854241766,0.007200704705,-0.003158559412,0.02349156984,-0.002819472502,0.009554953875
6,1.615965722,0.516056955,1.039607877,0.01589671939,-0.0420015284,0.08209566422,-0.08053872954,0.05944988315,0.09522419219,0.005337452369,-0.008409068019,0.01948171218,0.003589468382,0.01361839651
8,2.270342043,0.6545540314,1.050440747,0.01012035424,-0.1035928737,0.07796292902,-0.05259814389,0.0443432267,0.09309714232,0.01006139038,-0.01545737563,0.01199361925,0.01410046414,0.01026893847
10,2.841914172,0.9260241756,1.059964622,0.01330534244,-0.126981041,0.06556333953,-0.05335257525,0.03563637613,0.08948041064,0.006506046627,-0.01821099297,0.0121959743,0.01729822369,0.006485922966
12,3.670873261,0.6700273455,1.071208516,0.01574465597,-0.1534926105,0.04621254892,-0.05725998994,0.02984349204,0.08924913388,0.009569647303,-0.02899780764,0.007052057992,0.01533258735,0.007531987219
14,5.253104903,0.7879354491,1.059800929,0.01903052148,-0.1607949319,0.03633794979,-0.03262883751,0.04547109299,0.09001689554,0.00754054942,-0.03581831025,0.003698068563,0.01393707395,0.00624532289
16,6.279537835,0.4365394911,1.075407824,0.03383703776,-0.1837014467,0.03025124411,-0.04860428804,0.05309507223,0.08534400878,0.002338336468,-0.0373861908,0.00536103055,0.01133206103,0.00634727617
18,6.231757126,1.563704387,1.09512495,0.003157020063,-0.1919527917,0.02741204063,-0.08115493236,0.00956115068,0.08155373355,0.003186980256,-0.03177515253,0.008925981045,0.01472879696,0.005058168559
20,5.993743043,2.338711689,1.082896615,0.006543865734,-0.1382915139,0.04191560512,-0.08766817421,0.02043142208,0.07735757332,0.00260490848,-0.02930513507,0.008272683123,0.01181126338,0.004702899605
22,6.702277504,2.601713814,1.078627529,0.01207609799,-0.1526253229,0.05665139004,-0.07072530432,0.01924844013,0.07257502838,0.004806033915,-0.02362019454,0.007105241861,0.01858557195,0.005561563686
24,8.618143432,2.398883105,1.091935328,0.01153655742,-0.1679673664,0.05818824227,-0.08890854164,0.01640560105,0.07188112065,0.001887797872,-0.03501493062,0.005056693158,0.009266869493,0.002253346066
26,9.129487362,2.081118635,1.092565259,0.00482752072,-0.1931910769,0.02482268247,-0.07314735923,0.005562545925,0.0687942895,0.002409568301,-0.03117299635,0.007032705926,0.01624333233,0.004100505548
28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,5.8292293,0,1.04700013,0,-0.01657507595,0,-0.1019317321,0,0.06045057154,0,-0.02918864149,0,0.01501105156,0
34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
