                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 01 18:40:00.0         130.48       0.175       34 12.21       14 54.76
2014 Jul 01 18:45:00.0         130.46       0.176       33 45.60       14 54.86
2014 Jul 01 18:50:00.0         130.43       0.176       33 19.72       14 54.95
2014 Jul 01 18:55:00.0         130.41       0.176       32 54.65       14 55.05
2014 Jul 01 19:00:00.0         130.38       0.176       32 30.45       14 55.13
2014 Jul 01 19:05:00.0         130.36       0.176       32 07.22       14 55.22
2014 Jul 01 19:10:00.0         130.33       0.176       31 45.02       14 55.30
2014 Jul 01 19:15:00.0         130.31       0.177       31 23.92       14 55.37
2014 Jul 01 19:20:00.0         130.28       0.177       31 04.02       14 55.44
2014 Jul 01 19:25:00.0         130.26       0.177       30 45.36       14 55.50
2014 Jul 01 19:30:00.0         130.23       0.177       30 28.04       14 55.56
2014 Jul 01 19:35:00.0         130.21       0.177       30 12.12       14 55.62
2014 Jul 01 19:40:00.0         130.19       0.177       29 57.66       14 55.67
2014 Jul 01 19:45:00.0         130.16       0.178       29 44.73       14 55.71
2014 Jul 01 19:50:00.0         130.14       0.178       29 33.37       14 55.75
2014 Jul 01 19:55:00.0         130.11       0.178       29 23.65       14 55.79
2014 Jul 01 20:00:00.0         130.09       0.178       29 15.61       14 55.82
2014 Jul 01 20:05:00.0         130.07       0.178       29 09.28       14 55.84
2014 Jul 01 20:10:00.0         130.04       0.178       29 04.69       14 55.87
2014 Jul 01 20:15:00.0         130.02       0.178       29 01.87       14 55.88
2014 Jul 01 20:20:00.0         129.99       0.179       29 00.84       14 55.89
2014 Jul 01 20:25:00.0         129.97       0.179       29 01.59       14 55.90
2014 Jul 01 20:30:00.0         129.95       0.179       29 04.12       14 55.90
2014 Jul 01 20:35:00.0         129.92       0.179       29 08.42       14 55.90
2014 Jul 01 20:40:00.0         129.90       0.179       29 14.48       14 55.89
2014 Jul 01 20:45:00.0         129.87       0.179       29 22.26       14 55.87
2014 Jul 01 20:50:00.0         129.85       0.180       29 31.73       14 55.85
2014 Jul 01 20:55:00.0         129.82       0.180       29 42.84       14 55.83
2014 Jul 01 21:00:00.0         129.80       0.180       29 55.56       14 55.80
2014 Jul 01 21:05:00.0         129.78       0.180       30 09.81       14 55.77
2014 Jul 01 21:10:00.0         129.75       0.180       30 25.54       14 55.73
2014 Jul 01 21:15:00.0         129.73       0.180       30 42.70       14 55.69
2014 Jul 01 21:20:00.0         129.70       0.181       31 01.20       14 55.64
2014 Jul 01 21:25:00.0         129.68       0.181       31 20.98       14 55.59
2014 Jul 01 21:30:00.0         129.65       0.181       31 41.97       14 55.53
2014 Jul 01 21:35:00.0         129.63       0.181       32 04.09       14 55.47
2014 Jul 01 21:40:00.0         129.60       0.181       32 27.27       14 55.40
2014 Jul 01 21:45:00.0         129.58       0.181       32 51.42       14 55.33
2014 Jul 01 21:50:00.0         129.55       0.182       33 16.48       14 55.26
2014 Jul 01 21:55:00.0         129.53       0.182       33 42.37       14 55.18
2014 Jul 01 22:00:00.0         129.50       0.182       34 09.01       14 55.09
2014 Jul 01 22:05:00.0         129.48       0.182       34 36.33       14 55.00
2014 Jul 01 22:10:00.0         129.45       0.182       35 04.26       14 54.91
2014 Jul 01 22:15:00.0         129.42       0.182       35 32.73       14 54.81
2014 Jul 01 22:20:00.0         129.40       0.183       36 01.66       14 54.71
2014 Jul 01 22:25:00.0         129.37       0.183       36 31.00       14 54.60
2014 Jul 01 22:30:00.0         129.34       0.183       37 00.68       14 54.49
2014 Jul 01 22:35:00.0         129.32       0.183       37 30.63       14 54.38
2014 Jul 01 22:40:00.0         129.29       0.183       38 00.80       14 54.26
2014 Jul 01 22:45:00.0         129.26       0.184       38 31.12       14 54.14
2014 Jul 01 22:50:00.0         129.24       0.184       39 01.54       14 54.01
2014 Jul 01 22:55:00.0         129.21       0.184       39 32.01       14 53.88
2014 Jul 01 23:00:00.0         129.18       0.184       40 02.47       14 53.74
2014 Jul 01 23:05:00.0         129.16       0.184       40 32.88       14 53.61
2014 Jul 01 23:10:00.0         129.13       0.184       41 03.18       14 53.46
2014 Jul 01 23:15:00.0         129.10       0.185       41 33.33       14 53.32
2014 Jul 01 23:20:00.0         129.07       0.185       42 03.29       14 53.17
2014 Jul 01 23:25:00.0         129.04       0.185       42 33.01       14 53.02
2014 Jul 01 23:30:00.0         129.01       0.185       43 02.46       14 52.86
2014 Jul 01 23:35:00.0         128.98       0.185       43 31.59       14 52.70
2014 Jul 01 23:40:00.0         128.96       0.186       44 00.36       14 52.54
2014 Jul 01 23:45:00.0         128.93       0.186       44 28.75       14 52.37
2014 Jul 01 23:50:00.0         128.90       0.186       44 56.72       14 52.20
2014 Jul 01 23:55:00.0         128.87       0.186       45 24.24       14 52.03
2014 Jul 02 00:00:00.0         128.84       0.186       45 51.27       14 51.86
2014 Jul 02 00:05:00.0         128.81       0.187       46 17.79       14 51.68
2014 Jul 02 00:10:00.0         128.78       0.187       46 43.76       14 51.50
2014 Jul 02 00:15:00.0         128.75       0.187       47 09.17       14 51.32
2014 Jul 02 00:20:00.0         128.71       0.187       47 33.98       14 51.13
2014 Jul 02 00:25:00.0         128.68       0.187       47 58.18       14 50.94
2014 Jul 02 00:30:00.0         128.65       0.188       48 21.74       14 50.75
2014 Jul 02 00:35:00.0         128.62       0.188       48 44.64       14 50.56
2014 Jul 02 00:40:00.0         128.59       0.188       49 06.86       14 50.36
2014 Jul 02 00:45:00.0         128.56       0.188       49 28.37       14 50.17
2014 Jul 02 00:50:00.0         128.52       0.189       49 49.17       14 49.97
2014 Jul 02 00:55:00.0         128.49       0.189       50 09.23       14 49.77
2014 Jul 02 01:00:00.0         128.46       0.189       50 28.54       14 49.56
2014 Jul 02 01:05:00.0         128.42       0.189       50 47.09       14 49.36
2014 Jul 02 01:10:00.0         128.39       0.189       51 04.85       14 49.15
2014 Jul 02 01:15:00.0         128.36       0.190       51 21.83       14 48.95
2014 Jul 02 01:20:00.0         128.32       0.190       51 37.99       14 48.74
2014 Jul 02 01:25:00.0         128.29       0.190       51 53.34       14 48.53
2014 Jul 02 01:30:00.0         128.25       0.190       52 07.87       14 48.32
2014 Jul 02 01:35:00.0         128.22       0.191       52 21.56       14 48.10
2014 Jul 02 01:40:00.0         128.18       0.191       52 34.41       14 47.89
2014 Jul 02 01:45:00.0         128.15       0.191       52 46.41       14 47.68
2014 Jul 02 01:50:00.0         128.11       0.191       52 57.55       14 47.46
2014 Jul 02 01:55:00.0         128.07       0.192       53 07.83       14 47.25
2014 Jul 02 02:00:00.0         128.04       0.192       53 17.25       14 47.03
2014 Jul 02 02:05:00.0         128.00       0.192       53 25.79       14 46.81
2014 Jul 02 02:10:00.0         127.96       0.192       53 33.46       14 46.59
2014 Jul 02 02:15:00.0         127.93       0.193       53 40.26       14 46.38
2014 Jul 02 02:20:00.0         127.89       0.193       53 46.19       14 46.16
2014 Jul 02 02:25:00.0         127.85       0.193       53 51.23       14 45.94
2014 Jul 02 02:30:00.0         127.81       0.193       53 55.40       14 45.72
2014 Jul 02 02:35:00.0         127.77       0.194       53 58.70       14 45.51
2014 Jul 02 02:40:00.0         127.74       0.194       54 01.13       14 45.29
2014 Jul 02 02:45:00.0         127.70       0.194       54 02.69       14 45.07
2014 Jul 02 02:50:00.0         127.66       0.195       54 03.38       14 44.86
2014 Jul 02 02:55:00.0         127.62       0.195       54 03.22       14 44.64
2014 Jul 02 03:00:00.0         127.58       0.195       54 02.20       14 44.42
2014 Jul 02 03:05:00.0         127.54       0.195       54 00.34       14 44.21
2014 Jul 02 03:10:00.0         127.50       0.196       53 57.63       14 43.99
2014 Jul 02 03:15:00.0         127.46       0.196       53 54.09       14 43.78
2014 Jul 02 03:20:00.0         127.42       0.196       53 49.73       14 43.57
2014 Jul 02 03:25:00.0         127.37       0.196       53 44.55       14 43.36
2014 Jul 02 03:30:00.0         127.33       0.197       53 38.58       14 43.15
2014 Jul 02 03:35:00.0         127.29       0.197       53 31.81       14 42.94
2014 Jul 02 03:40:00.0         127.25       0.197       53 24.26       14 42.73
2014 Jul 02 03:45:00.0         127.21       0.198       53 15.94       14 42.53
2014 Jul 02 03:50:00.0         127.16       0.198       53 06.87       14 42.32
2014 Jul 02 03:55:00.0         127.12       0.198       52 57.07       14 42.12
2014 Jul 02 04:00:00.0         127.08       0.199       52 46.54       14 41.92
2014 Jul 02 04:05:00.0         127.04       0.199       52 35.31       14 41.72
2014 Jul 02 04:10:00.0         126.99       0.199       52 23.39       14 41.53
2014 Jul 02 04:15:00.0         126.95       0.199       52 10.80       14 41.33
2014 Jul 02 04:20:00.0         126.90       0.200       51 57.56       14 41.14
2014 Jul 02 04:25:00.0         126.86       0.200       51 43.69       14 40.95
2014 Jul 02 04:30:00.0         126.82       0.200       51 29.21       14 40.76
2014 Jul 02 04:35:00.0         126.77       0.201       51 14.14       14 40.58
2014 Jul 02 04:40:00.0         126.73       0.201       50 58.50       14 40.39
2014 Jul 02 04:45:00.0         126.68       0.201       50 42.33       14 40.21
2014 Jul 02 04:50:00.0         126.64       0.202       50 25.64       14 40.03
2014 Jul 02 04:55:00.0         126.59       0.202       50 08.45       14 39.86
2014 Jul 02 05:00:00.0         126.54       0.202       49 50.80       14 39.69
2014 Jul 02 05:05:00.0         126.50       0.203       49 32.71       14 39.52
2014 Jul 02 05:10:00.0         126.45       0.203       49 14.22       14 39.35
2014 Jul 02 05:15:00.0         126.40       0.203       48 55.34       14 39.19
2014 Jul 02 05:20:00.0         126.36       0.204       48 36.12       14 39.03
2014 Jul 02 05:25:00.0         126.31       0.204       48 16.57       14 38.87
2014 Jul 02 05:30:00.0         126.26       0.204       47 56.74       14 38.71
2014 Jul 02 05:35:00.0         126.22       0.205       47 36.66       14 38.56
2014 Jul 02 05:40:00.0         126.17       0.205       47 16.35       14 38.42
2014 Jul 02 05:45:00.0         126.12       0.205       46 55.86       14 38.27
2014 Jul 02 05:50:00.0         126.07       0.206       46 35.23       14 38.13
2014 Jul 02 05:55:00.0         126.03       0.206       46 14.48       14 37.99
2014 Jul 02 06:00:00.0         125.98       0.206       45 53.66       14 37.86
2014 Jul 02 06:05:00.0         125.93       0.207       45 32.80       14 37.73
2014 Jul 02 06:10:00.0         125.88       0.207       45 11.95       14 37.61
2014 Jul 02 06:15:00.0         125.83       0.207       44 51.14       14 37.48
2014 Jul 02 06:20:00.0         125.78       0.208       44 30.42       14 37.36
2014 Jul 02 06:25:00.0         125.73       0.208       44 09.83       14 37.25
2014 Jul 02 06:30:00.0         125.69       0.208       43 49.40       14 37.14
2014 Jul 02 06:35:00.0         125.64       0.209       43 29.19       14 37.03
2014 Jul 02 06:40:00.0         125.59       0.209       43 09.23       14 36.93
2014 Jul 02 06:45:00.0         125.54       0.209       42 49.58       14 36.83
2014 Jul 02 06:50:00.0         125.49       0.210       42 30.27       14 36.74
2014 Jul 02 06:55:00.0         125.44       0.210       42 11.35       14 36.65
2014 Jul 02 07:00:00.0         125.39       0.210       41 52.86       14 36.56
2014 Jul 02 07:05:00.0         125.34       0.211       41 34.85       14 36.48
2014 Jul 02 07:10:00.0         125.29       0.211       41 17.36       14 36.40
2014 Jul 02 07:15:00.0         125.24       0.212       41 00.44       14 36.33
2014 Jul 02 07:20:00.0         125.19       0.212       40 44.13       14 36.26
2014 Jul 02 07:25:00.0         125.14       0.212       40 28.48       14 36.20
2014 Jul 02 07:30:00.0         125.09       0.213       40 13.52       14 36.14
2014 Jul 02 07:35:00.0         125.04       0.213       39 59.29       14 36.08
2014 Jul 02 07:40:00.0         124.99       0.213       39 45.85       14 36.03
2014 Jul 02 07:45:00.0         124.94       0.214       39 33.21       14 35.98
2014 Jul 02 07:50:00.0         124.89       0.214       39 21.43       14 35.94
2014 Jul 02 07:55:00.0         124.83       0.214       39 10.54       14 35.90
2014 Jul 02 08:00:00.0         124.78       0.215       39 00.56       14 35.87
2014 Jul 02 08:05:00.0         124.73       0.215       38 51.53       14 35.84
2014 Jul 02 08:10:00.0         124.68       0.215       38 43.48       14 35.82
2014 Jul 02 08:15:00.0         124.63       0.216       38 36.43       14 35.80
2014 Jul 02 08:20:00.0         124.58       0.216       38 30.41       14 35.79
2014 Jul 02 08:25:00.0         124.53       0.217       38 25.43       14 35.78
2014 Jul 02 08:30:00.0         124.48       0.217       38 21.51       14 35.77
2014 Jul 02 08:35:00.0         124.43       0.217       38 18.66       14 35.77
2014 Jul 02 08:40:00.0         124.38       0.218       38 16.89       14 35.77
2014 Jul 02 08:45:00.0         124.33       0.218       38 16.21       14 35.78
2014 Jul 02 08:50:00.0         124.28       0.218       38 16.61       14 35.80
2014 Jul 02 08:55:00.0         124.22       0.219       38 18.11       14 35.81
2014 Jul 02 09:00:00.0         124.17       0.219       38 20.69       14 35.84
2014 Jul 02 09:05:00.0         124.12       0.220       38 24.34       14 35.86
2014 Jul 02 09:10:00.0         124.07       0.220       38 29.06       14 35.90
2014 Jul 02 09:15:00.0         124.02       0.220       38 34.82       14 35.93
2014 Jul 02 09:20:00.0         123.97       0.221       38 41.62       14 35.97
2014 Jul 02 09:25:00.0         123.92       0.221       38 49.42       14 36.02
2014 Jul 02 09:30:00.0         123.87       0.221       38 58.20       14 36.07
2014 Jul 02 09:35:00.0         123.82       0.222       39 07.95       14 36.13
2014 Jul 02 09:40:00.0         123.77       0.222       39 18.61       14 36.19
2014 Jul 02 09:45:00.0         123.72       0.222       39 30.18       14 36.25
2014 Jul 02 09:50:00.0         123.67       0.223       39 42.60       14 36.32
2014 Jul 02 09:55:00.0         123.62       0.223       39 55.85       14 36.39
2014 Jul 02 10:00:00.0         123.57       0.224       40 09.88       14 36.47
2014 Jul 02 10:05:00.0         123.52       0.224       40 24.66       14 36.55
2014 Jul 02 10:10:00.0         123.47       0.224       40 40.15       14 36.64
2014 Jul 02 10:15:00.0         123.42       0.225       40 56.30       14 36.73
2014 Jul 02 10:20:00.0         123.37       0.225       41 13.07       14 36.83
2014 Jul 02 10:25:00.0         123.32       0.225       41 30.42       14 36.92
2014 Jul 02 10:30:00.0         123.27       0.226       41 48.31       14 37.03
2014 Jul 02 10:35:00.0         123.22       0.226       42 06.68       14 37.14
2014 Jul 02 10:40:00.0         123.17       0.226       42 25.50       14 37.25
2014 Jul 02 10:45:00.0         123.12       0.227       42 44.73       14 37.37
2014 Jul 02 10:50:00.0         123.07       0.227       43 04.31       14 37.49
2014 Jul 02 10:55:00.0         123.02       0.228       43 24.20       14 37.61
2014 Jul 02 11:00:00.0         122.98       0.228       43 44.36       14 37.74
2014 Jul 02 11:05:00.0         122.93       0.228       44 04.75       14 37.87
2014 Jul 02 11:10:00.0         122.88       0.229       44 25.32       14 38.01
2014 Jul 02 11:15:00.0         122.83       0.229       44 46.03       14 38.15
2014 Jul 02 11:20:00.0         122.78       0.229       45 06.84       14 38.29
2014 Jul 02 11:25:00.0         122.74       0.230       45 27.71       14 38.44
2014 Jul 02 11:30:00.0         122.69       0.230       45 48.59       14 38.60
2014 Jul 02 11:35:00.0         122.64       0.230       46 09.45       14 38.75
2014 Jul 02 11:40:00.0         122.59       0.231       46 30.25       14 38.91
2014 Jul 02 11:45:00.0         122.55       0.231       46 50.95       14 39.07
2014 Jul 02 11:50:00.0         122.50       0.231       47 11.51       14 39.24
2014 Jul 02 11:55:00.0         122.45       0.232       47 31.91       14 39.41
2014 Jul 02 12:00:00.0         122.41       0.232       47 52.09       14 39.58
2014 Jul 02 12:05:00.0         122.36       0.232       48 12.04       14 39.76
2014 Jul 02 12:10:00.0         122.31       0.233       48 31.71       14 39.94
2014 Jul 02 12:15:00.0         122.27       0.233       48 51.08       14 40.12
2014 Jul 02 12:20:00.0         122.22       0.233       49 10.11       14 40.31
2014 Jul 02 12:25:00.0         122.18       0.234       49 28.77       14 40.50
2014 Jul 02 12:30:00.0         122.13       0.234       49 47.04       14 40.69
2014 Jul 02 12:35:00.0         122.09       0.234       50 04.88       14 40.88
2014 Jul 02 12:40:00.0         122.04       0.235       50 22.27       14 41.08
2014 Jul 02 12:45:00.0         122.00       0.235       50 39.19       14 41.28
2014 Jul 02 12:50:00.0         121.95       0.235       50 55.60       14 41.48
2014 Jul 02 12:55:00.0         121.91       0.236       51 11.48       14 41.69
2014 Jul 02 13:00:00.0         121.87       0.236       51 26.81       14 41.90
2014 Jul 02 13:05:00.0         121.82       0.236       51 41.57       14 42.11
2014 Jul 02 13:10:00.0         121.78       0.237       51 55.73       14 42.32
2014 Jul 02 13:15:00.0         121.74       0.237       52 09.28       14 42.53
2014 Jul 02 13:20:00.0         121.69       0.237       52 22.19       14 42.75
2014 Jul 02 13:25:00.0         121.65       0.238       52 34.45       14 42.97
2014 Jul 02 13:30:00.0         121.61       0.238       52 46.03       14 43.19
2014 Jul 02 13:35:00.0         121.57       0.238       52 56.93       14 43.41
2014 Jul 02 13:40:00.0         121.52       0.239       53 07.12       14 43.64
2014 Jul 02 13:45:00.0         121.48       0.239       53 16.58       14 43.86
2014 Jul 02 13:50:00.0         121.44       0.239       53 25.32       14 44.09
2014 Jul 02 13:55:00.0         121.40       0.239       53 33.30       14 44.32
2014 Jul 02 14:00:00.0         121.36       0.240       53 40.52       14 44.55
2014 Jul 02 14:05:00.0         121.32       0.240       53 46.97       14 44.78
2014 Jul 02 14:10:00.0         121.28       0.240       53 52.64       14 45.01
2014 Jul 02 14:15:00.0         121.24       0.241       53 57.51       14 45.25
2014 Jul 02 14:20:00.0         121.20       0.241       54 01.58       14 45.48
2014 Jul 02 14:25:00.0         121.16       0.241       54 04.83       14 45.72
2014 Jul 02 14:30:00.0         121.12       0.242       54 07.27       14 45.96
2014 Jul 02 14:35:00.0         121.08       0.242       54 08.88       14 46.19
2014 Jul 02 14:40:00.0         121.05       0.242       54 09.66       14 46.43
2014 Jul 02 14:45:00.0         121.01       0.242       54 09.60       14 46.67
2014 Jul 02 14:50:00.0         120.97       0.243       54 08.70       14 46.91
2014 Jul 02 14:55:00.0         120.93       0.243       54 06.96       14 47.15
2014 Jul 02 15:00:00.0         120.90       0.243       54 04.37       14 47.39
2014 Jul 02 15:05:00.0         120.86       0.244       54 00.93       14 47.63
2014 Jul 02 15:10:00.0         120.82       0.244       53 56.64       14 47.87
2014 Jul 02 15:15:00.0         120.78       0.244       53 51.51       14 48.11
2014 Jul 02 15:20:00.0         120.75       0.244       53 45.52       14 48.35
2014 Jul 02 15:25:00.0         120.71       0.245       53 38.70       14 48.59
2014 Jul 02 15:30:00.0         120.68       0.245       53 31.03       14 48.82
2014 Jul 02 15:35:00.0         120.64       0.245       53 22.52       14 49.06
2014 Jul 02 15:40:00.0         120.61       0.245       53 13.17       14 49.30
2014 Jul 02 15:45:00.0         120.57       0.246       53 03.00       14 49.54
2014 Jul 02 15:50:00.0         120.54       0.246       52 52.01       14 49.77
2014 Jul 02 15:55:00.0         120.50       0.246       52 40.20       14 50.01
2014 Jul 02 16:00:00.0         120.47       0.246       52 27.59       14 50.24
2014 Jul 02 16:05:00.0         120.44       0.247       52 14.18       14 50.47
2014 Jul 02 16:10:00.0         120.40       0.247       51 59.98       14 50.71
2014 Jul 02 16:15:00.0         120.37       0.247       51 45.01       14 50.94
2014 Jul 02 16:20:00.0         120.34       0.247       51 29.27       14 51.17
2014 Jul 02 16:25:00.0         120.30       0.248       51 12.78       14 51.39
2014 Jul 02 16:30:00.0         120.27       0.248       50 55.56       14 51.62
2014 Jul 02 16:35:00.0         120.24       0.248       50 37.62       14 51.84
2014 Jul 02 16:40:00.0         120.21       0.248       50 18.98       14 52.06
2014 Jul 02 16:45:00.0         120.18       0.249       49 59.64       14 52.28
2014 Jul 02 16:50:00.0         120.14       0.249       49 39.64       14 52.50
2014 Jul 02 16:55:00.0         120.11       0.249       49 19.00       14 52.72
2014 Jul 02 17:00:00.0         120.08       0.249       48 57.72       14 52.93
2014 Jul 02 17:05:00.0         120.05       0.250       48 35.84       14 53.14
2014 Jul 02 17:10:00.0         120.02       0.250       48 13.38       14 53.35
2014 Jul 02 17:15:00.0         119.99       0.250       47 50.36       14 53.56
2014 Jul 02 17:20:00.0         119.96       0.250       47 26.82       14 53.76
2014 Jul 02 17:25:00.0         119.93       0.251       47 02.76       14 53.97
2014 Jul 02 17:30:00.0         119.90       0.251       46 38.23       14 54.16
2014 Jul 02 17:35:00.0         119.87       0.251       46 13.26       14 54.36
2014 Jul 02 17:40:00.0         119.84       0.251       45 47.86       14 54.55
2014 Jul 02 17:45:00.0         119.82       0.251       45 22.09       14 54.74
2014 Jul 02 17:50:00.0         119.79       0.252       44 55.97       14 54.93
2014 Jul 02 17:55:00.0         119.76       0.252       44 29.53       14 55.11
2014 Jul 02 18:00:00.0         119.73       0.252       44 02.82       14 55.29
2014 Jul 02 18:05:00.0         119.70       0.252       43 35.87       14 55.47
2014 Jul 02 18:10:00.0         119.67       0.252       43 08.73       14 55.64
2014 Jul 02 18:15:00.0         119.65       0.253       42 41.43       14 55.81
2014 Jul 02 18:20:00.0         119.62       0.253       42 14.02       14 55.98
2014 Jul 02 18:25:00.0         119.59       0.253       41 46.54       14 56.14
2014 Jul 02 18:30:00.0         119.57       0.253       41 19.04       14 56.30
2014 Jul 02 18:35:00.0         119.54       0.253       40 51.57       14 56.45
2014 Jul 02 18:40:00.0         119.51       0.254       40 24.18       14 56.61
2014 Jul 02 18:45:00.0         119.49       0.254       39 56.92       14 56.75
2014 Jul 02 18:50:00.0         119.46       0.254       39 29.85       14 56.90
2014 Jul 02 18:55:00.0         119.43       0.254       39 03.01       14 57.03
2014 Jul 02 19:00:00.0         119.41       0.254       38 36.47       14 57.17
2014 Jul 02 19:05:00.0         119.38       0.255       38 10.29       14 57.30
2014 Jul 02 19:10:00.0         119.36       0.255       37 44.52       14 57.43
2014 Jul 02 19:15:00.0         119.33       0.255       37 19.23       14 57.55
2014 Jul 02 19:20:00.0         119.30       0.255       36 54.47       14 57.67
2014 Jul 02 19:25:00.0         119.28       0.255       36 30.32       14 57.78
2014 Jul 02 19:30:00.0         119.25       0.256       36 06.83       14 57.89
2014 Jul 02 19:35:00.0         119.23       0.256       35 44.08       14 57.99
2014 Jul 02 19:40:00.0         119.20       0.256       35 22.12       14 58.09
2014 Jul 02 19:45:00.0         119.18       0.256       35 01.02       14 58.19
2014 Jul 02 19:50:00.0         119.15       0.256       34 40.84       14 58.28
2014 Jul 02 19:55:00.0         119.13       0.257       34 21.66       14 58.36
2014 Jul 02 20:00:00.0         119.10       0.257       34 03.53       14 58.44
2014 Jul 02 20:05:00.0         119.08       0.257       33 46.51       14 58.52
2014 Jul 02 20:10:00.0         119.05       0.257       33 30.67       14 58.59
2014 Jul 02 20:15:00.0         119.03       0.257       33 16.06       14 58.66
2014 Jul 02 20:20:00.0         119.00       0.258       33 02.73       14 58.72
2014 Jul 02 20:25:00.0         118.98       0.258       32 50.74       14 58.77
2014 Jul 02 20:30:00.0         118.96       0.258       32 40.13       14 58.83
2014 Jul 02 20:35:00.0         118.93       0.258       32 30.95       14 58.87
2014 Jul 02 20:40:00.0         118.91       0.258       32 23.24       14 58.91
2014 Jul 02 20:45:00.0         118.88       0.258       32 17.01       14 58.95
2014 Jul 02 20:50:00.0         118.86       0.259       32 12.31       14 58.98
2014 Jul 02 20:55:00.0         118.83       0.259       32 09.15       14 59.01
2014 Jul 02 21:00:00.0         118.81       0.259       32 07.54       14 59.03
2014 Jul 02 21:05:00.0         118.79       0.259       32 07.50       14 59.05
2014 Jul 02 21:10:00.0         118.76       0.259       32 09.02       14 59.06
2014 Jul 02 21:15:00.0         118.74       0.260       32 12.10       14 59.07
2014 Jul 02 21:20:00.0         118.71       0.260       32 16.72       14 59.07
2014 Jul 02 21:25:00.0         118.69       0.260       32 22.87       14 59.07
2014 Jul 02 21:30:00.0         118.66       0.260       32 30.52       14 59.06
2014 Jul 02 21:35:00.0         118.64       0.260       32 39.64       14 59.05
2014 Jul 02 21:40:00.0         118.61       0.261       32 50.19       14 59.03
2014 Jul 02 21:45:00.0         118.59       0.261       33 02.14       14 59.01
2014 Jul 02 21:50:00.0         118.57       0.261       33 15.44       14 58.98
2014 Jul 02 21:55:00.0         118.54       0.261       33 30.03       14 58.95
2014 Jul 02 22:00:00.0         118.52       0.261       33 45.87       14 58.91
2014 Jul 02 22:05:00.0         118.49       0.261       34 02.90       14 58.87
2014 Jul 02 22:10:00.0         118.47       0.262       34 21.05       14 58.82
2014 Jul 02 22:15:00.0         118.44       0.262       34 40.27       14 58.77
2014 Jul 02 22:20:00.0         118.42       0.262       35 00.50       14 58.71
2014 Jul 02 22:25:00.0         118.39       0.262       35 21.67       14 58.65
2014 Jul 02 22:30:00.0         118.37       0.262       35 43.72       14 58.59
2014 Jul 02 22:35:00.0         118.34       0.263       36 06.57       14 58.52
2014 Jul 02 22:40:00.0         118.31       0.263       36 30.17       14 58.44
2014 Jul 02 22:45:00.0         118.29       0.263       36 54.46       14 58.36
2014 Jul 02 22:50:00.0         118.26       0.263       37 19.35       14 58.28
2014 Jul 02 22:55:00.0         118.24       0.263       37 44.81       14 58.19
2014 Jul 02 23:00:00.0         118.21       0.264       38 10.75       14 58.10
2014 Jul 02 23:05:00.0         118.18       0.264       38 37.12       14 58.00
2014 Jul 02 23:10:00.0         118.16       0.264       39 03.85       14 57.90
2014 Jul 02 23:15:00.0         118.13       0.264       39 30.90       14 57.79
2014 Jul 02 23:20:00.0         118.10       0.264       39 58.20       14 57.68
2014 Jul 02 23:25:00.0         118.08       0.265       40 25.69       14 57.57
2014 Jul 02 23:30:00.0         118.05       0.265       40 53.33       14 57.45
2014 Jul 02 23:35:00.0         118.02       0.265       41 21.06       14 57.33
2014 Jul 02 23:40:00.0         118.00       0.265       41 48.82       14 57.20
2014 Jul 02 23:45:00.0         117.97       0.266       42 16.57       14 57.07
2014 Jul 02 23:50:00.0         117.94       0.266       42 44.26       14 56.94
2014 Jul 02 23:55:00.0         117.91       0.266       43 11.85       14 56.80
2014 Jul 03 00:00:00.0         117.88       0.266       43 39.29       14 56.66
2014 Jul 03 00:05:00.0         117.86       0.266       44 06.54       14 56.52
2014 Jul 03 00:10:00.0         117.83       0.267       44 33.55       14 56.37
2014 Jul 03 00:15:00.0         117.80       0.267       45 00.30       14 56.22
2014 Jul 03 00:20:00.0         117.77       0.267       45 26.73       14 56.06
2014 Jul 03 00:25:00.0         117.74       0.267       45 52.81       14 55.90
2014 Jul 03 00:30:00.0         117.71       0.267       46 18.52       14 55.74
2014 Jul 03 00:35:00.0         117.68       0.268       46 43.81       14 55.58
2014 Jul 03 00:40:00.0         117.65       0.268       47 08.65       14 55.41
2014 Jul 03 00:45:00.0         117.62       0.268       47 33.01       14 55.24
2014 Jul 03 00:50:00.0         117.59       0.268       47 56.87       14 55.07
2014 Jul 03 00:55:00.0         117.56       0.269       48 20.19       14 54.89
2014 Jul 03 01:00:00.0         117.53       0.269       48 42.95       14 54.71
2014 Jul 03 01:05:00.0         117.50       0.269       49 05.12       14 54.53
2014 Jul 03 01:10:00.0         117.47       0.269       49 26.68       14 54.35
2014 Jul 03 01:15:00.0         117.44       0.270       49 47.61       14 54.16
2014 Jul 03 01:20:00.0         117.40       0.270       50 07.88       14 53.98
2014 Jul 03 01:25:00.0         117.37       0.270       50 27.47       14 53.79
2014 Jul 03 01:30:00.0         117.34       0.270       50 46.36       14 53.59
2014 Jul 03 01:35:00.0         117.31       0.271       51 04.54       14 53.40
2014 Jul 03 01:40:00.0         117.27       0.271       51 21.99       14 53.20
