                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 12 19:30:00.0           6.80       0.996       35 38.41       16 25.38
2014 Jul 12 19:35:00.0           6.85       0.996       36 19.16       16 25.53
2014 Jul 12 19:40:00.0           6.89       0.996       37 00.06       16 25.68
2014 Jul 12 19:45:00.0           6.94       0.996       37 41.04       16 25.84
2014 Jul 12 19:50:00.0           6.98       0.996       38 22.03       16 26.01
2014 Jul 12 19:55:00.0           7.02       0.996       39 02.99       16 26.18
2014 Jul 12 20:00:00.0           7.07       0.996       39 43.86       16 26.35
2014 Jul 12 20:05:00.0           7.11       0.996       40 24.58       16 26.53
2014 Jul 12 20:10:00.0           7.15       0.996       41 05.12       16 26.71
2014 Jul 12 20:15:00.0           7.20       0.996       41 45.42       16 26.90
2014 Jul 12 20:20:00.0           7.24       0.996       42 25.44       16 27.09
2014 Jul 12 20:25:00.0           7.29       0.996       43 05.15       16 27.29
2014 Jul 12 20:30:00.0           7.33       0.996       43 44.49       16 27.48
2014 Jul 12 20:35:00.0           7.38       0.996       44 23.44       16 27.69
2014 Jul 12 20:40:00.0           7.42       0.996       45 01.96       16 27.89
2014 Jul 12 20:45:00.0           7.46       0.996       45 40.01       16 28.11
2014 Jul 12 20:50:00.0           7.51       0.996       46 17.57       16 28.32
2014 Jul 12 20:55:00.0           7.55       0.996       46 54.61       16 28.54
2014 Jul 12 21:00:00.0           7.60       0.996       47 31.09       16 28.76
2014 Jul 12 21:05:00.0           7.64       0.996       48 06.98       16 28.98
2014 Jul 12 21:10:00.0           7.68       0.996       48 42.27       16 29.21
2014 Jul 12 21:15:00.0           7.73       0.995       49 16.93       16 29.44
2014 Jul 12 21:20:00.0           7.77       0.995       49 50.93       16 29.68
2014 Jul 12 21:25:00.0           7.82       0.995       50 24.26       16 29.92
2014 Jul 12 21:30:00.0           7.86       0.995       50 56.88       16 30.16
2014 Jul 12 21:35:00.0           7.90       0.995       51 28.79       16 30.40
2014 Jul 12 21:40:00.0           7.95       0.995       51 59.96       16 30.65
2014 Jul 12 21:45:00.0           7.99       0.995       52 30.37       16 30.89
2014 Jul 12 21:50:00.0           8.03       0.995       53 00.01       16 31.15
2014 Jul 12 21:55:00.0           8.08       0.995       53 28.86       16 31.40
2014 Jul 12 22:00:00.0           8.12       0.995       53 56.91       16 31.66
2014 Jul 12 22:05:00.0           8.16       0.995       54 24.14       16 31.92
2014 Jul 12 22:10:00.0           8.21       0.995       54 50.54       16 32.18
2014 Jul 12 22:15:00.0           8.25       0.995       55 16.09       16 32.44
2014 Jul 12 22:20:00.0           8.29       0.995       55 40.80       16 32.70
2014 Jul 12 22:25:00.0           8.33       0.995       56 04.63       16 32.97
2014 Jul 12 22:30:00.0           8.38       0.995       56 27.60       16 33.24
2014 Jul 12 22:35:00.0           8.42       0.995       56 49.68       16 33.51
2014 Jul 12 22:40:00.0           8.46       0.995       57 10.87       16 33.78
2014 Jul 12 22:45:00.0           8.50       0.995       57 31.16       16 34.05
2014 Jul 12 22:50:00.0           8.54       0.994       57 50.54       16 34.33
2014 Jul 12 22:55:00.0           8.59       0.994       58 09.02       16 34.61
2014 Jul 12 23:00:00.0           8.63       0.994       58 26.58       16 34.88
2014 Jul 12 23:05:00.0           8.67       0.994       58 43.23       16 35.16
2014 Jul 12 23:10:00.0           8.71       0.994       58 58.95       16 35.44
2014 Jul 12 23:15:00.0           8.75       0.994       59 13.75       16 35.72
2014 Jul 12 23:20:00.0           8.79       0.994       59 27.62       16 36.00
2014 Jul 12 23:25:00.0           8.83       0.994       59 40.57       16 36.28
2014 Jul 12 23:30:00.0           8.87       0.994       59 52.59       16 36.56
2014 Jul 12 23:35:00.0           8.91       0.994       60 03.69       16 36.84
2014 Jul 12 23:40:00.0           8.95       0.994       60 13.87       16 37.12
2014 Jul 12 23:45:00.0           8.99       0.994       60 23.13       16 37.40
2014 Jul 12 23:50:00.0           9.03       0.994       60 31.47       16 37.68
2014 Jul 12 23:55:00.0           9.07       0.994       60 38.89       16 37.97
2014 Jul 13 00:00:00.0           9.11       0.994       60 45.42       16 38.25
2014 Jul 13 00:05:00.0           9.15       0.994       60 51.04       16 38.53
2014 Jul 13 00:10:00.0           9.19       0.994       60 55.76       16 38.81
2014 Jul 13 00:15:00.0           9.23       0.994       60 59.60       16 39.09
2014 Jul 13 00:20:00.0           9.27       0.993       61 02.56       16 39.36
2014 Jul 13 00:25:00.0           9.31       0.993       61 04.66       16 39.64
2014 Jul 13 00:30:00.0           9.34       0.993       61 05.89       16 39.92
2014 Jul 13 00:35:00.0           9.38       0.993       61 06.27       16 40.19
2014 Jul 13 00:40:00.0           9.42       0.993       61 05.82       16 40.47
2014 Jul 13 00:45:00.0           9.46       0.993       61 04.55       16 40.74
2014 Jul 13 00:50:00.0           9.49       0.993       61 02.47       16 41.01
2014 Jul 13 00:55:00.0           9.53       0.993       60 59.59       16 41.28
2014 Jul 13 01:00:00.0           9.57       0.993       60 55.93       16 41.55
2014 Jul 13 01:05:00.0           9.61       0.993       60 51.50       16 41.81
2014 Jul 13 01:10:00.0           9.64       0.993       60 46.33       16 42.07
2014 Jul 13 01:15:00.0           9.68       0.993       60 40.43       16 42.34
2014 Jul 13 01:20:00.0           9.72       0.993       60 33.82       16 42.60
2014 Jul 13 01:25:00.0           9.75       0.993       60 26.52       16 42.85
2014 Jul 13 01:30:00.0           9.79       0.993       60 18.55       16 43.11
2014 Jul 13 01:35:00.0           9.82       0.993       60 09.93       16 43.36
2014 Jul 13 01:40:00.0           9.86       0.993       60 00.68       16 43.61
2014 Jul 13 01:45:00.0           9.89       0.993       59 50.83       16 43.85
2014 Jul 13 01:50:00.0           9.93       0.993       59 40.40       16 44.10
2014 Jul 13 01:55:00.0           9.96       0.992       59 29.41       16 44.34
2014 Jul 13 02:00:00.0          10.00       0.992       59 17.90       16 44.57
2014 Jul 13 02:05:00.0          10.03       0.992       59 05.88       16 44.81
2014 Jul 13 02:10:00.0          10.07       0.992       58 53.39       16 45.04
2014 Jul 13 02:15:00.0          10.10       0.992       58 40.45       16 45.26
2014 Jul 13 02:20:00.0          10.14       0.992       58 27.09       16 45.49
2014 Jul 13 02:25:00.0          10.17       0.992       58 13.34       16 45.71
2014 Jul 13 02:30:00.0          10.21       0.992       57 59.24       16 45.92
2014 Jul 13 02:35:00.0          10.24       0.992       57 44.81       16 46.14
2014 Jul 13 02:40:00.0          10.27       0.992       57 30.09       16 46.34
2014 Jul 13 02:45:00.0          10.31       0.992       57 15.11       16 46.55
2014 Jul 13 02:50:00.0          10.34       0.992       56 59.91       16 46.75
2014 Jul 13 02:55:00.0          10.37       0.992       56 44.51       16 46.94
2014 Jul 13 03:00:00.0          10.41       0.992       56 28.95       16 47.13
2014 Jul 13 03:05:00.0          10.44       0.992       56 13.27       16 47.32
2014 Jul 13 03:10:00.0          10.47       0.992       55 57.51       16 47.50
2014 Jul 13 03:15:00.0          10.50       0.992       55 41.69       16 47.68
2014 Jul 13 03:20:00.0          10.54       0.992       55 25.87       16 47.85
2014 Jul 13 03:25:00.0          10.57       0.992       55 10.07       16 48.02
2014 Jul 13 03:30:00.0          10.60       0.991       54 54.33       16 48.18
2014 Jul 13 03:35:00.0          10.63       0.991       54 38.70       16 48.34
2014 Jul 13 03:40:00.0          10.67       0.991       54 23.20       16 48.50
2014 Jul 13 03:45:00.0          10.70       0.991       54 07.88       16 48.64
2014 Jul 13 03:50:00.0          10.73       0.991       53 52.78       16 48.79
2014 Jul 13 03:55:00.0          10.76       0.991       53 37.93       16 48.93
2014 Jul 13 04:00:00.0          10.79       0.991       53 23.37       16 49.06
2014 Jul 13 04:05:00.0          10.83       0.991       53 09.14       16 49.19
2014 Jul 13 04:10:00.0          10.86       0.991       52 55.28       16 49.31
2014 Jul 13 04:15:00.0          10.89       0.991       52 41.82       16 49.42
2014 Jul 13 04:20:00.0          10.92       0.991       52 28.80       16 49.53
2014 Jul 13 04:25:00.0          10.95       0.991       52 16.25       16 49.64
2014 Jul 13 04:30:00.0          10.99       0.991       52 04.22       16 49.74
2014 Jul 13 04:35:00.0          11.02       0.991       51 52.72       16 49.83
2014 Jul 13 04:40:00.0          11.05       0.991       51 41.80       16 49.92
2014 Jul 13 04:45:00.0          11.08       0.991       51 31.48       16 50.00
2014 Jul 13 04:50:00.0          11.11       0.991       51 21.80       16 50.08
2014 Jul 13 04:55:00.0          11.14       0.991       51 12.78       16 50.15
2014 Jul 13 05:00:00.0          11.17       0.991       51 04.45       16 50.22
2014 Jul 13 05:05:00.0          11.21       0.990       50 56.83       16 50.28
2014 Jul 13 05:10:00.0          11.24       0.990       50 49.95       16 50.33
2014 Jul 13 05:15:00.0          11.27       0.990       50 43.82       16 50.38
2014 Jul 13 05:20:00.0          11.30       0.990       50 38.47       16 50.42
2014 Jul 13 05:25:00.0          11.33       0.990       50 33.91       16 50.45
2014 Jul 13 05:30:00.0          11.36       0.990       50 30.15       16 50.48
2014 Jul 13 05:35:00.0          11.40       0.990       50 27.21       16 50.51
2014 Jul 13 05:40:00.0          11.43       0.990       50 25.09       16 50.52
2014 Jul 13 05:45:00.0          11.46       0.990       50 23.81       16 50.54
2014 Jul 13 05:50:00.0          11.49       0.990       50 23.36       16 50.54
2014 Jul 13 05:55:00.0          11.52       0.990       50 23.74       16 50.54
2014 Jul 13 06:00:00.0          11.56       0.990       50 24.96       16 50.53
2014 Jul 13 06:05:00.0          11.59       0.990       50 27.01       16 50.52
2014 Jul 13 06:10:00.0          11.62       0.990       50 29.89       16 50.50
2014 Jul 13 06:15:00.0          11.65       0.990       50 33.58       16 50.48
2014 Jul 13 06:20:00.0          11.68       0.990       50 38.08       16 50.45
2014 Jul 13 06:25:00.0          11.72       0.990       50 43.37       16 50.41
2014 Jul 13 06:30:00.0          11.75       0.990       50 49.43       16 50.37
2014 Jul 13 06:35:00.0          11.78       0.989       50 56.25       16 50.32
2014 Jul 13 06:40:00.0          11.82       0.989       51 03.81       16 50.26
2014 Jul 13 06:45:00.0          11.85       0.989       51 12.09       16 50.20
2014 Jul 13 06:50:00.0          11.88       0.989       51 21.05       16 50.14
2014 Jul 13 06:55:00.0          11.91       0.989       51 30.68       16 50.06
2014 Jul 13 07:00:00.0          11.95       0.989       51 40.94       16 49.99
2014 Jul 13 07:05:00.0          11.98       0.989       51 51.81       16 49.90
2014 Jul 13 07:10:00.0          12.01       0.989       52 03.26       16 49.81
2014 Jul 13 07:15:00.0          12.05       0.989       52 15.26       16 49.72
2014 Jul 13 07:20:00.0          12.08       0.989       52 27.76       16 49.62
2014 Jul 13 07:25:00.0          12.12       0.989       52 40.74       16 49.51
2014 Jul 13 07:30:00.0          12.15       0.989       52 54.16       16 49.40
2014 Jul 13 07:35:00.0          12.19       0.989       53 07.99       16 49.28
2014 Jul 13 07:40:00.0          12.22       0.989       53 22.19       16 49.16
2014 Jul 13 07:45:00.0          12.26       0.989       53 36.72       16 49.03
2014 Jul 13 07:50:00.0          12.29       0.989       53 51.54       16 48.90
2014 Jul 13 07:55:00.0          12.33       0.988       54 06.62       16 48.76
2014 Jul 13 08:00:00.0          12.36       0.988       54 21.92       16 48.62
2014 Jul 13 08:05:00.0          12.40       0.988       54 37.40       16 48.47
2014 Jul 13 08:10:00.0          12.43       0.988       54 53.03       16 48.31
2014 Jul 13 08:15:00.0          12.47       0.988       55 08.75       16 48.15
2014 Jul 13 08:20:00.0          12.50       0.988       55 24.55       16 47.99
2014 Jul 13 08:25:00.0          12.54       0.988       55 40.37       16 47.82
2014 Jul 13 08:30:00.0          12.58       0.988       55 56.18       16 47.65
2014 Jul 13 08:35:00.0          12.62       0.988       56 11.95       16 47.47
2014 Jul 13 08:40:00.0          12.65       0.988       56 27.64       16 47.29
2014 Jul 13 08:45:00.0          12.69       0.988       56 43.21       16 47.10
2014 Jul 13 08:50:00.0          12.73       0.988       56 58.62       16 46.91
2014 Jul 13 08:55:00.0          12.77       0.988       57 13.85       16 46.72
2014 Jul 13 09:00:00.0          12.80       0.988       57 28.85       16 46.52
2014 Jul 13 09:05:00.0          12.84       0.987       57 43.60       16 46.31
2014 Jul 13 09:10:00.0          12.88       0.987       57 58.05       16 46.11
2014 Jul 13 09:15:00.0          12.92       0.987       58 12.19       16 45.90
2014 Jul 13 09:20:00.0          12.96       0.987       58 25.97       16 45.68
2014 Jul 13 09:25:00.0          13.00       0.987       58 39.37       16 45.46
2014 Jul 13 09:30:00.0          13.04       0.987       58 52.36       16 45.24
2014 Jul 13 09:35:00.0          13.08       0.987       59 04.90       16 45.01
2014 Jul 13 09:40:00.0          13.12       0.987       59 16.97       16 44.79
2014 Jul 13 09:45:00.0          13.16       0.987       59 28.55       16 44.55
2014 Jul 13 09:50:00.0          13.20       0.987       59 39.60       16 44.32
2014 Jul 13 09:55:00.0          13.24       0.987       59 50.10       16 44.08
2014 Jul 13 10:00:00.0          13.28       0.987       60 00.03       16 43.84
2014 Jul 13 10:05:00.0          13.32       0.987       60 09.36       16 43.59
2014 Jul 13 10:10:00.0          13.37       0.986       60 18.06       16 43.35
2014 Jul 13 10:15:00.0          13.41       0.986       60 26.13       16 43.10
2014 Jul 13 10:20:00.0          13.45       0.986       60 33.52       16 42.85
2014 Jul 13 10:25:00.0          13.49       0.986       60 40.24       16 42.59
2014 Jul 13 10:30:00.0          13.54       0.986       60 46.25       16 42.34
2014 Jul 13 10:35:00.0          13.58       0.986       60 51.53       16 42.08
2014 Jul 13 10:40:00.0          13.63       0.986       60 56.08       16 41.82
2014 Jul 13 10:45:00.0          13.67       0.986       60 59.87       16 41.55
2014 Jul 13 10:50:00.0          13.71       0.986       61 02.89       16 41.29
2014 Jul 13 10:55:00.0          13.76       0.986       61 05.12       16 41.03
2014 Jul 13 11:00:00.0          13.80       0.986       61 06.55       16 40.76
2014 Jul 13 11:05:00.0          13.85       0.985       61 07.16       16 40.49
2014 Jul 13 11:10:00.0          13.89       0.985       61 06.94       16 40.22
2014 Jul 13 11:15:00.0          13.94       0.985       61 05.89       16 39.95
2014 Jul 13 11:20:00.0          13.99       0.985       61 03.99       16 39.68
2014 Jul 13 11:25:00.0          14.03       0.985       61 01.23       16 39.40
2014 Jul 13 11:30:00.0          14.08       0.985       60 57.60       16 39.13
2014 Jul 13 11:35:00.0          14.13       0.985       60 53.09       16 38.86
2014 Jul 13 11:40:00.0          14.18       0.985       60 47.71       16 38.58
2014 Jul 13 11:45:00.0          14.22       0.985       60 41.43       16 38.30
2014 Jul 13 11:50:00.0          14.27       0.985       60 34.26       16 38.03
2014 Jul 13 11:55:00.0          14.32       0.984       60 26.19       16 37.75
2014 Jul 13 12:00:00.0          14.37       0.984       60 17.22       16 37.48
2014 Jul 13 12:05:00.0          14.42       0.984       60 07.35       16 37.20
2014 Jul 13 12:10:00.0          14.47       0.984       59 56.57       16 36.93
2014 Jul 13 12:15:00.0          14.52       0.984       59 44.88       16 36.65
2014 Jul 13 12:20:00.0          14.57       0.984       59 32.28       16 36.38
2014 Jul 13 12:25:00.0          14.62       0.984       59 18.77       16 36.10
2014 Jul 13 12:30:00.0          14.67       0.984       59 04.36       16 35.83
2014 Jul 13 12:35:00.0          14.72       0.984       58 49.04       16 35.55
2014 Jul 13 12:40:00.0          14.77       0.983       58 32.82       16 35.28
2014 Jul 13 12:45:00.0          14.82       0.983       58 15.71       16 35.01
2014 Jul 13 12:50:00.0          14.87       0.983       57 57.70       16 34.74
2014 Jul 13 12:55:00.0          14.92       0.983       57 38.81       16 34.47
2014 Jul 13 13:00:00.0          14.97       0.983       57 19.04       16 34.21
2014 Jul 13 13:05:00.0          15.03       0.983       56 58.40       16 33.94
2014 Jul 13 13:10:00.0          15.08       0.983       56 36.89       16 33.68
2014 Jul 13 13:15:00.0          15.13       0.983       56 14.53       16 33.41
2014 Jul 13 13:20:00.0          15.19       0.983       55 51.33       16 33.15
2014 Jul 13 13:25:00.0          15.24       0.982       55 27.29       16 32.90
2014 Jul 13 13:30:00.0          15.29       0.982       55 02.44       16 32.64
2014 Jul 13 13:35:00.0          15.35       0.982       54 36.77       16 32.38
2014 Jul 13 13:40:00.0          15.40       0.982       54 10.31       16 32.13
2014 Jul 13 13:45:00.0          15.46       0.982       53 43.07       16 31.88
2014 Jul 13 13:50:00.0          15.51       0.982       53 15.07       16 31.63
2014 Jul 13 13:55:00.0          15.57       0.982       52 46.33       16 31.39
2014 Jul 13 14:00:00.0          15.62       0.982       52 16.85       16 31.15
2014 Jul 13 14:05:00.0          15.68       0.981       51 46.67       16 30.91
2014 Jul 13 14:10:00.0          15.73       0.981       51 15.80       16 30.67
2014 Jul 13 14:15:00.0          15.79       0.981       50 44.26       16 30.44
2014 Jul 13 14:20:00.0          15.85       0.981       50 12.07       16 30.21
2014 Jul 13 14:25:00.0          15.90       0.981       49 39.27       16 29.98
2014 Jul 13 14:30:00.0          15.96       0.981       49 05.87       16 29.76
2014 Jul 13 14:35:00.0          16.02       0.981       48 31.90       16 29.54
2014 Jul 13 14:40:00.0          16.07       0.980       47 57.39       16 29.32
2014 Jul 13 14:45:00.0          16.13       0.980       47 22.37       16 29.10
2014 Jul 13 14:50:00.0          16.19       0.980       46 46.86       16 28.89
2014 Jul 13 14:55:00.0          16.25       0.980       46 10.91       16 28.69
2014 Jul 13 15:00:00.0          16.30       0.980       45 34.54       16 28.48
2014 Jul 13 15:05:00.0          16.36       0.980       44 57.79       16 28.29
2014 Jul 13 15:10:00.0          16.42       0.980       44 20.70       16 28.09
2014 Jul 13 15:15:00.0          16.48       0.979       43 43.30       16 27.90
2014 Jul 13 15:20:00.0          16.54       0.979       43 05.64       16 27.71
2014 Jul 13 15:25:00.0          16.60       0.979       42 27.76       16 27.53
2014 Jul 13 15:30:00.0          16.66       0.979       41 49.71       16 27.35
2014 Jul 13 15:35:00.0          16.71       0.979       41 11.53       16 27.18
2014 Jul 13 15:40:00.0          16.77       0.979       40 33.28       16 27.01
2014 Jul 13 15:45:00.0          16.83       0.979       39 55.01       16 26.84
2014 Jul 13 15:50:00.0          16.89       0.978       39 16.76       16 26.68
2014 Jul 13 15:55:00.0          16.95       0.978       38 38.61       16 26.52
2014 Jul 13 16:00:00.0          17.01       0.978       38 00.61       16 26.37
2014 Jul 13 16:05:00.0          17.07       0.978       37 22.83       16 26.23
2014 Jul 13 16:10:00.0          17.13       0.978       36 45.33       16 26.08
2014 Jul 13 16:15:00.0          17.19       0.978       36 08.18       16 25.95
2014 Jul 13 16:20:00.0          17.26       0.977       35 31.47       16 25.81
2014 Jul 13 16:25:00.0          17.32       0.977       34 55.26       16 25.68
2014 Jul 13 16:30:00.0          17.38       0.977       34 19.64       16 25.56
2014 Jul 13 16:35:00.0          17.44       0.977       33 44.69       16 25.44
2014 Jul 13 16:40:00.0          17.50       0.977       33 10.50       16 25.33
2014 Jul 13 16:45:00.0          17.56       0.977       32 37.16       16 25.22
2014 Jul 13 16:50:00.0          17.62       0.977       32 04.76       16 25.12
2014 Jul 13 16:55:00.0          17.68       0.976       31 33.41       16 25.02
2014 Jul 13 17:00:00.0          17.74       0.976       31 03.21       16 24.93
2014 Jul 13 17:05:00.0          17.80       0.976       30 34.24       16 24.84
2014 Jul 13 17:10:00.0          17.87       0.976       30 06.63       16 24.76
2014 Jul 13 17:15:00.0          17.93       0.976       29 40.47       16 24.69
2014 Jul 13 17:20:00.0          17.99       0.976       29 15.87       16 24.62
2014 Jul 13 17:25:00.0          18.05       0.975       28 52.93       16 24.55
2014 Jul 13 17:30:00.0          18.11       0.975       28 31.75       16 24.49
2014 Jul 13 17:35:00.0          18.17       0.975       28 12.43       16 24.43
2014 Jul 13 17:40:00.0          18.24       0.975       27 55.07       16 24.39
2014 Jul 13 17:45:00.0          18.30       0.975       27 39.75       16 24.34
2014 Jul 13 17:50:00.0          18.36       0.975       27 26.56       16 24.30
2014 Jul 13 17:55:00.0          18.42       0.974       27 15.56       16 24.27
2014 Jul 13 18:00:00.0          18.48       0.974       27 06.82       16 24.24
2014 Jul 13 18:05:00.0          18.54       0.974       27 00.38       16 24.22
2014 Jul 13 18:10:00.0          18.61       0.974       26 56.29       16 24.20
2014 Jul 13 18:15:00.0          18.67       0.974       26 54.56       16 24.19
2014 Jul 13 18:20:00.0          18.73       0.974       26 55.22       16 24.19
2014 Jul 13 18:25:00.0          18.79       0.973       26 58.25       16 24.19
2014 Jul 13 18:30:00.0          18.85       0.973       27 03.64       16 24.19
2014 Jul 13 18:35:00.0          18.91       0.973       27 11.36       16 24.20
2014 Jul 13 18:40:00.0          18.98       0.973       27 21.36       16 24.22
2014 Jul 13 18:45:00.0          19.04       0.973       27 33.59       16 24.24
2014 Jul 13 18:50:00.0          19.10       0.972       27 47.99       16 24.27
2014 Jul 13 18:55:00.0          19.16       0.972       28 04.47       16 24.30
2014 Jul 13 19:00:00.0          19.22       0.972       28 22.95       16 24.34
2014 Jul 13 19:05:00.0          19.28       0.972       28 43.35       16 24.38
2014 Jul 13 19:10:00.0          19.34       0.972       29 05.57       16 24.43
2014 Jul 13 19:15:00.0          19.41       0.972       29 29.50       16 24.49
2014 Jul 13 19:20:00.0          19.47       0.971       29 55.04       16 24.55
2014 Jul 13 19:25:00.0          19.53       0.971       30 22.10       16 24.61
2014 Jul 13 19:30:00.0          19.59       0.971       30 50.56       16 24.68
2014 Jul 13 19:35:00.0          19.65       0.971       31 20.32       16 24.76
2014 Jul 13 19:40:00.0          19.71       0.971       31 51.28       16 24.84
2014 Jul 13 19:45:00.0          19.77       0.971       32 23.33       16 24.93
2014 Jul 13 19:50:00.0          19.83       0.970       32 56.39       16 25.02
2014 Jul 13 19:55:00.0          19.89       0.970       33 30.34       16 25.12
2014 Jul 13 20:00:00.0          19.95       0.970       34 05.11       16 25.22
2014 Jul 13 20:05:00.0          20.01       0.970       34 40.59       16 25.33
2014 Jul 13 20:10:00.0          20.07       0.970       35 16.71       16 25.44
2014 Jul 13 20:15:00.0          20.13       0.969       35 53.38       16 25.56
2014 Jul 13 20:20:00.0          20.19       0.969       36 30.51       16 25.68
2014 Jul 13 20:25:00.0          20.25       0.969       37 08.04       16 25.81
2014 Jul 13 20:30:00.0          20.31       0.969       37 45.89       16 25.94
2014 Jul 13 20:35:00.0          20.37       0.969       38 23.99       16 26.07
2014 Jul 13 20:40:00.0          20.43       0.969       39 02.28       16 26.21
2014 Jul 13 20:45:00.0          20.49       0.968       39 40.69       16 26.36
2014 Jul 13 20:50:00.0          20.54       0.968       40 19.16       16 26.51
2014 Jul 13 20:55:00.0          20.60       0.968       40 57.63       16 26.67
2014 Jul 13 21:00:00.0          20.66       0.968       41 36.06       16 26.83
2014 Jul 13 21:05:00.0          20.72       0.968       42 14.38       16 26.99
2014 Jul 13 21:10:00.0          20.78       0.967       42 52.55       16 27.16
2014 Jul 13 21:15:00.0          20.83       0.967       43 30.52       16 27.33
2014 Jul 13 21:20:00.0          20.89       0.967       44 08.25       16 27.51
2014 Jul 13 21:25:00.0          20.95       0.967       44 45.69       16 27.69
2014 Jul 13 21:30:00.0          21.00       0.967       45 22.80       16 27.87
2014 Jul 13 21:35:00.0          21.06       0.967       45 59.55       16 28.06
2014 Jul 13 21:40:00.0          21.12       0.966       46 35.89       16 28.26
2014 Jul 13 21:45:00.0          21.17       0.966       47 11.79       16 28.45
2014 Jul 13 21:50:00.0          21.23       0.966       47 47.22       16 28.65
2014 Jul 13 21:55:00.0          21.29       0.966       48 22.15       16 28.86
2014 Jul 13 22:00:00.0          21.34       0.966       48 56.54       16 29.07
2014 Jul 13 22:05:00.0          21.40       0.966       49 30.36       16 29.28
2014 Jul 13 22:10:00.0          21.45       0.965       50 03.59       16 29.49
2014 Jul 13 22:15:00.0          21.51       0.965       50 36.20       16 29.71
2014 Jul 13 22:20:00.0          21.56       0.965       51 08.17       16 29.93
2014 Jul 13 22:25:00.0          21.61       0.965       51 39.47       16 30.16
2014 Jul 13 22:30:00.0          21.67       0.965       52 10.08       16 30.38
2014 Jul 13 22:35:00.0          21.72       0.964       52 39.97       16 30.61
2014 Jul 13 22:40:00.0          21.78       0.964       53 09.13       16 30.85
2014 Jul 13 22:45:00.0          21.83       0.964       53 37.54       16 31.08
2014 Jul 13 22:50:00.0          21.88       0.964       54 05.18       16 31.32
2014 Jul 13 22:55:00.0          21.93       0.964       54 32.03       16 31.56
2014 Jul 13 23:00:00.0          21.99       0.964       54 58.07       16 31.80
2014 Jul 13 23:05:00.0          22.04       0.963       55 23.29       16 32.05
2014 Jul 13 23:10:00.0          22.09       0.963       55 47.68       16 32.30
2014 Jul 13 23:15:00.0          22.14       0.963       56 11.22       16 32.55
2014 Jul 13 23:20:00.0          22.19       0.963       56 33.89       16 32.80
2014 Jul 13 23:25:00.0          22.24       0.963       56 55.70       16 33.05
2014 Jul 13 23:30:00.0          22.29       0.963       57 16.62       16 33.31
2014 Jul 13 23:35:00.0          22.34       0.962       57 36.65       16 33.57
2014 Jul 13 23:40:00.0          22.39       0.962       57 55.78       16 33.83
2014 Jul 13 23:45:00.0          22.44       0.962       58 13.99       16 34.09
2014 Jul 13 23:50:00.0          22.49       0.962       58 31.29       16 34.35
2014 Jul 13 23:55:00.0          22.54       0.962       58 47.66       16 34.61
2014 Jul 14 00:00:00.0          22.59       0.962       59 03.11       16 34.87
2014 Jul 14 00:05:00.0          22.64       0.961       59 17.62       16 35.14
2014 Jul 14 00:10:00.0          22.69       0.961       59 31.19       16 35.41
2014 Jul 14 00:15:00.0          22.74       0.961       59 43.82       16 35.67
2014 Jul 14 00:20:00.0          22.78       0.961       59 55.51       16 35.94
2014 Jul 14 00:25:00.0          22.83       0.961       60 06.26       16 36.21
2014 Jul 14 00:30:00.0          22.88       0.961       60 16.06       16 36.47
2014 Jul 14 00:35:00.0          22.92       0.961       60 24.92       16 36.74
2014 Jul 14 00:40:00.0          22.97       0.960       60 32.83       16 37.01
2014 Jul 14 00:45:00.0          23.02       0.960       60 39.80       16 37.28
2014 Jul 14 00:50:00.0          23.06       0.960       60 45.84       16 37.55
2014 Jul 14 00:55:00.0          23.11       0.960       60 50.94       16 37.82
2014 Jul 14 01:00:00.0          23.15       0.960       60 55.11       16 38.08
2014 Jul 14 01:05:00.0          23.20       0.960       60 58.36       16 38.35
2014 Jul 14 01:10:00.0          23.24       0.959       61 00.69       16 38.62
2014 Jul 14 01:15:00.0          23.29       0.959       61 02.12       16 38.88
2014 Jul 14 01:20:00.0          23.33       0.959       61 02.64       16 39.15
2014 Jul 14 01:25:00.0          23.37       0.959       61 02.27       16 39.41
2014 Jul 14 01:30:00.0          23.42       0.959       61 01.02       16 39.67
2014 Jul 14 01:35:00.0          23.46       0.959       60 58.89       16 39.94
2014 Jul 14 01:40:00.0          23.50       0.959       60 55.91       16 40.20
2014 Jul 14 01:45:00.0          23.54       0.958       60 52.08       16 40.45
2014 Jul 14 01:50:00.0          23.59       0.958       60 47.42       16 40.71
2014 Jul 14 01:55:00.0          23.63       0.958       60 41.94       16 40.97
2014 Jul 14 02:00:00.0          23.67       0.958       60 35.65       16 41.22
2014 Jul 14 02:05:00.0          23.71       0.958       60 28.58       16 41.47
2014 Jul 14 02:10:00.0          23.75       0.958       60 20.74       16 41.72
2014 Jul 14 02:15:00.0          23.79       0.958       60 12.15       16 41.97
2014 Jul 14 02:20:00.0          23.83       0.957       60 02.83       16 42.21
2014 Jul 14 02:25:00.0          23.87       0.957       59 52.79       16 42.46
2014 Jul 14 02:30:00.0          23.91       0.957       59 42.07       16 42.70
