                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                       David Rittenhouse Laboratory                       
              Location:  W 75°11'20.4", N39°57'08.1",    12m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jul 16 02:30:00.0     108.60355       321.61862       1.016392975
2014 Jul 16 02:35:00.0     109.19197       322.67995       1.016393230
2014 Jul 16 02:40:00.0     109.76619       323.75371       1.016393473
2014 Jul 16 02:45:00.0     110.32586       324.83995       1.016393705
2014 Jul 16 02:50:00.0     110.87059       325.93868       1.016393925
2014 Jul 16 02:55:00.0     111.40002       327.04988       1.016394132
2014 Jul 16 03:00:00.0     111.91376       328.17351       1.016394328
2014 Jul 16 03:05:00.0     112.41147       329.30950       1.016394511
2014 Jul 16 03:10:00.0     112.89274       330.45776       1.016394682
2014 Jul 16 03:15:00.0     113.35723       331.61815       1.016394840
2014 Jul 16 03:20:00.0     113.80457       332.79050       1.016394985
2014 Jul 16 03:25:00.0     114.23438       333.97463       1.016395117
2014 Jul 16 03:30:00.0     114.64631       335.17031       1.016395236
2014 Jul 16 03:35:00.0     115.04002       336.37726       1.016395342
2014 Jul 16 03:40:00.0     115.41515       337.59518       1.016395434
2014 Jul 16 03:45:00.0     115.77137       338.82376       1.016395513
2014 Jul 16 03:50:00.0     116.10836       340.06260       1.016395578
2014 Jul 16 03:55:00.0     116.42580       341.31130       1.016395630
2014 Jul 16 04:00:00.0     116.72338       342.56943       1.016395667
2014 Jul 16 04:05:00.0     117.00082       343.83650       1.016395691
2014 Jul 16 04:10:00.0     117.25785       345.11199       1.016395701
2014 Jul 16 04:15:00.0     117.49420       346.39538       1.016395696
2014 Jul 16 04:20:00.0     117.70963       347.68608       1.016395678
2014 Jul 16 04:25:00.0     117.90393       348.98348       1.016395645
2014 Jul 16 04:30:00.0     118.07688       350.28695       1.016395598
2014 Jul 16 04:35:00.0     118.22830       351.59583       1.016395536
2014 Jul 16 04:40:00.0     118.35803       352.90944       1.016395460
2014 Jul 16 04:45:00.0     118.46592       354.22707       1.016395370
2014 Jul 16 04:50:00.0     118.55187       355.54800       1.016395265
2014 Jul 16 04:55:00.0     118.61578       356.87149       1.016395146
2014 Jul 16 05:00:00.0     118.65757       358.19681       1.016395012
2014 Jul 16 05:05:00.0     118.67720       359.52318       1.016394863
2014 Jul 16 05:10:00.0     118.67465         0.84985       1.016394700
2014 Jul 16 05:15:00.0     118.64992         2.17606       1.016394523
2014 Jul 16 05:20:00.0     118.60303         3.50104       1.016394331
2014 Jul 16 05:25:00.0     118.53405         4.82404       1.016394124
2014 Jul 16 05:30:00.0     118.44304         6.14432       1.016393903
2014 Jul 16 05:35:00.0     118.33011         7.46114       1.016393667
2014 Jul 16 05:40:00.0     118.19538         8.77379       1.016393417
2014 Jul 16 05:45:00.0     118.03899        10.08156       1.016393153
2014 Jul 16 05:50:00.0     117.86111        11.38377       1.016392874
2014 Jul 16 05:55:00.0     117.66194        12.67978       1.016392581
2014 Jul 16 06:00:00.0     117.44168        13.96895       1.016392274
2014 Jul 16 06:05:00.0     117.20055        15.25069       1.016391952
2014 Jul 16 06:10:00.0     116.93880        16.52442       1.016391616
2014 Jul 16 06:15:00.0     116.65670        17.78961       1.016391267
2014 Jul 16 06:20:00.0     116.35453        19.04576       1.016390903
2014 Jul 16 06:25:00.0     116.03257        20.29239       1.016390526
2014 Jul 16 06:30:00.0     115.69113        21.52908       1.016390135
2014 Jul 16 06:35:00.0     115.33053        22.75541       1.016389731
2014 Jul 16 06:40:00.0     114.95110        23.97104       1.016389312
2014 Jul 16 06:45:00.0     114.55318        25.17562       1.016388881
2014 Jul 16 06:50:00.0     114.13710        26.36888       1.016388436
2014 Jul 16 06:55:00.0     113.70324        27.55054       1.016387978
2014 Jul 16 07:00:00.0     113.25193        28.72040       1.016387508
2014 Jul 16 07:05:00.0     112.78356        29.87826       1.016387024
2014 Jul 16 07:10:00.0     112.29847        31.02397       1.016386528
2014 Jul 16 07:15:00.0     111.79706        32.15741       1.016386019
2014 Jul 16 07:20:00.0     111.27968        33.27847       1.016385498
2014 Jul 16 07:25:00.0     110.74671        34.38711       1.016384964
2014 Jul 16 07:30:00.0     110.19852        35.48327       1.016384419
2014 Jul 16 07:35:00.0     109.63549        36.56697       1.016383862
2014 Jul 16 07:40:00.0     109.05798        37.63820       1.016383293
2014 Jul 16 07:45:00.0     108.46636        38.69703       1.016382713
2014 Jul 16 07:50:00.0     107.86100        39.74350       1.016382122
2014 Jul 16 07:55:00.0     107.24226        40.77771       1.016381519
2014 Jul 16 08:00:00.0     106.61050        41.79976       1.016380906
2014 Jul 16 08:05:00.0     105.96606        42.80977       1.016380282
2014 Jul 16 08:10:00.0     105.30930        43.80790       1.016379648
2014 Jul 16 08:15:00.0     104.64056        44.79428       1.016379003
2014 Jul 16 08:20:00.0     103.96018        45.76910       1.016378349
2014 Jul 16 08:25:00.0     103.26849        46.73255       1.016377685
2014 Jul 16 08:30:00.0     102.56582        47.68481       1.016377011
2014 Jul 16 08:35:00.0     101.85249        48.62610       1.016376328
2014 Jul 16 08:40:00.0     101.12880        49.55664       1.016375637
2014 Jul 16 08:45:00.0     100.39507        50.47666       1.016374936
2014 Jul 16 08:50:00.0      99.65160        51.38639       1.016374227
2014 Jul 16 08:55:00.0      98.89869        52.28608       1.016373510
2014 Jul 16 09:00:00.0      98.13662        53.17599       1.016372785
2014 Jul 16 09:05:00.0      97.36567        54.05636       1.016372052
2014 Jul 16 09:10:00.0      96.58612        54.92747       1.016371312
2014 Jul 16 09:15:00.0      95.79824        55.78959       1.016370565
2014 Jul 16 09:20:00.0      95.00229        56.64298       1.016369811
2014 Jul 16 09:25:00.0      94.19853        57.48792       1.016369050
2014 Jul 16 09:30:00.0      93.38721        58.32470       1.016368283
2014 Jul 16 09:35:00.0      92.56856        59.15360       1.016367510
2014 Jul 16 09:40:00.0      91.74284        59.97491       1.016366732
2014 Jul 16 09:45:00.0      90.91028        60.78891       1.016365947
2014 Jul 16 09:50:00.0      90.07109        61.59591       1.016365158
2014 Jul 16 09:55:00.0      89.22551        62.39620       1.016364364
2014 Jul 16 10:00:00.0      88.37375        63.19007       1.016363566
2014 Jul 16 10:05:00.0      87.51602        63.97783       1.016362763
2014 Jul 16 10:10:00.0      86.65253        64.75978       1.016361956
2014 Jul 16 10:15:00.0      85.78347        65.53623       1.016361146
2014 Jul 16 10:20:00.0      84.90906        66.30747       1.016360332
2014 Jul 16 10:25:00.0      84.02947        67.07383       1.016359515
2014 Jul 16 10:30:00.0      83.14491        67.83561       1.016358696
2014 Jul 16 10:35:00.0      82.25555        68.59314       1.016357874
2014 Jul 16 10:40:00.0      81.36157        69.34672       1.016357051
2014 Jul 16 10:45:00.0      80.46316        70.09669       1.016356225
2014 Jul 16 10:50:00.0      79.56048        70.84336       1.016355398
2014 Jul 16 10:55:00.0      78.65371        71.58708       1.016354570
2014 Jul 16 11:00:00.0      77.74302        72.32817       1.016353741
2014 Jul 16 11:05:00.0      76.82856        73.06698       1.016352912
2014 Jul 16 11:10:00.0      75.91051        73.80384       1.016352082
2014 Jul 16 11:15:00.0      74.98903        74.53911       1.016351253
2014 Jul 16 11:20:00.0      74.06426        75.27316       1.016350424
2014 Jul 16 11:25:00.0      73.13638        76.00633       1.016349596
2014 Jul 16 11:30:00.0      72.20553        76.73902       1.016348769
2014 Jul 16 11:35:00.0      71.27186        77.47159       1.016347943
2014 Jul 16 11:40:00.0      70.33554        78.20444       1.016347120
2014 Jul 16 11:45:00.0      69.39671        78.93797       1.016346298
2014 Jul 16 11:50:00.0      68.45552        79.67259       1.016345478
2014 Jul 16 11:55:00.0      67.51212        80.40873       1.016344661
2014 Jul 16 12:00:00.0      66.56667        81.14682       1.016343848
2014 Jul 16 12:05:00.0      65.61931        81.88732       1.016343037
2014 Jul 16 12:10:00.0      64.67020        82.63069       1.016342230
2014 Jul 16 12:15:00.0      63.71949        83.37743       1.016341427
2014 Jul 16 12:20:00.0      62.76734        84.12803       1.016340628
2014 Jul 16 12:25:00.0      61.81389        84.88303       1.016339834
2014 Jul 16 12:30:00.0      60.85932        85.64295       1.016339044
2014 Jul 16 12:35:00.0      59.90378        86.40839       1.016338260
2014 Jul 16 12:40:00.0      58.94743        87.17993       1.016337480
2014 Jul 16 12:45:00.0      57.99044        87.95820       1.016336707
2014 Jul 16 12:50:00.0      57.03298        88.74385       1.016335940
2014 Jul 16 12:55:00.0      56.07524        89.53758       1.016335178
2014 Jul 16 13:00:00.0      55.11739        90.34010       1.016334424
2014 Jul 16 13:05:00.0      54.15962        91.15219       1.016333676
2014 Jul 16 13:10:00.0      53.20212        91.97465       1.016332935
2014 Jul 16 13:15:00.0      52.24510        92.80833       1.016332202
2014 Jul 16 13:20:00.0      51.28877        93.65413       1.016331476
2014 Jul 16 13:25:00.0      50.33335        94.51303       1.016330759
2014 Jul 16 13:30:00.0      49.37907        95.38602       1.016330049
2014 Jul 16 13:35:00.0      48.42617        96.27420       1.016329348
2014 Jul 16 13:40:00.0      47.47491        97.17872       1.016328655
2014 Jul 16 13:45:00.0      46.52557        98.10081       1.016327972
2014 Jul 16 13:50:00.0      45.57842        99.04178       1.016327297
2014 Jul 16 13:55:00.0      44.63377       100.00303       1.016326633
2014 Jul 16 14:00:00.0      43.69195       100.98606       1.016325977
2014 Jul 16 14:05:00.0      42.75330       101.99248       1.016325332
2014 Jul 16 14:10:00.0      41.81820       103.02401       1.016324697
2014 Jul 16 14:15:00.0      40.88704       104.08250       1.016324072
2014 Jul 16 14:20:00.0      39.96024       105.16993       1.016323458
2014 Jul 16 14:25:00.0      39.03828       106.28843       1.016322854
2014 Jul 16 14:30:00.0      38.12165       107.44029       1.016322262
2014 Jul 16 14:35:00.0      37.21089       108.62797       1.016321680
2014 Jul 16 14:40:00.0      36.30657       109.85411       1.016321110
2014 Jul 16 14:45:00.0      35.40935       111.12156       1.016320552
2014 Jul 16 14:50:00.0      34.51990       112.43337       1.016320005
2014 Jul 16 14:55:00.0      33.63899       113.79280       1.016319471
2014 Jul 16 15:00:00.0      32.76743       115.20337       1.016318948
2014 Jul 16 15:05:00.0      31.90611       116.66883       1.016318438
2014 Jul 16 15:10:00.0      31.05602       118.19318       1.016317940
2014 Jul 16 15:15:00.0      30.21824       119.78069       1.016317455
2014 Jul 16 15:20:00.0      29.39393       121.43588       1.016316983
2014 Jul 16 15:25:00.0      28.58439       123.16350       1.016316523
2014 Jul 16 15:30:00.0      27.79101       124.96854       1.016316077
2014 Jul 16 15:35:00.0      27.01535       126.85619       1.016315643
2014 Jul 16 15:40:00.0      26.25907       128.83177       1.016315224
2014 Jul 16 15:45:00.0      25.52401       130.90069       1.016314817
2014 Jul 16 15:50:00.0      24.81216       133.06834       1.016314424
2014 Jul 16 15:55:00.0      24.12567       135.33996       1.016314045
2014 Jul 16 16:00:00.0      23.46686       137.72047       1.016313679
2014 Jul 16 16:05:00.0      22.83823       140.21431       1.016313328
2014 Jul 16 16:10:00.0      22.24241       142.82516       1.016312990
2014 Jul 16 16:15:00.0      21.68219       145.55565       1.016312666
2014 Jul 16 16:20:00.0      21.16048       148.40707       1.016312357
2014 Jul 16 16:25:00.0      20.68027       151.37901       1.016312061
2014 Jul 16 16:30:00.0      20.24456       154.46901       1.016311780
2014 Jul 16 16:35:00.0      19.85636       157.67222       1.016311513
2014 Jul 16 16:40:00.0      19.51854       160.98119       1.016311260
2014 Jul 16 16:45:00.0      19.23381       164.38563       1.016311022
2014 Jul 16 16:50:00.0      19.00460       167.87246       1.016310798
2014 Jul 16 16:55:00.0      18.83295       171.42589       1.016310589
2014 Jul 16 17:00:00.0      18.72048       175.02784       1.016310394
2014 Jul 16 17:05:00.0      18.66827       178.65843       1.016310213
2014 Jul 16 17:10:00.0      18.67684       182.29668       1.016310047
2014 Jul 16 17:15:00.0      18.74609       185.92132       1.016309895
2014 Jul 16 17:20:00.0      18.87537       189.51162       1.016309758
2014 Jul 16 17:25:00.0      19.06342       193.04811       1.016309636
2014 Jul 16 17:30:00.0      19.30851       196.51333       1.016309527
2014 Jul 16 17:35:00.0      19.60847       199.89221       1.016309433
2014 Jul 16 17:40:00.0      19.96079       203.17245       1.016309354
2014 Jul 16 17:45:00.0      20.36271       206.34456       1.016309289
2014 Jul 16 17:50:00.0      20.81131       209.40183       1.016309238
2014 Jul 16 17:55:00.0      21.30359       212.34013       1.016309201
2014 Jul 16 18:00:00.0      21.83652       215.15759       1.016309178
2014 Jul 16 18:05:00.0      22.40715       217.85432       1.016309170
2014 Jul 16 18:10:00.0      23.01259       220.43202       1.016309175
2014 Jul 16 18:15:00.0      23.65011       222.89365       1.016309195
2014 Jul 16 18:20:00.0      24.31709       225.24311       1.016309228
2014 Jul 16 18:25:00.0      25.01110       227.48501       1.016309275
2014 Jul 16 18:30:00.0      25.72986       229.62438       1.016309335
2014 Jul 16 18:35:00.0      26.47127       231.66651       1.016309410
2014 Jul 16 18:40:00.0      27.23338       233.61682       1.016309497
2014 Jul 16 18:45:00.0      28.01440       235.48068       1.016309598
2014 Jul 16 18:50:00.0      28.81270       237.26341       1.016309712
2014 Jul 16 18:55:00.0      29.62677       238.97012       1.016309839
2014 Jul 16 19:00:00.0      30.45524       240.60575       1.016309979
2014 Jul 16 19:05:00.0      31.29687       242.17498       1.016310131
2014 Jul 16 19:10:00.0      32.15050       243.68227       1.016310297
2014 Jul 16 19:15:00.0      33.01508       245.13181       1.016310474
2014 Jul 16 19:20:00.0      33.88967       246.52753       1.016310664
2014 Jul 16 19:25:00.0      34.77338       247.87310       1.016310866
2014 Jul 16 19:30:00.0      35.66542       249.17199       1.016311080
2014 Jul 16 19:35:00.0      36.56505       250.42738       1.016311306
2014 Jul 16 19:40:00.0      37.47160       251.64228       1.016311543
2014 Jul 16 19:45:00.0      38.38445       252.81947       1.016311791
2014 Jul 16 19:50:00.0      39.30302       253.96154       1.016312051
2014 Jul 16 19:55:00.0      40.22679       255.07090       1.016312322
2014 Jul 16 20:00:00.0      41.15528       256.14980       1.016312603
2014 Jul 16 20:05:00.0      42.08802       257.20031       1.016312895
2014 Jul 16 20:10:00.0      43.02460       258.22440       1.016313197
2014 Jul 16 20:15:00.0      43.96464       259.22385       1.016313509
2014 Jul 16 20:20:00.0      44.90777       260.20038       1.016313831
2014 Jul 16 20:25:00.0      45.85364       261.15554       1.016314163
2014 Jul 16 20:30:00.0      46.80194       262.09082       1.016314504
2014 Jul 16 20:35:00.0      47.75238       263.00759       1.016314855
2014 Jul 16 20:40:00.0      48.70466       263.90713       1.016315214
2014 Jul 16 20:45:00.0      49.65852       264.79067       1.016315581
2014 Jul 16 20:50:00.0      50.61371       265.65931       1.016315958
2014 Jul 16 20:55:00.0      51.56999       266.51414       1.016316342
2014 Jul 16 21:00:00.0      52.52714       267.35615       1.016316734
2014 Jul 16 21:05:00.0      53.48493       268.18629       1.016317134
2014 Jul 16 21:10:00.0      54.44315       269.00544       1.016317541
2014 Jul 16 21:15:00.0      55.40161       269.81444       1.016317955
2014 Jul 16 21:20:00.0      56.36012       270.61409       1.016318375
2014 Jul 16 21:25:00.0      57.31848       271.40515       1.016318803
2014 Jul 16 21:30:00.0      58.27652       272.18832       1.016319236
2014 Jul 16 21:35:00.0      59.23407       272.96428       1.016319676
2014 Jul 16 21:40:00.0      60.19094       273.73369       1.016320121
2014 Jul 16 21:45:00.0      61.14698       274.49716       1.016320571
2014 Jul 16 21:50:00.0      62.10203       275.25528       1.016321027
2014 Jul 16 21:55:00.0      63.05591       276.00861       1.016321487
2014 Jul 16 22:00:00.0      64.00849       276.75769       1.016321951
2014 Jul 16 22:05:00.0      64.95959       277.50305       1.016322420
2014 Jul 16 22:10:00.0      65.90907       278.24517       1.016322892
2014 Jul 16 22:15:00.0      66.85678       278.98455       1.016323369
2014 Jul 16 22:20:00.0      67.80255       279.72165       1.016323848
2014 Jul 16 22:25:00.0      68.74625       280.45690       1.016324330
2014 Jul 16 22:30:00.0      69.68772       281.19076       1.016324815
2014 Jul 16 22:35:00.0      70.62682       281.92363       1.016325302
2014 Jul 16 22:40:00.0      71.56338       282.65594       1.016325791
2014 Jul 16 22:45:00.0      72.49726       283.38807       1.016326282
2014 Jul 16 22:50:00.0      73.42831       284.12042       1.016326774
2014 Jul 16 22:55:00.0      74.35637       284.85336       1.016327267
2014 Jul 16 23:00:00.0      75.28128       285.58728       1.016327760
2014 Jul 16 23:05:00.0      76.20290       286.32252       1.016328255
2014 Jul 16 23:10:00.0      77.12106       287.05944       1.016328749
2014 Jul 16 23:15:00.0      78.03560       287.79841       1.016329243
2014 Jul 16 23:20:00.0      78.94636       288.53975       1.016329736
2014 Jul 16 23:25:00.0      79.85318       289.28381       1.016330229
2014 Jul 16 23:30:00.0      80.75587       290.03093       1.016330720
2014 Jul 16 23:35:00.0      81.65428       290.78142       1.016331210
2014 Jul 16 23:40:00.0      82.54823       291.53563       1.016331698
2014 Jul 16 23:45:00.0      83.43754       292.29387       1.016332184
2014 Jul 16 23:50:00.0      84.32203       293.05646       1.016332667
2014 Jul 16 23:55:00.0      85.20151       293.82372       1.016333148
2014 Jul 17 00:00:00.0      86.07579       294.59595       1.016333626
2014 Jul 17 00:05:00.0      86.94468       295.37347       1.016334100
2014 Jul 17 00:10:00.0      87.80798       296.15660       1.016334571
2014 Jul 17 00:15:00.0      88.66549       296.94562       1.016335037
2014 Jul 17 00:20:00.0      89.51700       297.74085       1.016335499
2014 Jul 17 00:25:00.0      90.36229       298.54259       1.016335957
2014 Jul 17 00:30:00.0      91.20116       299.35114       1.016336410
2014 Jul 17 00:35:00.0      92.03337       300.16679       1.016336858
2014 Jul 17 00:40:00.0      92.85870       300.98983       1.016337300
2014 Jul 17 00:45:00.0      93.67691       301.82056       1.016337736
2014 Jul 17 00:50:00.0      94.48777       302.65927       1.016338166
2014 Jul 17 00:55:00.0      95.29102       303.50625       1.016338590
2014 Jul 17 01:00:00.0      96.08642       304.36177       1.016339007
2014 Jul 17 01:05:00.0      96.87370       305.22611       1.016339418
2014 Jul 17 01:10:00.0      97.65261       306.09954       1.016339821
2014 Jul 17 01:15:00.0      98.42287       306.98235       1.016340217
2014 Jul 17 01:20:00.0      99.18420       307.87479       1.016340605
2014 Jul 17 01:25:00.0      99.93632       308.77711       1.016340984
2014 Jul 17 01:30:00.0     100.67894       309.68958       1.016341356
2014 Jul 17 01:35:00.0     101.41176       310.61244       1.016341719
2014 Jul 17 01:40:00.0     102.13449       311.54593       1.016342074
2014 Jul 17 01:45:00.0     102.84680       312.49027       1.016342419
2014 Jul 17 01:50:00.0     103.54839       313.44569       1.016342755
2014 Jul 17 01:55:00.0     104.23893       314.41240       1.016343081
2014 Jul 17 02:00:00.0     104.91809       315.39059       1.016343398
2014 Jul 17 02:05:00.0     105.58554       316.38044       1.016343705
2014 Jul 17 02:10:00.0     106.24094       317.38213       1.016344001
2014 Jul 17 02:15:00.0     106.88395       318.39582       1.016344287
2014 Jul 17 02:20:00.0     107.51420       319.42165       1.016344563
2014 Jul 17 02:25:00.0     108.13135       320.45973       1.016344827
2014 Jul 17 02:30:00.0     108.73504       321.51017       1.016345081
2014 Jul 17 02:35:00.0     109.32490       322.57306       1.016345323
2014 Jul 17 02:40:00.0     109.90057       323.64845       1.016345553
2014 Jul 17 02:45:00.0     110.46167       324.73639       1.016345772
2014 Jul 17 02:50:00.0     111.00784       325.83689       1.016345979
2014 Jul 17 02:55:00.0     111.53869       326.94994       1.016346174
2014 Jul 17 03:00:00.0     112.05386       328.07549       1.016346357
2014 Jul 17 03:05:00.0     112.55297       329.21348       1.016346528
2014 Jul 17 03:10:00.0     113.03564       330.36382       1.016346685
2014 Jul 17 03:15:00.0     113.50151       331.52637       1.016346831
2014 Jul 17 03:20:00.0     113.95020       332.70096       1.016346963
2014 Jul 17 03:25:00.0     114.38136       333.88742       1.016347082
2014 Jul 17 03:30:00.0     114.79461       335.08550       1.016347188
2014 Jul 17 03:35:00.0     115.18961       336.29494       1.016347281
2014 Jul 17 03:40:00.0     115.56601       337.51545       1.016347360
2014 Jul 17 03:45:00.0     115.92348       338.74668       1.016347426
2014 Jul 17 03:50:00.0     116.26167       339.98826       1.016347478
2014 Jul 17 03:55:00.0     116.58028       341.23979       1.016347517
2014 Jul 17 04:00:00.0     116.87900       342.50082       1.016347541
2014 Jul 17 04:05:00.0     117.15754       343.77087       1.016347552
2014 Jul 17 04:10:00.0     117.41562       345.04943       1.016347549
2014 Jul 17 04:15:00.0     117.65298       346.33594       1.016347531
2014 Jul 17 04:20:00.0     117.86938       347.62984       1.016347499
2014 Jul 17 04:25:00.0     118.06459       348.93050       1.016347453
2014 Jul 17 04:30:00.0     118.23840       350.23729       1.016347393
2014 Jul 17 04:35:00.0     118.39064       351.54956       1.016347318
2014 Jul 17 04:40:00.0     118.52113       352.86660       1.016347229
2014 Jul 17 04:45:00.0     118.62973       354.18771       1.016347126
2014 Jul 17 04:50:00.0     118.71632       355.51216       1.016347008
2014 Jul 17 04:55:00.0     118.78082       356.83921       1.016346875
2014 Jul 17 05:00:00.0     118.82314       358.16811       1.016346728
2014 Jul 17 05:05:00.0     118.84324       359.49809       1.016346566
2014 Jul 17 05:10:00.0     118.84110         0.82839       1.016346390
2014 Jul 17 05:15:00.0     118.81672         2.15823       1.016346199
2014 Jul 17 05:20:00.0     118.77012         3.48685       1.016345993
2014 Jul 17 05:25:00.0     118.70137         4.81350       1.016345774
2014 Jul 17 05:30:00.0     118.61052         6.13741       1.016345539
2014 Jul 17 05:35:00.0     118.49770         7.45784       1.016345290
2014 Jul 17 05:40:00.0     118.36301         8.77408       1.016345027
2014 Jul 17 05:45:00.0     118.20661        10.08542       1.016344749
2014 Jul 17 05:50:00.0     118.02866        11.39117       1.016344456
2014 Jul 17 05:55:00.0     117.82936        12.69068       1.016344150
2014 Jul 17 06:00:00.0     117.60891        13.98331       1.016343829
2014 Jul 17 06:05:00.0     117.36754        15.26845       1.016343494
2014 Jul 17 06:10:00.0     117.10550        16.54554       1.016343145
2014 Jul 17 06:15:00.0     116.82305        17.81403       1.016342782
2014 Jul 17 06:20:00.0     116.52048        19.07342       1.016342405
2014 Jul 17 06:25:00.0     116.19808        20.32323       1.016342014
2014 Jul 17 06:30:00.0     115.85616        21.56303       1.016341609
2014 Jul 17 06:35:00.0     115.49503        22.79241       1.016341191
2014 Jul 17 06:40:00.0     115.11502        24.01101       1.016340759
2014 Jul 17 06:45:00.0     114.71649        25.21849       1.016340314
2014 Jul 17 06:50:00.0     114.29976        26.41458       1.016339855
2014 Jul 17 06:55:00.0     113.86521        27.59900       1.016339384
2014 Jul 17 07:00:00.0     113.41319        28.77154       1.016338899
2014 Jul 17 07:05:00.0     112.94406        29.93201       1.016338402
2014 Jul 17 07:10:00.0     112.45821        31.08025       1.016337892
2014 Jul 17 07:15:00.0     111.95599        32.21614       1.016337369
2014 Jul 17 07:20:00.0     111.43778        33.33958       1.016336834
2014 Jul 17 07:25:00.0     110.90396        34.45053       1.016336287
2014 Jul 17 07:30:00.0     110.35490        35.54893       1.016335728
2014 Jul 17 07:35:00.0     109.79098        36.63479       1.016335157
2014 Jul 17 07:40:00.0     109.21257        37.70813       1.016334574
2014 Jul 17 07:45:00.0     108.62004        38.76898       1.016333980
2014 Jul 17 07:50:00.0     108.01375        39.81741       1.016333374
2014 Jul 17 07:55:00.0     107.39407        40.85352       1.016332758
2014 Jul 17 08:00:00.0     106.76135        41.87741       1.016332131
2014 Jul 17 08:05:00.0     106.11596        42.88920       1.016331493
2014 Jul 17 08:10:00.0     105.45823        43.88904       1.016330845
2014 Jul 17 08:15:00.0     104.78853        44.87709       1.016330186
2014 Jul 17 08:20:00.0     104.10718        45.85353       1.016329518
2014 Jul 17 08:25:00.0     103.41452        46.81853       1.016328839
2014 Jul 17 08:30:00.0     102.71087        47.77231       1.016328152
2014 Jul 17 08:35:00.0     101.99657        48.71507       1.016327455
2014 Jul 17 08:40:00.0     101.27191        49.64703       1.016326749
2014 Jul 17 08:45:00.0     100.53722        50.56843       1.016326034
2014 Jul 17 08:50:00.0      99.79279        51.47951       1.016325311
2014 Jul 17 08:55:00.0      99.03892        52.38051       1.016324580
2014 Jul 17 09:00:00.0      98.27590        53.27169       1.016323840
2014 Jul 17 09:05:00.0      97.50401        54.15331       1.016323093
2014 Jul 17 09:10:00.0      96.72352        55.02563       1.016322339
2014 Jul 17 09:15:00.0      95.93471        55.88893       1.016321577
2014 Jul 17 09:20:00.0      95.13785        56.74348       1.016320809
2014 Jul 17 09:25:00.0      94.33318        57.58956       1.016320034
2014 Jul 17 09:30:00.0      93.52096        58.42746       1.016319253
2014 Jul 17 09:35:00.0      92.70143        59.25746       1.016318465
2014 Jul 17 09:40:00.0      91.87484        60.07985       1.016317672
2014 Jul 17 09:45:00.0      91.04141        60.89492       1.016316874
2014 Jul 17 09:50:00.0      90.20138        61.70298       1.016316070
2014 Jul 17 09:55:00.0      89.35496        62.50431       1.016315262
2014 Jul 17 10:00:00.0      88.50238        63.29922       1.016314449
2014 Jul 17 10:05:00.0      87.64385        64.08801       1.016313631
2014 Jul 17 10:10:00.0      86.77957        64.87099       1.016312810
2014 Jul 17 10:15:00.0      85.90974        65.64845       1.016311985
2014 Jul 17 10:20:00.0      85.03456        66.42072       1.016311157
2014 Jul 17 10:25:00.0      84.15424        67.18810       1.016310326
2014 Jul 17 10:30:00.0      83.26895        67.95090       1.016309492
2014 Jul 17 10:35:00.0      82.37888        68.70946       1.016308656
2014 Jul 17 10:40:00.0      81.48421        69.46407       1.016307818
2014 Jul 17 10:45:00.0      80.58512        70.21508       1.016306978
2014 Jul 17 10:50:00.0      79.68179        70.96280       1.016306136
2014 Jul 17 10:55:00.0      78.77439        71.70758       1.016305294
2014 Jul 17 11:00:00.0      77.86307        72.44974       1.016304450
2014 Jul 17 11:05:00.0      76.94802        73.18962       1.016303606
2014 Jul 17 11:10:00.0      76.02940        73.92758       1.016302762
2014 Jul 17 11:15:00.0      75.10735        74.66397       1.016301918
2014 Jul 17 11:20:00.0      74.18205        75.39915       1.016301075
2014 Jul 17 11:25:00.0      73.25365        76.13347       1.016300232
2014 Jul 17 11:30:00.0      72.32231        76.86733       1.016299390
2014 Jul 17 11:35:00.0      71.38817        77.60109       1.016298550
2014 Jul 17 11:40:00.0      70.45140        78.33515       1.016297711
2014 Jul 17 11:45:00.0      69.51214        79.06992       1.016296875
2014 Jul 17 11:50:00.0      68.57055        79.80581       1.016296041
2014 Jul 17 11:55:00.0      67.62678        80.54324       1.016295209
2014 Jul 17 12:00:00.0      66.68097        81.28266       1.016294381
2014 Jul 17 12:05:00.0      65.73329        82.02451       1.016293555
2014 Jul 17 12:10:00.0      64.78388        82.76928       1.016292734
2014 Jul 17 12:15:00.0      63.83290        83.51743       1.016291916
2014 Jul 17 12:20:00.0      62.88050        84.26949       1.016291102
2014 Jul 17 12:25:00.0      61.92683        85.02597       1.016290293
2014 Jul 17 12:30:00.0      60.97207        85.78743       1.016289489
2014 Jul 17 12:35:00.0      60.01637        86.55443       1.016288690
2014 Jul 17 12:40:00.0      59.05989        87.32758       1.016287896
2014 Jul 17 12:45:00.0      58.10281        88.10750       1.016287108
2014 Jul 17 12:50:00.0      57.14529        88.89484       1.016286326
2014 Jul 17 12:55:00.0      56.18752        89.69030       1.016285550
2014 Jul 17 13:00:00.0      55.22968        90.49461       1.016284781
2014 Jul 17 13:05:00.0      54.27195        91.30852       1.016284018
2014 Jul 17 13:10:00.0      53.31454        92.13285       1.016283263
2014 Jul 17 13:15:00.0      52.35764        92.96844       1.016282515
2014 Jul 17 13:20:00.0      51.40147        93.81622       1.016281774
