                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                       David Rittenhouse Laboratory                       
              Location:  W 75°11'20.4", N39°57'08.1",    12m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jul 07 10:30:00.0      82.14829        67.06233       1.016647282
2014 Jul 07 10:35:00.0      81.26375        67.81162       1.016646574
2014 Jul 07 10:40:00.0      80.37449        68.55697       1.016645863
2014 Jul 07 10:45:00.0      79.48068        69.29867       1.016645152
2014 Jul 07 10:50:00.0      78.58249        70.03705       1.016644438
2014 Jul 07 10:55:00.0      77.68009        70.77242       1.016643724
2014 Jul 07 11:00:00.0      76.77365        71.50510       1.016643009
2014 Jul 07 11:05:00.0      75.86333        72.23543       1.016642293
2014 Jul 07 11:10:00.0      74.94928        72.96374       1.016641578
2014 Jul 07 11:15:00.0      74.03167        73.69037       1.016640862
2014 Jul 07 11:20:00.0      73.11064        74.41566       1.016640147
2014 Jul 07 11:25:00.0      72.18636        75.13998       1.016639433
2014 Jul 07 11:30:00.0      71.25897        75.86368       1.016638721
2014 Jul 07 11:35:00.0      70.32863        76.58713       1.016638009
2014 Jul 07 11:40:00.0      69.39547        77.31072       1.016637300
2014 Jul 07 11:45:00.0      68.45966        78.03483       1.016636592
2014 Jul 07 11:50:00.0      67.52133        78.75987       1.016635887
2014 Jul 07 11:55:00.0      66.58063        79.48626       1.016635185
2014 Jul 07 12:00:00.0      65.63772        80.21441       1.016634485
2014 Jul 07 12:05:00.0      64.69273        80.94478       1.016633789
2014 Jul 07 12:10:00.0      63.74581        81.67782       1.016633097
2014 Jul 07 12:15:00.0      62.79711        82.41401       1.016632408
2014 Jul 07 12:20:00.0      61.84679        83.15384       1.016631724
2014 Jul 07 12:25:00.0      60.89498        83.89783       1.016631044
2014 Jul 07 12:30:00.0      59.94185        84.64652       1.016630369
2014 Jul 07 12:35:00.0      58.98754        85.40046       1.016629699
2014 Jul 07 12:40:00.0      58.03222        86.16026       1.016629035
2014 Jul 07 12:45:00.0      57.07604        86.92651       1.016628376
2014 Jul 07 12:50:00.0      56.11917        87.69988       1.016627723
2014 Jul 07 12:55:00.0      55.16178        88.48105       1.016627077
2014 Jul 07 13:00:00.0      54.20404        89.27073       1.016626437
2014 Jul 07 13:05:00.0      53.24614        90.06968       1.016625804
2014 Jul 07 13:10:00.0      52.28825        90.87872       1.016625178
2014 Jul 07 13:15:00.0      51.33056        91.69868       1.016624559
2014 Jul 07 13:20:00.0      50.37329        92.53048       1.016623948
2014 Jul 07 13:25:00.0      49.41664        93.37508       1.016623345
2014 Jul 07 13:30:00.0      48.46082        94.23349       1.016622750
2014 Jul 07 13:35:00.0      47.50608        95.10681       1.016622164
2014 Jul 07 13:40:00.0      46.55265        95.99621       1.016621586
2014 Jul 07 13:45:00.0      45.60079        96.90292       1.016621017
2014 Jul 07 13:50:00.0      44.65077        97.82827       1.016620457
2014 Jul 07 13:55:00.0      43.70288        98.77370       1.016619907
2014 Jul 07 14:00:00.0      42.75744        99.74074       1.016619366
2014 Jul 07 14:05:00.0      41.81476       100.73103       1.016618835
2014 Jul 07 14:10:00.0      40.87521       101.74635       1.016618314
2014 Jul 07 14:15:00.0      39.93917       102.78859       1.016617804
2014 Jul 07 14:20:00.0      39.00704       103.85983       1.016617304
2014 Jul 07 14:25:00.0      38.07926       104.96226       1.016616814
2014 Jul 07 14:30:00.0      37.15633       106.09830       1.016616336
2014 Jul 07 14:35:00.0      36.23874       107.27052       1.016615869
2014 Jul 07 14:40:00.0      35.32708       108.48172       1.016615413
2014 Jul 07 14:45:00.0      34.42195       109.73491       1.016614969
2014 Jul 07 14:50:00.0      33.52404       111.03335       1.016614536
2014 Jul 07 14:55:00.0      32.63407       112.38058       1.016614115
2014 Jul 07 15:00:00.0      31.75285       113.78038       1.016613707
2014 Jul 07 15:05:00.0      30.88126       115.23686       1.016613310
2014 Jul 07 15:10:00.0      30.02028       116.75441       1.016612926
2014 Jul 07 15:15:00.0      29.17099       118.33777       1.016612555
2014 Jul 07 15:20:00.0      28.33455       119.99199       1.016612196
2014 Jul 07 15:25:00.0      27.51226       121.72247       1.016611850
2014 Jul 07 15:30:00.0      26.70556       123.53490       1.016611517
2014 Jul 07 15:35:00.0      25.91602       125.43529       1.016611197
2014 Jul 07 15:40:00.0      25.14537       127.42988       1.016610890
2014 Jul 07 15:45:00.0      24.39552       129.52513       1.016610596
2014 Jul 07 15:50:00.0      23.66854       131.72754       1.016610316
2014 Jul 07 15:55:00.0      22.96673       134.04360       1.016610050
2014 Jul 07 16:00:00.0      22.29255       136.47955       1.016609797
2014 Jul 07 16:05:00.0      21.64868       139.04117       1.016609558
2014 Jul 07 16:10:00.0      21.03800       141.73346       1.016609333
2014 Jul 07 16:15:00.0      20.46357       144.56033       1.016609122
2014 Jul 07 16:20:00.0      19.92859       147.52413       1.016608925
2014 Jul 07 16:25:00.0      19.43642       150.62524       1.016608741
2014 Jul 07 16:30:00.0      18.99043       153.86155       1.016608572
2014 Jul 07 16:35:00.0      18.59403       157.22804       1.016608417
2014 Jul 07 16:40:00.0      18.25048       160.71634       1.016608276
2014 Jul 07 16:45:00.0      17.96289       164.31454       1.016608150
2014 Jul 07 16:50:00.0      17.73399       168.00705       1.016608038
2014 Jul 07 16:55:00.0      17.56613       171.77485       1.016607940
2014 Jul 07 17:00:00.0      17.46109       175.59594       1.016607856
2014 Jul 07 17:05:00.0      17.42001       179.44609       1.016607787
2014 Jul 07 17:10:00.0      17.44336       183.29979       1.016607732
2014 Jul 07 17:15:00.0      17.53087       187.13140       1.016607691
2014 Jul 07 17:20:00.0      17.68158       190.91624       1.016607665
2014 Jul 07 17:25:00.0      17.89388       194.63159       1.016607653
2014 Jul 07 17:30:00.0      18.16558       198.25755       1.016607655
2014 Jul 07 17:35:00.0      18.49403       201.77757       1.016607672
2014 Jul 07 17:40:00.0      18.87622       205.17869       1.016607702
2014 Jul 07 17:45:00.0      19.30891       208.45160       1.016607747
2014 Jul 07 17:50:00.0      19.78875       211.59038       1.016607806
2014 Jul 07 17:55:00.0      20.31232       214.59216       1.016607880
2014 Jul 07 18:00:00.0      20.87627       217.45668       1.016607967
2014 Jul 07 18:05:00.0      21.47734       220.18580       1.016608068
2014 Jul 07 18:10:00.0      22.11244       222.78303       1.016608183
2014 Jul 07 18:15:00.0      22.77864       225.25312       1.016608311
2014 Jul 07 18:20:00.0      23.47319       227.60166       1.016608454
2014 Jul 07 18:25:00.0      24.19358       229.83479       1.016608610
2014 Jul 07 18:30:00.0      24.93746       231.95894       1.016608779
2014 Jul 07 18:35:00.0      25.70270       233.98064       1.016608962
2014 Jul 07 18:40:00.0      26.48736       235.90636       1.016609158
2014 Jul 07 18:45:00.0      27.28964       237.74242       1.016609368
2014 Jul 07 18:50:00.0      28.10793       239.49488       1.016609590
2014 Jul 07 18:55:00.0      28.94077       241.16954       1.016609825
2014 Jul 07 19:00:00.0      29.78682       242.77188       1.016610073
2014 Jul 07 19:05:00.0      30.64487       244.30704       1.016610333
2014 Jul 07 19:10:00.0      31.51382       245.77985       1.016610606
2014 Jul 07 19:15:00.0      32.39268       247.19479       1.016610891
2014 Jul 07 19:20:00.0      33.28053       248.55604       1.016611189
2014 Jul 07 19:25:00.0      34.17656       249.86750       1.016611498
2014 Jul 07 19:30:00.0      35.07999       251.13274       1.016611819
2014 Jul 07 19:35:00.0      35.99015       252.35511       1.016612151
2014 Jul 07 19:40:00.0      36.90641       253.53769       1.016612495
2014 Jul 07 19:45:00.0      37.82818       254.68333       1.016612850
2014 Jul 07 19:50:00.0      38.75494       255.79468       1.016613217
2014 Jul 07 19:55:00.0      39.68619       256.87417       1.016613593
2014 Jul 07 20:00:00.0      40.62148       257.92407       1.016613981
2014 Jul 07 20:05:00.0      41.56040       258.94648       1.016614379
2014 Jul 07 20:10:00.0      42.50256       259.94336       1.016614787
2014 Jul 07 20:15:00.0      43.44759       260.91649       1.016615205
2014 Jul 07 20:20:00.0      44.39516       261.86758       1.016615633
2014 Jul 07 20:25:00.0      45.34495       262.79817       1.016616070
2014 Jul 07 20:30:00.0      46.29668       263.70972       1.016616516
2014 Jul 07 20:35:00.0      47.25006       264.60360       1.016616972
2014 Jul 07 20:40:00.0      48.20483       265.48107       1.016617436
2014 Jul 07 20:45:00.0      49.16075       266.34330       1.016617909
2014 Jul 07 20:50:00.0      50.11758       267.19143       1.016618390
2014 Jul 07 20:55:00.0      51.07510       268.02647       1.016618879
2014 Jul 07 21:00:00.0      52.03309       268.84942       1.016619375
2014 Jul 07 21:05:00.0      52.99137       269.66119       1.016619879
2014 Jul 07 21:10:00.0      53.94972       270.46264       1.016620391
2014 Jul 07 21:15:00.0      54.90796       271.25460       1.016620909
2014 Jul 07 21:20:00.0      55.86592       272.03783       1.016621434
2014 Jul 07 21:25:00.0      56.82341       272.81307       1.016621965
2014 Jul 07 21:30:00.0      57.78027       273.58100       1.016622502
2014 Jul 07 21:35:00.0      58.73633       274.34229       1.016623045
2014 Jul 07 21:40:00.0      59.69143       275.09756       1.016623594
2014 Jul 07 21:45:00.0      60.64542       275.84741       1.016624148
2014 Jul 07 21:50:00.0      61.59813       276.59241       1.016624706
2014 Jul 07 21:55:00.0      62.54941       277.33310       1.016625270
2014 Jul 07 22:00:00.0      63.49912       278.07000       1.016625837
2014 Jul 07 22:05:00.0      64.44711       278.80361       1.016626409
2014 Jul 07 22:10:00.0      65.39322       279.53442       1.016626984
2014 Jul 07 22:15:00.0      66.33731       280.26289       1.016627563
2014 Jul 07 22:20:00.0      67.27923       280.98946       1.016628145
2014 Jul 07 22:25:00.0      68.21884       281.71457       1.016628730
2014 Jul 07 22:30:00.0      69.15599       282.43864       1.016629317
2014 Jul 07 22:35:00.0      70.09054       283.16207       1.016629907
2014 Jul 07 22:40:00.0      71.02233       283.88525       1.016630498
2014 Jul 07 22:45:00.0      71.95122       284.60857       1.016631091
2014 Jul 07 22:50:00.0      72.87706       285.33241       1.016631685
2014 Jul 07 22:55:00.0      73.79969       286.05712       1.016632280
2014 Jul 07 23:00:00.0      74.71898       286.78307       1.016632876
2014 Jul 07 23:05:00.0      75.63475       287.51061       1.016633472
2014 Jul 07 23:10:00.0      76.54686       288.24006       1.016634068
2014 Jul 07 23:15:00.0      77.45515       288.97179       1.016634664
2014 Jul 07 23:20:00.0      78.35946       289.70610       1.016635259
2014 Jul 07 23:25:00.0      79.25961       290.44334       1.016635853
2014 Jul 07 23:30:00.0      80.15546       291.18381       1.016636446
2014 Jul 07 23:35:00.0      81.04682       291.92784       1.016637037
2014 Jul 07 23:40:00.0      81.93352       292.67574       1.016637627
2014 Jul 07 23:45:00.0      82.81539       293.42782       1.016638214
2014 Jul 07 23:50:00.0      83.69224       294.18438       1.016638799
2014 Jul 07 23:55:00.0      84.56390       294.94572       1.016639381
2014 Jul 08 00:00:00.0      85.43017       295.71214       1.016639960
2014 Jul 08 00:05:00.0      86.29086       296.48395       1.016640535
2014 Jul 08 00:10:00.0      87.14578       297.26143       1.016641107
2014 Jul 08 00:15:00.0      87.99472       298.04488       1.016641675
2014 Jul 08 00:20:00.0      88.83748       298.83458       1.016642238
2014 Jul 08 00:25:00.0      89.67384       299.63081       1.016642797
2014 Jul 08 00:30:00.0      90.50360       300.43388       1.016643351
2014 Jul 08 00:35:00.0      91.32652       301.24404       1.016643899
2014 Jul 08 00:40:00.0      92.14239       302.06159       1.016644443
2014 Jul 08 00:45:00.0      92.95097       302.88680       1.016644980
2014 Jul 08 00:50:00.0      93.75202       303.71993       1.016645511
2014 Jul 08 00:55:00.0      94.54530       304.56127       1.016646036
2014 Jul 08 01:00:00.0      95.33056       305.41106       1.016646554
2014 Jul 08 01:05:00.0      96.10755       306.26958       1.016647066
2014 Jul 08 01:10:00.0      96.87601       307.13708       1.016647570
2014 Jul 08 01:15:00.0      97.63566       308.01380       1.016648066
2014 Jul 08 01:20:00.0      98.38623       308.90000       1.016648555
2014 Jul 08 01:25:00.0      99.12745       309.79592       1.016649036
2014 Jul 08 01:30:00.0      99.85903       310.70178       1.016649509
2014 Jul 08 01:35:00.0     100.58068       311.61782       1.016649973
2014 Jul 08 01:40:00.0     101.29210       312.54424       1.016650429
2014 Jul 08 01:45:00.0     101.99298       313.48126       1.016650875
2014 Jul 08 01:50:00.0     102.68303       314.42908       1.016651312
2014 Jul 08 01:55:00.0     103.36192       315.38788       1.016651740
2014 Jul 08 02:00:00.0     104.02933       316.35783       1.016652158
2014 Jul 08 02:05:00.0     104.68493       317.33911       1.016652566
2014 Jul 08 02:10:00.0     105.32840       318.33186       1.016652963
2014 Jul 08 02:15:00.0     105.95941       319.33621       1.016653351
2014 Jul 08 02:20:00.0     106.57759       320.35228       1.016653727
2014 Jul 08 02:25:00.0     107.18263       321.38017       1.016654093
2014 Jul 08 02:30:00.0     107.77415       322.41997       1.016654448
2014 Jul 08 02:35:00.0     108.35182       323.47173       1.016654792
2014 Jul 08 02:40:00.0     108.91528       324.53550       1.016655124
2014 Jul 08 02:45:00.0     109.46418       325.61129       1.016655445
2014 Jul 08 02:50:00.0     109.99814       326.69910       1.016655753
2014 Jul 08 02:55:00.0     110.51682       327.79890       1.016656050
2014 Jul 08 03:00:00.0     111.01986       328.91063       1.016656335
2014 Jul 08 03:05:00.0     111.50690       330.03421       1.016656607
2014 Jul 08 03:10:00.0     111.97757       331.16952       1.016656867
2014 Jul 08 03:15:00.0     112.43153       332.31643       1.016657114
2014 Jul 08 03:20:00.0     112.86843       333.47475       1.016657348
2014 Jul 08 03:25:00.0     113.28791       334.64429       1.016657570
2014 Jul 08 03:30:00.0     113.68964       335.82482       1.016657778
2014 Jul 08 03:35:00.0     114.07328       337.01605       1.016657973
2014 Jul 08 03:40:00.0     114.43850       338.21770       1.016658155
2014 Jul 08 03:45:00.0     114.78499       339.42941       1.016658324
2014 Jul 08 03:50:00.0     115.11243       340.65084       1.016658479
2014 Jul 08 03:55:00.0     115.42053       341.88156       1.016658620
2014 Jul 08 04:00:00.0     115.70900       343.12116       1.016658747
2014 Jul 08 04:05:00.0     115.97757       344.36916       1.016658861
2014 Jul 08 04:10:00.0     116.22598       345.62506       1.016658961
2014 Jul 08 04:15:00.0     116.45399       346.88835       1.016659046
2014 Jul 08 04:20:00.0     116.66137       348.15845       1.016659118
2014 Jul 08 04:25:00.0     116.84791       349.43478       1.016659176
2014 Jul 08 04:30:00.0     117.01343       350.71675       1.016659219
2014 Jul 08 04:35:00.0     117.15775       352.00371       1.016659248
2014 Jul 08 04:40:00.0     117.28072       353.29501       1.016659262
2014 Jul 08 04:45:00.0     117.38222       354.58998       1.016659263
2014 Jul 08 04:50:00.0     117.46214       355.88793       1.016659249
2014 Jul 08 04:55:00.0     117.52039       357.18816       1.016659220
2014 Jul 08 05:00:00.0     117.55691       358.48996       1.016659177
2014 Jul 08 05:05:00.0     117.57166       359.79262       1.016659120
2014 Jul 08 05:10:00.0     117.56463         1.09540       1.016659048
2014 Jul 08 05:15:00.0     117.53582         2.39760       1.016658962
2014 Jul 08 05:20:00.0     117.48527         3.69848       1.016658861
2014 Jul 08 05:25:00.0     117.41302         4.99735       1.016658746
2014 Jul 08 05:30:00.0     117.31916         6.29349       1.016658617
2014 Jul 08 05:35:00.0     117.20378         7.58620       1.016658473
2014 Jul 08 05:40:00.0     117.06701         8.87482       1.016658315
2014 Jul 08 05:45:00.0     116.90899        10.15869       1.016658143
2014 Jul 08 05:50:00.0     116.72988        11.43715       1.016657956
2014 Jul 08 05:55:00.0     116.52986        12.70960       1.016657755
2014 Jul 08 06:00:00.0     116.30914        13.97544       1.016657541
2014 Jul 08 06:05:00.0     116.06793        15.23411       1.016657312
2014 Jul 08 06:10:00.0     115.80648        16.48506       1.016657069
2014 Jul 08 06:15:00.0     115.52503        17.72779       1.016656812
2014 Jul 08 06:20:00.0     115.22386        18.96182       1.016656541
2014 Jul 08 06:25:00.0     114.90324        20.18670       1.016656257
2014 Jul 08 06:30:00.0     114.56346        21.40202       1.016655959
2014 Jul 08 06:35:00.0     114.20485        22.60741       1.016655648
2014 Jul 08 06:40:00.0     113.82770        23.80251       1.016655323
2014 Jul 08 06:45:00.0     113.43235        24.98701       1.016654985
2014 Jul 08 06:50:00.0     113.01912        26.16063       1.016654634
2014 Jul 08 06:55:00.0     112.58836        27.32312       1.016654270
2014 Jul 08 07:00:00.0     112.14041        28.47426       1.016653893
2014 Jul 08 07:05:00.0     111.67562        29.61388       1.016653504
2014 Jul 08 07:10:00.0     111.19434        30.74182       1.016653102
2014 Jul 08 07:15:00.0     110.69694        31.85796       1.016652687
2014 Jul 08 07:20:00.0     110.18377        32.96220       1.016652261
2014 Jul 08 07:25:00.0     109.65518        34.05448       1.016651822
2014 Jul 08 07:30:00.0     109.11154        35.13476       1.016651371
2014 Jul 08 07:35:00.0     108.55321        36.20302       1.016650909
2014 Jul 08 07:40:00.0     107.98054        37.25928       1.016650435
2014 Jul 08 07:45:00.0     107.39389        38.30357       1.016649950
2014 Jul 08 07:50:00.0     106.79361        39.33593       1.016649454
2014 Jul 08 07:55:00.0     106.18005        40.35646       1.016648947
2014 Jul 08 08:00:00.0     105.55356        41.36523       1.016648429
2014 Jul 08 08:05:00.0     104.91448        42.36237       1.016647901
2014 Jul 08 08:10:00.0     104.26314        43.34800       1.016647362
2014 Jul 08 08:15:00.0     103.59989        44.32226       1.016646813
2014 Jul 08 08:20:00.0     102.92504        45.28532       1.016646255
2014 Jul 08 08:25:00.0     102.23893        46.23735       1.016645687
2014 Jul 08 08:30:00.0     101.54186        47.17852       1.016645110
2014 Jul 08 08:35:00.0     100.83415        48.10904       1.016644523
2014 Jul 08 08:40:00.0     100.11611        49.02910       1.016643928
2014 Jul 08 08:45:00.0      99.38803        49.93893       1.016643324
2014 Jul 08 08:50:00.0      98.65022        50.83874       1.016642712
2014 Jul 08 08:55:00.0      97.90294        51.72877       1.016642092
2014 Jul 08 09:00:00.0      97.14650        52.60925       1.016641463
2014 Jul 08 09:05:00.0      96.38116        53.48042       1.016640828
2014 Jul 08 09:10:00.0      95.60719        54.34255       1.016640185
2014 Jul 08 09:15:00.0      94.82486        55.19587       1.016639535
2014 Jul 08 09:20:00.0      94.03442        56.04065       1.016638878
2014 Jul 08 09:25:00.0      93.23613        56.87716       1.016638215
2014 Jul 08 09:30:00.0      92.43022        57.70565       1.016637545
2014 Jul 08 09:35:00.0      91.61695        58.52641       1.016636870
2014 Jul 08 09:40:00.0      90.79653        59.33970       1.016636189
2014 Jul 08 09:45:00.0      89.96921        60.14581       1.016635503
2014 Jul 08 09:50:00.0      89.13521        60.94502       1.016634811
2014 Jul 08 09:55:00.0      88.29474        61.73760       1.016634115
2014 Jul 08 10:00:00.0      87.44802        62.52384       1.016633415
2014 Jul 08 10:05:00.0      86.59525        63.30404       1.016632710
2014 Jul 08 10:10:00.0      85.73663        64.07847       1.016632002
2014 Jul 08 10:15:00.0      84.87238        64.84745       1.016631290
2014 Jul 08 10:20:00.0      84.00267        65.61125       1.016630575
2014 Jul 08 10:25:00.0      83.12771        66.37019       1.016629857
2014 Jul 08 10:30:00.0      82.24767        67.12456       1.016629136
2014 Jul 08 10:35:00.0      81.36274        67.87466       1.016628413
2014 Jul 08 10:40:00.0      80.47309        68.62082       1.016627688
2014 Jul 08 10:45:00.0      79.57890        69.36333       1.016626962
2014 Jul 08 10:50:00.0      78.68035        70.10251       1.016626234
2014 Jul 08 10:55:00.0      77.77759        70.83869       1.016625505
2014 Jul 08 11:00:00.0      76.87080        71.57219       1.016624775
2014 Jul 08 11:05:00.0      75.96014        72.30333       1.016624045
2014 Jul 08 11:10:00.0      75.04576        73.03246       1.016623315
2014 Jul 08 11:15:00.0      74.12782        73.75991       1.016622585
2014 Jul 08 11:20:00.0      73.20649        74.48604       1.016621855
2014 Jul 08 11:25:00.0      72.28190        75.21119       1.016621126
2014 Jul 08 11:30:00.0      71.35422        75.93573       1.016620399
2014 Jul 08 11:35:00.0      70.42360        76.66004       1.016619673
2014 Jul 08 11:40:00.0      69.49018        77.38449       1.016618948
2014 Jul 08 11:45:00.0      68.55411        78.10948       1.016618226
2014 Jul 08 11:50:00.0      67.61554        78.83541       1.016617506
2014 Jul 08 11:55:00.0      66.67461        79.56269       1.016616789
2014 Jul 08 12:00:00.0      65.73148        80.29176       1.016616075
2014 Jul 08 12:05:00.0      64.78629        81.02306       1.016615364
2014 Jul 08 12:10:00.0      63.83918        81.75704       1.016614657
2014 Jul 08 12:15:00.0      62.89031        82.49418       1.016613954
2014 Jul 08 12:20:00.0      61.93982        83.23499       1.016613255
2014 Jul 08 12:25:00.0      60.98787        83.97997       1.016612560
2014 Jul 08 12:30:00.0      60.03461        84.72966       1.016611871
2014 Jul 08 12:35:00.0      59.08019        85.48463       1.016611186
2014 Jul 08 12:40:00.0      58.12477        86.24546       1.016610507
2014 Jul 08 12:45:00.0      57.16852        87.01278       1.016609833
2014 Jul 08 12:50:00.0      56.21159        87.78723       1.016609166
2014 Jul 08 12:55:00.0      55.25416        88.56950       1.016608505
2014 Jul 08 13:00:00.0      54.29640        89.36030       1.016607850
2014 Jul 08 13:05:00.0      53.33850        90.16040       1.016607202
2014 Jul 08 13:10:00.0      52.38063        90.97060       1.016606561
2014 Jul 08 13:15:00.0      51.42299        91.79175       1.016605928
2014 Jul 08 13:20:00.0      50.46579        92.62475       1.016605302
2014 Jul 08 13:25:00.0      49.50923        93.47057       1.016604685
2014 Jul 08 13:30:00.0      48.55353        94.33022       1.016604075
2014 Jul 08 13:35:00.0      47.59893        95.20480       1.016603474
2014 Jul 08 13:40:00.0      46.64567        96.09546       1.016602881
2014 Jul 08 13:45:00.0      45.69400        97.00346       1.016602297
2014 Jul 08 13:50:00.0      44.74421        97.93011       1.016601723
2014 Jul 08 13:55:00.0      43.79658        98.87685       1.016601158
2014 Jul 08 14:00:00.0      42.85143        99.84519       1.016600602
2014 Jul 08 14:05:00.0      41.90907       100.83679       1.016600057
2014 Jul 08 14:10:00.0      40.96988       101.85341       1.016599521
2014 Jul 08 14:15:00.0      40.03423       102.89695       1.016598996
2014 Jul 08 14:20:00.0      39.10253       103.96945       1.016598481
2014 Jul 08 14:25:00.0      38.17523       105.07313       1.016597977
2014 Jul 08 14:30:00.0      37.25280       106.21037       1.016597484
2014 Jul 08 14:35:00.0      36.33577       107.38374       1.016597002
2014 Jul 08 14:40:00.0      35.42470       108.59601       1.016596532
2014 Jul 08 14:45:00.0      34.52022       109.85020       1.016596073
2014 Jul 08 14:50:00.0      33.62299       111.14953       1.016595626
2014 Jul 08 14:55:00.0      32.73375       112.49750       1.016595190
2014 Jul 08 15:00:00.0      31.85331       113.89788       1.016594767
2014 Jul 08 15:05:00.0      30.98255       115.35474       1.016594356
2014 Jul 08 15:10:00.0      30.12246       116.87244       1.016593957
2014 Jul 08 15:15:00.0      29.27409       118.45566       1.016593571
2014 Jul 08 15:20:00.0      28.43862       120.10940       1.016593198
2014 Jul 08 15:25:00.0      27.61735       121.83899       1.016592837
2014 Jul 08 15:30:00.0      26.81171       123.65006       1.016592489
2014 Jul 08 15:35:00.0      26.02326       125.54853       1.016592155
2014 Jul 08 15:40:00.0      25.25374       127.54057       1.016591833
2014 Jul 08 15:45:00.0      24.50504       129.63250       1.016591525
2014 Jul 08 15:50:00.0      23.77923       131.83073       1.016591231
2014 Jul 08 15:55:00.0      23.07857       134.14163       1.016590950
2014 Jul 08 16:00:00.0      22.40554       136.57131       1.016590683
2014 Jul 08 16:05:00.0      21.76277       139.12541       1.016590429
2014 Jul 08 16:10:00.0      21.15314       141.80881       1.016590190
2014 Jul 08 16:15:00.0      20.57966       144.62530       1.016589964
2014 Jul 08 16:20:00.0      20.04553       147.57715       1.016589752
2014 Jul 08 16:25:00.0      19.55404       150.66464       1.016589554
2014 Jul 08 16:30:00.0      19.10854       153.88568       1.016589371
2014 Jul 08 16:35:00.0      18.71240       157.23528       1.016589201
2014 Jul 08 16:40:00.0      18.36884       160.70519       1.016589046
2014 Jul 08 16:45:00.0      18.08093       164.28370       1.016588905
2014 Jul 08 16:50:00.0      17.85139       167.95550       1.016588779
2014 Jul 08 16:55:00.0      17.68253       171.70195       1.016588666
2014 Jul 08 17:00:00.0      17.57612       175.50147       1.016588568
2014 Jul 08 17:05:00.0      17.53330       179.33029       1.016588485
2014 Jul 08 17:10:00.0      17.55456       183.16338       1.016588415
2014 Jul 08 17:15:00.0      17.63966       186.97552       1.016588361
2014 Jul 08 17:20:00.0      17.78767       190.74242       1.016588320
2014 Jul 08 17:25:00.0      17.99703       194.44167       1.016588294
2014 Jul 08 17:30:00.0      18.26559       198.05355       1.016588282
2014 Jul 08 17:35:00.0      18.59075       201.56160       1.016588284
2014 Jul 08 17:40:00.0      18.96957       204.95290       1.016588301
2014 Jul 08 17:45:00.0      19.39886       208.21803       1.016588331
2014 Jul 08 17:50:00.0      19.87529       211.35097       1.016588376
2014 Jul 08 17:55:00.0      20.39549       214.34866       1.016588435
2014 Jul 08 18:00:00.0      20.95615       217.21065       1.016588508
2014 Jul 08 18:05:00.0      21.55403       219.93860       1.016588595
2014 Jul 08 18:10:00.0      22.18605       222.53581       1.016588696
2014 Jul 08 18:15:00.0      22.84929       225.00685       1.016588810
2014 Jul 08 18:20:00.0      23.54103       227.35713       1.016588939
2014 Jul 08 18:25:00.0      24.25875       229.59265       1.016589081
2014 Jul 08 18:30:00.0      25.00011       231.71969       1.016589236
2014 Jul 08 18:35:00.0      25.76298       233.74467       1.016589405
2014 Jul 08 18:40:00.0      26.54539       235.67396       1.016589587
2014 Jul 08 18:45:00.0      27.34558       237.51379       1.016589782
2014 Jul 08 18:50:00.0      28.16191       239.27016       1.016589991
2014 Jul 08 18:55:00.0      28.99292       240.94881       1.016590212
2014 Jul 08 19:00:00.0      29.83727       242.55517       1.016590446
2014 Jul 08 19:05:00.0      30.69373       244.09436       1.016590692
2014 Jul 08 19:10:00.0      31.56121       245.57115       1.016590951
2014 Jul 08 19:15:00.0      32.43871       246.99002       1.016591222
2014 Jul 08 19:20:00.0      33.32530       248.35514       1.016591506
2014 Jul 08 19:25:00.0      34.22015       249.67037       1.016591801
2014 Jul 08 19:30:00.0      35.12251       250.93930       1.016592108
2014 Jul 08 19:35:00.0      36.03168       252.16525       1.016592427
2014 Jul 08 19:40:00.0      36.94703       253.35130       1.016592757
2014 Jul 08 19:45:00.0      37.86797       254.50030       1.016593099
2014 Jul 08 19:50:00.0      38.79397       255.61490       1.016593451
2014 Jul 08 19:55:00.0      39.72453       256.69752       1.016593814
2014 Jul 08 20:00:00.0      40.65920       257.75045       1.016594188
2014 Jul 08 20:05:00.0      41.59755       258.77579       1.016594572
2014 Jul 08 20:10:00.0      42.53920       259.77547       1.016594967
2014 Jul 08 20:15:00.0      43.48379       260.75131       1.016595371
2014 Jul 08 20:20:00.0      44.43096       261.70499       1.016595785
2014 Jul 08 20:25:00.0      45.38041       262.63809       1.016596209
2014 Jul 08 20:30:00.0      46.33184       263.55205       1.016596642
2014 Jul 08 20:35:00.0      47.28496       264.44824       1.016597084
2014 Jul 08 20:40:00.0      48.23953       265.32792       1.016597534
2014 Jul 08 20:45:00.0      49.19528       266.19229       1.016597993
2014 Jul 08 20:50:00.0      50.15198       267.04247       1.016598461
2014 Jul 08 20:55:00.0      51.10941       267.87948       1.016598936
2014 Jul 08 21:00:00.0      52.06736       268.70432       1.016599419
2014 Jul 08 21:05:00.0      53.02561       269.51791       1.016599910
2014 Jul 08 21:10:00.0      53.98398       270.32110       1.016600408
2014 Jul 08 21:15:00.0      54.94227       271.11474       1.016600913
2014 Jul 08 21:20:00.0      55.90031       271.89958       1.016601424
