                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                           Cherry Springs State Park                          
                Location:  W 77°48'45.0", N41°39'52.6",   710m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jul 18 12:05:00.0          82.06       0.569       37 22.07       16 03.76
2014 Jul 18 12:10:00.0          82.09       0.569       37 47.62       16 03.61
2014 Jul 18 12:15:00.0          82.12       0.569       38 13.90       16 03.45
2014 Jul 18 12:20:00.0          82.15       0.568       38 40.84       16 03.29
2014 Jul 18 12:25:00.0          82.18       0.568       39 08.38       16 03.13
2014 Jul 18 12:30:00.0          82.21       0.568       39 36.45       16 02.96
2014 Jul 18 12:35:00.0          82.24       0.568       40 04.97       16 02.78
2014 Jul 18 12:40:00.0          82.27       0.567       40 33.90       16 02.60
2014 Jul 18 12:45:00.0          82.30       0.567       41 03.16       16 02.42
2014 Jul 18 12:50:00.0          82.33       0.567       41 32.70       16 02.23
2014 Jul 18 12:55:00.0          82.37       0.566       42 02.46       16 02.04
2014 Jul 18 13:00:00.0          82.40       0.566       42 32.37       16 01.84
2014 Jul 18 13:05:00.0          82.43       0.566       43 02.39       16 01.64
2014 Jul 18 13:10:00.0          82.46       0.566       43 32.46       16 01.43
2014 Jul 18 13:15:00.0          82.49       0.565       44 02.53       16 01.22
2014 Jul 18 13:20:00.0          82.53       0.565       44 32.56       16 01.01
2014 Jul 18 13:25:00.0          82.56       0.565       45 02.48       16 00.79
2014 Jul 18 13:30:00.0          82.59       0.564       45 32.27       16 00.56
2014 Jul 18 13:35:00.0          82.63       0.564       46 01.87       16 00.34
2014 Jul 18 13:40:00.0          82.66       0.564       46 31.24       16 00.11
2014 Jul 18 13:45:00.0          82.69       0.564       47 00.34       15 59.87
2014 Jul 18 13:50:00.0          82.73       0.563       47 29.14       15 59.64
2014 Jul 18 13:55:00.0          82.76       0.563       47 57.59       15 59.40
