                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jul 12 21:15:00.0      53.17418       267.52673       1.016484264
2014 Jul 12 21:20:00.0      54.10763       268.38169       1.016484702
2014 Jul 12 21:25:00.0      55.04147       269.22598       1.016485146
2014 Jul 12 21:30:00.0      55.97549       270.06040       1.016485597
2014 Jul 12 21:35:00.0      56.90950       270.88572       1.016486054
2014 Jul 12 21:40:00.0      57.84331       271.70265       1.016486517
2014 Jul 12 21:45:00.0      58.77672       272.51190       1.016486986
2014 Jul 12 21:50:00.0      59.70955       273.31410       1.016487461
2014 Jul 12 21:55:00.0      60.64163       274.10990       1.016487940
2014 Jul 12 22:00:00.0      61.57279       274.89988       1.016488425
2014 Jul 12 22:05:00.0      62.50285       275.68461       1.016488914
2014 Jul 12 22:10:00.0      63.43165       276.46466       1.016489407
2014 Jul 12 22:15:00.0      64.35902       277.24053       1.016489905
2014 Jul 12 22:20:00.0      65.28480       278.01274       1.016490406
2014 Jul 12 22:25:00.0      66.20884       278.78178       1.016490911
2014 Jul 12 22:30:00.0      67.13096       279.54811       1.016491418
2014 Jul 12 22:35:00.0      68.05102       280.31219       1.016491929
2014 Jul 12 22:40:00.0      68.96885       281.07446       1.016492442
2014 Jul 12 22:45:00.0      69.88429       281.83534       1.016492958
2014 Jul 12 22:50:00.0      70.79720       282.59525       1.016493475
2014 Jul 12 22:55:00.0      71.70741       283.35458       1.016493994
2014 Jul 12 23:00:00.0      72.61476       284.11373       1.016494514
2014 Jul 12 23:05:00.0      73.51910       284.87308       1.016495035
2014 Jul 12 23:10:00.0      74.42026       285.63300       1.016495557
2014 Jul 12 23:15:00.0      75.31808       286.39385       1.016496080
2014 Jul 12 23:20:00.0      76.21240       287.15599       1.016496602
2014 Jul 12 23:25:00.0      77.10305       287.91976       1.016497124
2014 Jul 12 23:30:00.0      77.98987       288.68552       1.016497646
2014 Jul 12 23:35:00.0      78.87269       289.45358       1.016498167
2014 Jul 12 23:40:00.0      79.75134       290.22429       1.016498686
2014 Jul 12 23:45:00.0      80.62563       290.99796       1.016499205
2014 Jul 12 23:50:00.0      81.49540       291.77492       1.016499721
2014 Jul 12 23:55:00.0      82.36047       292.55548       1.016500236
2014 Jul 13 00:00:00.0      83.22064       293.33995       1.016500748
2014 Jul 13 00:05:00.0      84.07574       294.12864       1.016501257
2014 Jul 13 00:10:00.0      84.92557       294.92185       1.016501764
2014 Jul 13 00:15:00.0      85.76994       295.71989       1.016502267
2014 Jul 13 00:20:00.0      86.60865       296.52304       1.016502766
2014 Jul 13 00:25:00.0      87.44149       297.33160       1.016503262
2014 Jul 13 00:30:00.0      88.26827       298.14586       1.016503754
2014 Jul 13 00:35:00.0      89.08877       298.96610       1.016504241
2014 Jul 13 00:40:00.0      89.90277       299.79261       1.016504723
2014 Jul 13 00:45:00.0      90.71005       300.62567       1.016505201
2014 Jul 13 00:50:00.0      91.51039       301.46555       1.016505673
2014 Jul 13 00:55:00.0      92.30356       302.31252       1.016506139
2014 Jul 13 01:00:00.0      93.08933       303.16686       1.016506600
2014 Jul 13 01:05:00.0      93.86744       304.02882       1.016507055
2014 Jul 13 01:10:00.0      94.63766       304.89867       1.016507503
2014 Jul 13 01:15:00.0      95.39974       305.77666       1.016507944
2014 Jul 13 01:20:00.0      96.15341       306.66303       1.016508378
2014 Jul 13 01:25:00.0      96.89841       307.55805       1.016508805
2014 Jul 13 01:30:00.0      97.63449       308.46193       1.016509225
2014 Jul 13 01:35:00.0      98.36136       309.37492       1.016509637
2014 Jul 13 01:40:00.0      99.07874       310.29724       1.016510041
2014 Jul 13 01:45:00.0      99.78636       311.22910       1.016510436
2014 Jul 13 01:50:00.0     100.48392       312.17072       1.016510823
2014 Jul 13 01:55:00.0     101.17113       313.12229       1.016511202
2014 Jul 13 02:00:00.0     101.84768       314.08401       1.016511571
2014 Jul 13 02:05:00.0     102.51327       315.05604       1.016511931
2014 Jul 13 02:10:00.0     103.16759       316.03856       1.016512282
2014 Jul 13 02:15:00.0     103.81033       317.03173       1.016512622
2014 Jul 13 02:20:00.0     104.44116       318.03567       1.016512953
2014 Jul 13 02:25:00.0     105.05977       319.05053       1.016513274
2014 Jul 13 02:30:00.0     105.66582       320.07640       1.016513585
2014 Jul 13 02:35:00.0     106.25898       321.11339       1.016513885
2014 Jul 13 02:40:00.0     106.83892       322.16156       1.016514174
2014 Jul 13 02:45:00.0     107.40530       323.22098       1.016514452
2014 Jul 13 02:50:00.0     107.95778       324.29167       1.016514720
2014 Jul 13 02:55:00.0     108.49602       325.37367       1.016514975
2014 Jul 13 03:00:00.0     109.01968       326.46696       1.016515220
2014 Jul 13 03:05:00.0     109.52841       327.57150       1.016515452
2014 Jul 13 03:10:00.0     110.02188       328.68725       1.016515673
2014 Jul 13 03:15:00.0     110.49974       329.81413       1.016515882
2014 Jul 13 03:20:00.0     110.96165       330.95203       1.016516079
2014 Jul 13 03:25:00.0     111.40727       332.10081       1.016516263
2014 Jul 13 03:30:00.0     111.83627       333.26031       1.016516435
2014 Jul 13 03:35:00.0     112.24833       334.43034       1.016516594
2014 Jul 13 03:40:00.0     112.64311       335.61068       1.016516740
2014 Jul 13 03:45:00.0     113.02030       336.80108       1.016516874
2014 Jul 13 03:50:00.0     113.37959       338.00126       1.016516994
2014 Jul 13 03:55:00.0     113.72068       339.21091       1.016517102
2014 Jul 13 04:00:00.0     114.04326       340.42968       1.016517196
2014 Jul 13 04:05:00.0     114.34707       341.65720       1.016517277
2014 Jul 13 04:10:00.0     114.63183       342.89307       1.016517344
2014 Jul 13 04:15:00.0     114.89728       344.13686       1.016517398
2014 Jul 13 04:20:00.0     115.14318       345.38811       1.016517438
2014 Jul 13 04:25:00.0     115.36929       346.64633       1.016517465
2014 Jul 13 04:30:00.0     115.57540       347.91100       1.016517477
2014 Jul 13 04:35:00.0     115.76132       349.18159       1.016517476
2014 Jul 13 04:40:00.0     115.92685       350.45754       1.016517461
2014 Jul 13 04:45:00.0     116.07184       351.73826       1.016517432
2014 Jul 13 04:50:00.0     116.19615       353.02315       1.016517390
2014 Jul 13 04:55:00.0     116.29964       354.31159       1.016517333
2014 Jul 13 05:00:00.0     116.38221       355.60295       1.016517262
2014 Jul 13 05:05:00.0     116.44379       356.89658       1.016517177
2014 Jul 13 05:10:00.0     116.48430       358.19182       1.016517077
2014 Jul 13 05:15:00.0     116.50371       359.48801       1.016516964
2014 Jul 13 05:20:00.0     116.50199         0.78449       1.016516837
2014 Jul 13 05:25:00.0     116.47915         2.08058       1.016516695
2014 Jul 13 05:30:00.0     116.43521         3.37562       1.016516539
2014 Jul 13 05:35:00.0     116.37022         4.66895       1.016516370
2014 Jul 13 05:40:00.0     116.28424         5.95992       1.016516186
2014 Jul 13 05:45:00.0     116.17735         7.24787       1.016515988
2014 Jul 13 05:50:00.0     116.04968         8.53218       1.016515776
2014 Jul 13 05:55:00.0     115.90134         9.81223       1.016515550
2014 Jul 13 06:00:00.0     115.73248        11.08742       1.016515310
2014 Jul 13 06:05:00.0     115.54327        12.35717       1.016515056
2014 Jul 13 06:10:00.0     115.33390        13.62092       1.016514789
2014 Jul 13 06:15:00.0     115.10456        14.87815       1.016514507
2014 Jul 13 06:20:00.0     114.85547        16.12833       1.016514212
2014 Jul 13 06:25:00.0     114.58687        17.37098       1.016513904
2014 Jul 13 06:30:00.0     114.29900        18.60565       1.016513582
2014 Jul 13 06:35:00.0     113.99212        19.83192       1.016513246
2014 Jul 13 06:40:00.0     113.66651        21.04938       1.016512897
2014 Jul 13 06:45:00.0     113.32245        22.25767       1.016512535
2014 Jul 13 06:50:00.0     112.96023        23.45646       1.016512160
2014 Jul 13 06:55:00.0     112.58017        24.64542       1.016511772
2014 Jul 13 07:00:00.0     112.18257        25.82430       1.016511371
2014 Jul 13 07:05:00.0     111.76774        26.99283       1.016510957
2014 Jul 13 07:10:00.0     111.33602        28.15082       1.016510530
2014 Jul 13 07:15:00.0     110.88774        29.29806       1.016510092
2014 Jul 13 07:20:00.0     110.42322        30.43441       1.016509640
2014 Jul 13 07:25:00.0     109.94282        31.55973       1.016509177
2014 Jul 13 07:30:00.0     109.44686        32.67392       1.016508702
2014 Jul 13 07:35:00.0     108.93569        33.77691       1.016508215
2014 Jul 13 07:40:00.0     108.40965        34.86864       1.016507716
2014 Jul 13 07:45:00.0     107.86909        35.94909       1.016507206
2014 Jul 13 07:50:00.0     107.31434        37.01826       1.016506684
2014 Jul 13 07:55:00.0     106.74575        38.07616       1.016506151
2014 Jul 13 08:00:00.0     106.16366        39.12284       1.016505608
2014 Jul 13 08:05:00.0     105.56841        40.15835       1.016505054
2014 Jul 13 08:10:00.0     104.96032        41.18278       1.016504489
2014 Jul 13 08:15:00.0     104.33973        42.19622       1.016503914
2014 Jul 13 08:20:00.0     103.70696        43.19879       1.016503328
2014 Jul 13 08:25:00.0     103.06235        44.19061       1.016502733
2014 Jul 13 08:30:00.0     102.40620        45.17182       1.016502129
2014 Jul 13 08:35:00.0     101.73884        46.14259       1.016501514
2014 Jul 13 08:40:00.0     101.06057        47.10308       1.016500891
2014 Jul 13 08:45:00.0     100.37170        48.05347       1.016500259
2014 Jul 13 08:50:00.0      99.67253        48.99396       1.016499618
2014 Jul 13 08:55:00.0      98.96335        49.92474       1.016498968
2014 Jul 13 09:00:00.0      98.24444        50.84603       1.016498310
2014 Jul 13 09:05:00.0      97.51611        51.75804       1.016497645
2014 Jul 13 09:10:00.0      96.77861        52.66100       1.016496971
2014 Jul 13 09:15:00.0      96.03223        53.55515       1.016496290
2014 Jul 13 09:20:00.0      95.27723        54.44071       1.016495602
2014 Jul 13 09:25:00.0      94.51388        55.31795       1.016494907
2014 Jul 13 09:30:00.0      93.74242        56.18710       1.016494205
2014 Jul 13 09:35:00.0      92.96311        57.04843       1.016493497
2014 Jul 13 09:40:00.0      92.17620        57.90220       1.016492783
2014 Jul 13 09:45:00.0      91.38192        58.74866       1.016492063
2014 Jul 13 09:50:00.0      90.58052        59.58810       1.016491338
2014 Jul 13 09:55:00.0      89.77221        60.42078       1.016490607
2014 Jul 13 10:00:00.0      88.95722        61.24699       1.016489871
2014 Jul 13 10:05:00.0      88.13579        62.06699       1.016489130
2014 Jul 13 10:10:00.0      87.30811        62.88108       1.016488385
2014 Jul 13 10:15:00.0      86.47440        63.68954       1.016487636
2014 Jul 13 10:20:00.0      85.63486        64.49267       1.016486884
2014 Jul 13 10:25:00.0      84.78971        65.29075       1.016486127
2014 Jul 13 10:30:00.0      83.93913        66.08408       1.016485368
2014 Jul 13 10:35:00.0      83.08332        66.87297       1.016484605
2014 Jul 13 10:40:00.0      82.22247        67.65772       1.016483840
2014 Jul 13 10:45:00.0      81.35677        68.43863       1.016483073
2014 Jul 13 10:50:00.0      80.48640        69.21603       1.016482303
2014 Jul 13 10:55:00.0      79.61154        69.99022       1.016481532
2014 Jul 13 11:00:00.0      78.73237        70.76153       1.016480760
2014 Jul 13 11:05:00.0      77.84907        71.53028       1.016479986
2014 Jul 13 11:10:00.0      76.96179        72.29681       1.016479212
2014 Jul 13 11:15:00.0      76.07072        73.06145       1.016478437
2014 Jul 13 11:20:00.0      75.17602        73.82455       1.016477662
2014 Jul 13 11:25:00.0      74.27786        74.58646       1.016476887
2014 Jul 13 11:30:00.0      73.37640        75.34753       1.016476113
2014 Jul 13 11:35:00.0      72.47180        76.10814       1.016475339
2014 Jul 13 11:40:00.0      71.56422        76.86865       1.016474566
2014 Jul 13 11:45:00.0      70.65382        77.62945       1.016473795
2014 Jul 13 11:50:00.0      69.74076        78.39093       1.016473026
2014 Jul 13 11:55:00.0      68.82520        79.15351       1.016472258
2014 Jul 13 12:00:00.0      67.90730        79.91758       1.016471493
2014 Jul 13 12:05:00.0      66.98722        80.68359       1.016470730
2014 Jul 13 12:10:00.0      66.06511        81.45198       1.016469970
2014 Jul 13 12:15:00.0      65.14113        82.22320       1.016469214
2014 Jul 13 12:20:00.0      64.21545        82.99773       1.016468460
2014 Jul 13 12:25:00.0      63.28822        83.77606       1.016467711
2014 Jul 13 12:30:00.0      62.35961        84.55871       1.016466966
2014 Jul 13 12:35:00.0      61.42979        85.34621       1.016466225
2014 Jul 13 12:40:00.0      60.49893        86.13910       1.016465488
2014 Jul 13 12:45:00.0      59.56719        86.93798       1.016464757
2014 Jul 13 12:50:00.0      58.63475        87.74344       1.016464031
2014 Jul 13 12:55:00.0      57.70179        88.55612       1.016463310
2014 Jul 13 13:00:00.0      56.76850        89.37668       1.016462596
2014 Jul 13 13:05:00.0      55.83506        90.20581       1.016461887
2014 Jul 13 13:10:00.0      54.90167        91.04426       1.016461185
2014 Jul 13 13:15:00.0      53.96852        91.89278       1.016460489
2014 Jul 13 13:20:00.0      53.03584        92.75221       1.016459800
2014 Jul 13 13:25:00.0      52.10384        93.62338       1.016459119
2014 Jul 13 13:30:00.0      51.17274        94.50721       1.016458444
2014 Jul 13 13:35:00.0      50.24279        95.40466       1.016457778
2014 Jul 13 13:40:00.0      49.31422        96.31675       1.016457119
2014 Jul 13 13:45:00.0      48.38730        97.24455       1.016456469
2014 Jul 13 13:50:00.0      47.46231        98.18921       1.016455827
2014 Jul 13 13:55:00.0      46.53954        99.15195       1.016455194
2014 Jul 13 14:00:00.0      45.61929       100.13406       1.016454569
2014 Jul 13 14:05:00.0      44.70188       101.13692       1.016453954
2014 Jul 13 14:10:00.0      43.78767       102.16200       1.016453348
2014 Jul 13 14:15:00.0      42.87703       103.21087       1.016452752
2014 Jul 13 14:20:00.0      41.97034       104.28521       1.016452166
2014 Jul 13 14:25:00.0      41.06803       105.38680       1.016451589
2014 Jul 13 14:30:00.0      40.17055       106.51754       1.016451023
2014 Jul 13 14:35:00.0      39.27838       107.67948       1.016450468
2014 Jul 13 14:40:00.0      38.39205       108.87479       1.016449923
2014 Jul 13 14:45:00.0      37.51213       110.10580       1.016449389
2014 Jul 13 14:50:00.0      36.63921       111.37499       1.016448866
2014 Jul 13 14:55:00.0      35.77395       112.68500       1.016448354
2014 Jul 13 15:00:00.0      34.91708       114.03866       1.016447854
2014 Jul 13 15:05:00.0      34.06935       115.43897       1.016447366
2014 Jul 13 15:10:00.0      33.23160       116.88910       1.016446889
2014 Jul 13 15:15:00.0      32.40475       118.39243       1.016446424
2014 Jul 13 15:20:00.0      31.58977       119.95253       1.016445971
2014 Jul 13 15:25:00.0      30.78774       121.57313       1.016445530
2014 Jul 13 15:30:00.0      29.99983       123.25815       1.016445102
2014 Jul 13 15:35:00.0      29.22729       125.01164       1.016444687
2014 Jul 13 15:40:00.0      28.47149       126.83781       1.016444284
2014 Jul 13 15:45:00.0      27.73392       128.74093       1.016443894
2014 Jul 13 15:50:00.0      27.01619       130.72530       1.016443517
2014 Jul 13 15:55:00.0      26.32002       132.79519       1.016443153
2014 Jul 13 16:00:00.0      25.64728       134.95473       1.016442802
2014 Jul 13 16:05:00.0      24.99995       137.20780       1.016442464
2014 Jul 13 16:10:00.0      24.38016       139.55789       1.016442140
2014 Jul 13 16:15:00.0      23.79015       142.00794       1.016441829
2014 Jul 13 16:20:00.0      23.23228       144.56012       1.016441532
2014 Jul 13 16:25:00.0      22.70900       147.21568       1.016441248
2014 Jul 13 16:30:00.0      22.22282       149.97461       1.016440978
2014 Jul 13 16:35:00.0      21.77630       152.83550       1.016440722
2014 Jul 13 16:40:00.0      21.37199       155.79529       1.016440479
2014 Jul 13 16:45:00.0      21.01239       158.84901       1.016440251
2014 Jul 13 16:50:00.0      20.69988       161.98971       1.016440036
2014 Jul 13 16:55:00.0      20.43666       165.20837       1.016439836
2014 Jul 13 17:00:00.0      20.22470       168.49388       1.016439649
2014 Jul 13 17:05:00.0      20.06564       171.83327       1.016439477
2014 Jul 13 17:10:00.0      19.96079       175.21189       1.016439318
2014 Jul 13 17:15:00.0      19.91100       178.61388       1.016439174
2014 Jul 13 17:20:00.0      19.91670       182.02259       1.016439043
2014 Jul 13 17:25:00.0      19.97784       185.42115       1.016438927
2014 Jul 13 17:30:00.0      20.09391       188.79303       1.016438824
2014 Jul 13 17:35:00.0      20.26395       192.12258       1.016438736
2014 Jul 13 17:40:00.0      20.48660       195.39546       1.016438662
2014 Jul 13 17:45:00.0      20.76013       198.59906       1.016438602
2014 Jul 13 17:50:00.0      21.08252       201.72269       1.016438555
2014 Jul 13 17:55:00.0      21.45153       204.75776       1.016438523
2014 Jul 13 18:00:00.0      21.86476       207.69771       1.016438504
2014 Jul 13 18:05:00.0      22.31969       210.53800       1.016438500
2014 Jul 13 18:10:00.0      22.81376       213.27590       1.016438509
2014 Jul 13 18:15:00.0      23.34443       215.91032       1.016438531
2014 Jul 13 18:20:00.0      23.90919       218.44152       1.016438568
2014 Jul 13 18:25:00.0      24.50561       220.87095       1.016438618
2014 Jul 13 18:30:00.0      25.13135       223.20096       1.016438681
2014 Jul 13 18:35:00.0      25.78420       225.43461       1.016438758
2014 Jul 13 18:40:00.0      26.46205       227.57550       1.016438848
2014 Jul 13 18:45:00.0      27.16295       229.62755       1.016438951
2014 Jul 13 18:50:00.0      27.88507       231.59493       1.016439067
2014 Jul 13 18:55:00.0      28.62669       233.48194       1.016439196
2014 Jul 13 19:00:00.0      29.38623       235.29286       1.016439338
2014 Jul 13 19:05:00.0      30.16225       237.03197       1.016439492
2014 Jul 13 19:10:00.0      30.95338       238.70343       1.016439659
2014 Jul 13 19:15:00.0      31.75840       240.31128       1.016439839
2014 Jul 13 19:20:00.0      32.57614       241.85939       1.016440031
2014 Jul 13 19:25:00.0      33.40557       243.35147       1.016440234
2014 Jul 13 19:30:00.0      34.24571       244.79105       1.016440450
2014 Jul 13 19:35:00.0      35.09567       246.18146       1.016440678
2014 Jul 13 19:40:00.0      35.95463       247.52584       1.016440917
2014 Jul 13 19:45:00.0      36.82182       248.82716       1.016441167
2014 Jul 13 19:50:00.0      37.69656       250.08820       1.016441429
2014 Jul 13 19:55:00.0      38.57818       251.31157       1.016441701
2014 Jul 13 20:00:00.0      39.46611       252.49973       1.016441985
2014 Jul 13 20:05:00.0      40.35977       253.65496       1.016442279
2014 Jul 13 20:10:00.0      41.25866       254.77941       1.016442584
2014 Jul 13 20:15:00.0      42.16229       255.87510       1.016442899
2014 Jul 13 20:20:00.0      43.07023       256.94391       1.016443224
2014 Jul 13 20:25:00.0      43.98206       257.98760       1.016443558
2014 Jul 13 20:30:00.0      44.89738       259.00782       1.016443903
2014 Jul 13 20:35:00.0      45.81584       260.00612       1.016444256
2014 Jul 13 20:40:00.0      46.73710       260.98395       1.016444619
2014 Jul 13 20:45:00.0      47.66082       261.94267       1.016444991
2014 Jul 13 20:50:00.0      48.58672       262.88356       1.016445371
2014 Jul 13 20:55:00.0      49.51450       263.80783       1.016445760
2014 Jul 13 21:00:00.0      50.44389       264.71660       1.016446157
2014 Jul 13 21:05:00.0      51.37463       265.61094       1.016446562
2014 Jul 13 21:10:00.0      52.30647       266.49186       1.016446974
2014 Jul 13 21:15:00.0      53.23919       267.36030       1.016447394
2014 Jul 13 21:20:00.0      54.17256       268.21716       1.016447821
2014 Jul 13 21:25:00.0      55.10636       269.06329       1.016448255
2014 Jul 13 21:30:00.0      56.04038       269.89950       1.016448695
2014 Jul 13 21:35:00.0      56.97443       270.72654       1.016449142
2014 Jul 13 21:40:00.0      57.90830       271.54514       1.016449595
2014 Jul 13 21:45:00.0      58.84182       272.35600       1.016450053
2014 Jul 13 21:50:00.0      59.77480       273.15976       1.016450517
2014 Jul 13 21:55:00.0      60.70706       273.95706       1.016450987
2014 Jul 13 22:00:00.0      61.63842       274.74849       1.016451461
2014 Jul 13 22:05:00.0      62.56873       275.53464       1.016451940
2014 Jul 13 22:10:00.0      63.49780       276.31604       1.016452423
2014 Jul 13 22:15:00.0      64.42547       277.09323       1.016452910
2014 Jul 13 22:20:00.0      65.35159       277.86671       1.016453401
2014 Jul 13 22:25:00.0      66.27598       278.63698       1.016453895
2014 Jul 13 22:30:00.0      67.19850       279.40450       1.016454392
2014 Jul 13 22:35:00.0      68.11897       280.16974       1.016454893
2014 Jul 13 22:40:00.0      69.03724       280.93312       1.016455396
2014 Jul 13 22:45:00.0      69.95316       281.69508       1.016455901
2014 Jul 13 22:50:00.0      70.86657       282.45604       1.016456408
2014 Jul 13 22:55:00.0      71.77730       283.21639       1.016456916
2014 Jul 13 23:00:00.0      72.68520       283.97652       1.016457426
2014 Jul 13 23:05:00.0      73.59011       284.73683       1.016457937
2014 Jul 13 23:10:00.0      74.49187       285.49768       1.016458449
2014 Jul 13 23:15:00.0      75.39031       286.25943       1.016458961
2014 Jul 13 23:20:00.0      76.28528       287.02245       1.016459473
2014 Jul 13 23:25:00.0      77.17660       287.78708       1.016459985
2014 Jul 13 23:30:00.0      78.06412       288.55366       1.016460496
2014 Jul 13 23:35:00.0      78.94765       289.32254       1.016461007
2014 Jul 13 23:40:00.0      79.82704       290.09404       1.016461517
2014 Jul 13 23:45:00.0      80.70210       290.86849       1.016462025
2014 Jul 13 23:50:00.0      81.57265       291.64621       1.016462531
2014 Jul 13 23:55:00.0      82.43852       292.42752       1.016463035
2014 Jul 14 00:00:00.0      83.29952       293.21272       1.016463537
2014 Jul 14 00:05:00.0      84.15547       294.00214       1.016464036
2014 Jul 14 00:10:00.0      85.00617       294.79606       1.016464532
2014 Jul 14 00:15:00.0      85.85143       295.59480       1.016465025
2014 Jul 14 00:20:00.0      86.69105       296.39865       1.016465515
2014 Jul 14 00:25:00.0      87.52483       297.20790       1.016466000
2014 Jul 14 00:30:00.0      88.35256       298.02285       1.016466482
2014 Jul 14 00:35:00.0      89.17403       298.84379       1.016466959
2014 Jul 14 00:40:00.0      89.98902       299.67099       1.016467431
2014 Jul 14 00:45:00.0      90.79732       300.50473       1.016467898
2014 Jul 14 00:50:00.0      91.59869       301.34530       1.016468360
2014 Jul 14 00:55:00.0      92.39292       302.19298       1.016468816
2014 Jul 14 01:00:00.0      93.17975       303.04802       1.016469267
2014 Jul 14 01:05:00.0      93.95895       303.91069       1.016469711
2014 Jul 14 01:10:00.0      94.73027       304.78126       1.016470149
2014 Jul 14 01:15:00.0      95.49347       305.65999       1.016470580
2014 Jul 14 01:20:00.0      96.24828       306.54712       1.016471004
2014 Jul 14 01:25:00.0      96.99444       307.44290       1.016471421
2014 Jul 14 01:30:00.0      97.73169       308.34757       1.016471831
2014 Jul 14 01:35:00.0      98.45974       309.26136       1.016472232
2014 Jul 14 01:40:00.0      99.17833       310.18451       1.016472626
2014 Jul 14 01:45:00.0      99.88716       311.11723       1.016473011
2014 Jul 14 01:50:00.0     100.58595       312.05973       1.016473388
2014 Jul 14 01:55:00.0     101.27439       313.01221       1.016473756
2014 Jul 14 02:00:00.0     101.95219       313.97487       1.016474115
2014 Jul 14 02:05:00.0     102.61905       314.94788       1.016474465
2014 Jul 14 02:10:00.0     103.27464       315.93141       1.016474805
2014 Jul 14 02:15:00.0     103.91866       316.92563       1.016475136
2014 Jul 14 02:20:00.0     104.55079       317.93067       1.016475457
2014 Jul 14 02:25:00.0     105.17069       318.94666       1.016475767
2014 Jul 14 02:30:00.0     105.77804       319.97371       1.016476068
2014 Jul 14 02:35:00.0     106.37250       321.01192       1.016476357
2014 Jul 14 02:40:00.0     106.95375       322.06137       1.016476636
2014 Jul 14 02:45:00.0     107.52144       323.12212       1.016476904
2014 Jul 14 02:50:00.0     108.07524       324.19420       1.016477161
2014 Jul 14 02:55:00.0     108.61479       325.27763       1.016477407
2014 Jul 14 03:00:00.0     109.13975       326.37242       1.016477641
2014 Jul 14 03:05:00.0     109.64979       327.47852       1.016477863
2014 Jul 14 03:10:00.0     110.14455       328.59589       1.016478073
2014 Jul 14 03:15:00.0     110.62370       329.72444       1.016478272
2014 Jul 14 03:20:00.0     111.08689       330.86408       1.016478458
2014 Jul 14 03:25:00.0     111.53378       332.01467       1.016478632
2014 Jul 14 03:30:00.0     111.96404       333.17605       1.016478793
2014 Jul 14 03:35:00.0     112.37734       334.34802       1.016478942
2014 Jul 14 03:40:00.0     112.77334       335.53037       1.016479078
2014 Jul 14 03:45:00.0     113.15174       336.72285       1.016479201
2014 Jul 14 03:50:00.0     113.51221       337.92517       1.016479311
2014 Jul 14 03:55:00.0     113.85445       339.13703       1.016479408
2014 Jul 14 04:00:00.0     114.17818       340.35808       1.016479492
2014 Jul 14 04:05:00.0     114.48309       341.58794       1.016479562
2014 Jul 14 04:10:00.0     114.76893       342.82622       1.016479619
2014 Jul 14 04:15:00.0     115.03543       344.07248       1.016479663
2014 Jul 14 04:20:00.0     115.28234       345.32626       1.016479692
2014 Jul 14 04:25:00.0     115.50943       346.58707       1.016479708
2014 Jul 14 04:30:00.0     115.71649       347.85439       1.016479711
2014 Jul 14 04:35:00.0     115.90330       349.12769       1.016479699
2014 Jul 14 04:40:00.0     116.06970       350.40639       1.016479673
2014 Jul 14 04:45:00.0     116.21552       351.68991       1.016479634
2014 Jul 14 04:50:00.0     116.34060       352.97765       1.016479580
2014 Jul 14 04:55:00.0     116.44483       354.26897       1.016479513
2014 Jul 14 05:00:00.0     116.52810       355.56325       1.016479431
2014 Jul 14 05:05:00.0     116.59032       356.85983       1.016479336
2014 Jul 14 05:10:00.0     116.63142       358.15805       1.016479226
2014 Jul 14 05:15:00.0     116.65138       359.45725       1.016479102
2014 Jul 14 05:20:00.0     116.65016         0.75674       1.016478964
2014 Jul 14 05:25:00.0     116.62777         2.05587       1.016478811
2014 Jul 14 05:30:00.0     116.58423         3.35396       1.016478645
2014 Jul 14 05:35:00.0     116.51958         4.65033       1.016478465
2014 Jul 14 05:40:00.0     116.43390         5.94434       1.016478270
2014 Jul 14 05:45:00.0     116.32726         7.23534       1.016478061
2014 Jul 14 05:50:00.0     116.19979         8.52268       1.016477838
2014 Jul 14 05:55:00.0     116.05160         9.80574       1.016477602
2014 Jul 14 06:00:00.0     115.88284        11.08392       1.016477351
2014 Jul 14 06:05:00.0     115.69368        12.35664       1.016477086
2014 Jul 14 06:10:00.0     115.48431        13.62334       1.016476808
2014 Jul 14 06:15:00.0     115.25493        14.88347       1.016476516
2014 Jul 14 06:20:00.0     115.00576        16.13653       1.016476210
2014 Jul 14 06:25:00.0     114.73702        17.38202       1.016475890
2014 Jul 14 06:30:00.0     114.44898        18.61949       1.016475557
2014 Jul 14 06:35:00.0     114.14189        19.84850       1.016475211
2014 Jul 14 06:40:00.0     113.81602        21.06867       1.016474851
2014 Jul 14 06:45:00.0     113.47167        22.27961       1.016474478
2014 Jul 14 06:50:00.0     113.10912        23.48099       1.016474092
2014 Jul 14 06:55:00.0     112.72869        24.67251       1.016473692
2014 Jul 14 07:00:00.0     112.33069        25.85387       1.016473280
2014 Jul 14 07:05:00.0     111.91543        27.02485       1.016472855
2014 Jul 14 07:10:00.0     111.48325        28.18521       1.016472418
2014 Jul 14 07:15:00.0     111.03448        29.33478       1.016471968
2014 Jul 14 07:20:00.0     110.56945        30.47339       1.016471506
2014 Jul 14 07:25:00.0     110.08850        31.60092       1.016471031
2014 Jul 14 07:30:00.0     109.59197        32.71726       1.016470545
2014 Jul 14 07:35:00.0     109.08021        33.82234       1.016470047
2014 Jul 14 07:40:00.0     108.55357        34.91611       1.016469537
2014 Jul 14 07:45:00.0     108.01238        35.99854       1.016469015
2014 Jul 14 07:50:00.0     107.45699        37.06963       1.016468482
2014 Jul 14 07:55:00.0     106.88774        38.12940       1.016467939
2014 Jul 14 08:00:00.0     106.30497        39.17790       1.016467384
2014 Jul 14 08:05:00.0     105.70903        40.21517       1.016466818
