                                    Sun                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 AU
2014 Jul 07 07:50:00.0     106.55666        36.81098       1.016667053
2014 Jul 07 07:55:00.0     105.99072        37.85875       1.016666594
2014 Jul 07 08:00:00.0     105.41136        38.89557       1.016666124
2014 Jul 07 08:05:00.0     104.81893        39.92148       1.016665643
2014 Jul 07 08:10:00.0     104.21374        40.93657       1.016665152
2014 Jul 07 08:15:00.0     103.59611        41.94092       1.016664650
2014 Jul 07 08:20:00.0     102.96637        42.93464       1.016664139
2014 Jul 07 08:25:00.0     102.32484        43.91786       1.016663618
2014 Jul 07 08:30:00.0     101.67182        44.89070       1.016663087
2014 Jul 07 08:35:00.0     101.00762        45.85332       1.016662547
2014 Jul 07 08:40:00.0     100.33256        46.80588       1.016661997
2014 Jul 07 08:45:00.0      99.64692        47.74854       1.016661439
2014 Jul 07 08:50:00.0      98.95100        48.68151       1.016660872
2014 Jul 07 08:55:00.0      98.24510        49.60495       1.016660297
2014 Jul 07 09:00:00.0      97.52948        50.51909       1.016659714
2014 Jul 07 09:05:00.0      96.80444        51.42412       1.016659122
2014 Jul 07 09:10:00.0      96.07025        52.32026       1.016658523
2014 Jul 07 09:15:00.0      95.32717        53.20775       1.016657917
2014 Jul 07 09:20:00.0      94.57546        54.08680       1.016657303
2014 Jul 07 09:25:00.0      93.81539        54.95767       1.016656683
2014 Jul 07 09:30:00.0      93.04721        55.82058       1.016656056
2014 Jul 07 09:35:00.0      92.27116        56.67579       1.016655423
2014 Jul 07 09:40:00.0      91.48748        57.52355       1.016654784
2014 Jul 07 09:45:00.0      90.69641        58.36412       1.016654139
2014 Jul 07 09:50:00.0      89.89819        59.19776       1.016653488
2014 Jul 07 09:55:00.0      89.09303        60.02473       1.016652832
2014 Jul 07 10:00:00.0      88.28117        60.84530       1.016652172
2014 Jul 07 10:05:00.0      87.46281        61.65974       1.016651506
2014 Jul 07 10:10:00.0      86.63817        62.46834       1.016650837
2014 Jul 07 10:15:00.0      85.80745        63.27137       1.016650163
2014 Jul 07 10:20:00.0      84.97087        64.06911       1.016649486
2014 Jul 07 10:25:00.0      84.12862        64.86185       1.016648805
2014 Jul 07 10:30:00.0      83.28090        65.64989       1.016648121
2014 Jul 07 10:35:00.0      82.42789        66.43350       1.016647434
2014 Jul 07 10:40:00.0      81.56979        67.21300       1.016646744
2014 Jul 07 10:45:00.0      80.70678        67.98868       1.016646052
2014 Jul 07 10:50:00.0      79.83904        68.76085       1.016645359
2014 Jul 07 10:55:00.0      78.96675        69.52982       1.016644663
2014 Jul 07 11:00:00.0      78.09008        70.29591       1.016643967
2014 Jul 07 11:05:00.0      77.20921        71.05943       1.016643269
2014 Jul 07 11:10:00.0      76.32430        71.82071       1.016642571
2014 Jul 07 11:15:00.0      75.43552        72.58008       1.016641872
2014 Jul 07 11:20:00.0      74.54305        73.33788       1.016641173
2014 Jul 07 11:25:00.0      73.64703        74.09446       1.016640474
2014 Jul 07 11:30:00.0      72.74763        74.85016       1.016639775
2014 Jul 07 11:35:00.0      71.84502        75.60535       1.016639078
2014 Jul 07 11:40:00.0      70.93934        76.36039       1.016638381
2014 Jul 07 11:45:00.0      70.03076        77.11566       1.016637686
2014 Jul 07 11:50:00.0      69.11943        77.87156       1.016636993
2014 Jul 07 11:55:00.0      68.20551        78.62848       1.016636301
2014 Jul 07 12:00:00.0      67.28916        79.38684       1.016635612
2014 Jul 07 12:05:00.0      66.37053        80.14705       1.016634926
2014 Jul 07 12:10:00.0      65.44977        80.90956       1.016634242
2014 Jul 07 12:15:00.0      64.52704        81.67482       1.016633562
2014 Jul 07 12:20:00.0      63.60250        82.44330       1.016632885
2014 Jul 07 12:25:00.0      62.67631        83.21549       1.016632212
2014 Jul 07 12:30:00.0      61.74863        83.99190       1.016631543
2014 Jul 07 12:35:00.0      60.81962        84.77305       1.016630878
2014 Jul 07 12:40:00.0      59.88945        85.55951       1.016630219
2014 Jul 07 12:45:00.0      58.95828        86.35183       1.016629564
2014 Jul 07 12:50:00.0      58.02628        87.15064       1.016628914
2014 Jul 07 12:55:00.0      57.09363        87.95655       1.016628270
2014 Jul 07 13:00:00.0      56.16052        88.77024       1.016627631
2014 Jul 07 13:05:00.0      55.22711        89.59239       1.016626999
2014 Jul 07 13:10:00.0      54.29361        90.42374       1.016626373
2014 Jul 07 13:15:00.0      53.36022        91.26507       1.016625754
2014 Jul 07 13:20:00.0      52.42712        92.11719       1.016625141
2014 Jul 07 13:25:00.0      51.49455        92.98095       1.016624536
2014 Jul 07 13:30:00.0      50.56271        93.85728       1.016623938
2014 Jul 07 13:35:00.0      49.63184        94.74714       1.016623348
2014 Jul 07 13:40:00.0      48.70218        95.65156       1.016622766
2014 Jul 07 13:45:00.0      47.77398        96.57162       1.016622192
2014 Jul 07 13:50:00.0      46.84752        97.50849       1.016621626
2014 Jul 07 13:55:00.0      45.92308        98.46340       1.016621069
2014 Jul 07 14:00:00.0      45.00095        99.43766       1.016620521
2014 Jul 07 14:05:00.0      44.08145       100.43269       1.016619982
2014 Jul 07 14:10:00.0      43.16492       101.44997       1.016619452
2014 Jul 07 14:15:00.0      42.25173       102.49112       1.016618932
2014 Jul 07 14:20:00.0      41.34225       103.55785       1.016618422
2014 Jul 07 14:25:00.0      40.43690       104.65198       1.016617922
2014 Jul 07 14:30:00.0      39.53613       105.77550       1.016617432
2014 Jul 07 14:35:00.0      38.64041       106.93049       1.016616952
2014 Jul 07 14:40:00.0      37.75025       108.11922       1.016616483
2014 Jul 07 14:45:00.0      36.86621       109.34411       1.016616025
2014 Jul 07 14:50:00.0      35.98890       110.60772       1.016615578
2014 Jul 07 14:55:00.0      35.11895       111.91284       1.016615143
2014 Jul 07 15:00:00.0      34.25708       113.26243       1.016614718
2014 Jul 07 15:05:00.0      33.40406       114.65963       1.016614305
2014 Jul 07 15:10:00.0      32.56072       116.10783       1.016613904
2014 Jul 07 15:15:00.0      31.72796       117.61061       1.016613515
2014 Jul 07 15:20:00.0      30.90678       119.17177       1.016613138
2014 Jul 07 15:25:00.0      30.09826       120.79532       1.016612773
2014 Jul 07 15:30:00.0      29.30356       122.48549       1.016612420
2014 Jul 07 15:35:00.0      28.52398       124.24670       1.016612080
2014 Jul 07 15:40:00.0      27.76091       126.08353       1.016611753
2014 Jul 07 15:45:00.0      27.01586       128.00068       1.016611438
2014 Jul 07 15:50:00.0      26.29048       130.00293       1.016611136
2014 Jul 07 15:55:00.0      25.58655       132.09507       1.016610847
2014 Jul 07 16:00:00.0      24.90601       134.28175       1.016610571
2014 Jul 07 16:05:00.0      24.25093       136.56745       1.016610309
2014 Jul 07 16:10:00.0      23.62351       138.95621       1.016610059
2014 Jul 07 16:15:00.0      23.02612       141.45153       1.016609824
2014 Jul 07 16:20:00.0      22.46124       144.05613       1.016609601
2014 Jul 07 16:25:00.0      21.93147       146.77165       1.016609392
2014 Jul 07 16:30:00.0      21.43948       149.59845       1.016609197
2014 Jul 07 16:35:00.0      20.98802       152.53528       1.016609015
2014 Jul 07 16:40:00.0      20.57980       155.57899       1.016608848
2014 Jul 07 16:45:00.0      20.21752       158.72435       1.016608694
2014 Jul 07 16:50:00.0      19.90373       161.96379       1.016608553
2014 Jul 07 16:55:00.0      19.64080       165.28734       1.016608427
2014 Jul 07 17:00:00.0      19.43083       168.68268       1.016608315
2014 Jul 07 17:05:00.0      19.27559       172.13528       1.016608216
2014 Jul 07 17:10:00.0      19.17643       175.62875       1.016608132
2014 Jul 07 17:15:00.0      19.13423       179.14527       1.016608061
2014 Jul 07 17:20:00.0      19.14937       182.66626       1.016608005
2014 Jul 07 17:25:00.0      19.22173       186.17292       1.016607962
2014 Jul 07 17:30:00.0      19.35064       189.64699       1.016607933
2014 Jul 07 17:35:00.0      19.53498       193.07136       1.016607919
2014 Jul 07 17:40:00.0      19.77316       196.43055       1.016607918
2014 Jul 07 17:45:00.0      20.06324       199.71117       1.016607931
2014 Jul 07 17:50:00.0      20.40296       202.90212       1.016607958
2014 Jul 07 17:55:00.0      20.78985       205.99471       1.016607999
2014 Jul 07 18:00:00.0      21.22128       208.98261       1.016608053
2014 Jul 07 18:05:00.0      21.69452       211.86171       1.016608122
2014 Jul 07 18:10:00.0      22.20685       214.62991       1.016608204
2014 Jul 07 18:15:00.0      22.75555       217.28683       1.016608299
2014 Jul 07 18:20:00.0      23.33799       219.83355       1.016608408
2014 Jul 07 18:25:00.0      23.95162       222.27230       1.016608531
2014 Jul 07 18:30:00.0      24.59402       224.60624       1.016608667
2014 Jul 07 18:35:00.0      25.26292       226.83920       1.016608816
2014 Jul 07 18:40:00.0      25.95616       228.97545       1.016608978
2014 Jul 07 18:45:00.0      26.67177       231.01958       1.016609153
2014 Jul 07 18:50:00.0      27.40788       232.97634       1.016609342
2014 Jul 07 18:55:00.0      28.16278       234.85051       1.016609543
2014 Jul 07 19:00:00.0      28.93490       236.64685       1.016609756
2014 Jul 07 19:05:00.0      29.72279       238.37000       1.016609983
2014 Jul 07 19:10:00.0      30.52511       240.02445       1.016610221
2014 Jul 07 19:15:00.0      31.34063       241.61453       1.016610472
2014 Jul 07 19:20:00.0      32.16824       243.14436       1.016610736
2014 Jul 07 19:25:00.0      33.00691       244.61783       1.016611011
2014 Jul 07 19:30:00.0      33.85568       246.03863       1.016611298
2014 Jul 07 19:35:00.0      34.71369       247.41023       1.016611596
2014 Jul 07 19:40:00.0      35.58014       248.73590       1.016611906
2014 Jul 07 19:45:00.0      36.45430       250.01868       1.016612228
2014 Jul 07 19:50:00.0      37.33549       251.26144       1.016612560
2014 Jul 07 19:55:00.0      38.22309       252.46684       1.016612904
2014 Jul 07 20:00:00.0      39.11652       253.63738       1.016613258
2014 Jul 07 20:05:00.0      40.01525       254.77539       1.016613623
2014 Jul 07 20:10:00.0      40.91878       255.88304       1.016613998
2014 Jul 07 20:15:00.0      41.82665       256.96235       1.016614383
2014 Jul 07 20:20:00.0      42.73845       258.01524       1.016614778
2014 Jul 07 20:25:00.0      43.65377       259.04346       1.016615183
2014 Jul 07 20:30:00.0      44.57223       260.04866       1.016615597
2014 Jul 07 20:35:00.0      45.49350       261.03241       1.016616021
2014 Jul 07 20:40:00.0      46.41724       261.99615       1.016616454
2014 Jul 07 20:45:00.0      47.34314       262.94122       1.016616895
2014 Jul 07 20:50:00.0      48.27092       263.86891       1.016617345
2014 Jul 07 20:55:00.0      49.20030       264.78042       1.016617803
2014 Jul 07 21:00:00.0      50.13102       265.67685       1.016618269
2014 Jul 07 21:05:00.0      51.06283       266.55927       1.016618744
2014 Jul 07 21:10:00.0      51.99550       267.42868       1.016619225
2014 Jul 07 21:15:00.0      52.92880       268.28600       1.016619714
2014 Jul 07 21:20:00.0      53.86252       269.13213       1.016620210
2014 Jul 07 21:25:00.0      54.79644       269.96790       1.016620713
2014 Jul 07 21:30:00.0      55.73037       270.79411       1.016621222
2014 Jul 07 21:35:00.0      56.66411       271.61150       1.016621738
2014 Jul 07 21:40:00.0      57.59749       272.42079       1.016622259
2014 Jul 07 21:45:00.0      58.53030       273.22266       1.016622786
2014 Jul 07 21:50:00.0      59.46239       274.01775       1.016623319
2014 Jul 07 21:55:00.0      60.39357       274.80669       1.016623857
2014 Jul 07 22:00:00.0      61.32368       275.59005       1.016624399
2014 Jul 07 22:05:00.0      62.25255       276.36841       1.016624946
2014 Jul 07 22:10:00.0      63.18002       277.14229       1.016625497
2014 Jul 07 22:15:00.0      64.10593       277.91223       1.016626052
2014 Jul 07 22:20:00.0      65.03011       278.67871       1.016626611
2014 Jul 07 22:25:00.0      65.95241       279.44222       1.016627173
2014 Jul 07 22:30:00.0      66.87267       280.20321       1.016627739
2014 Jul 07 22:35:00.0      67.79075       280.96214       1.016628307
2014 Jul 07 22:40:00.0      68.70647       281.71944       1.016628877
2014 Jul 07 22:45:00.0      69.61969       282.47551       1.016629450
2014 Jul 07 22:50:00.0      70.53025       283.23078       1.016630024
2014 Jul 07 22:55:00.0      71.43799       283.98562       1.016630601
2014 Jul 07 23:00:00.0      72.34276       284.74044       1.016631178
2014 Jul 07 23:05:00.0      73.24440       285.49559       1.016631756
2014 Jul 07 23:10:00.0      74.14276       286.25144       1.016632335
2014 Jul 07 23:15:00.0      75.03766       287.00836       1.016632914
2014 Jul 07 23:20:00.0      75.92896       287.76668       1.016633494
2014 Jul 07 23:25:00.0      76.81648       288.52675       1.016634073
2014 Jul 07 23:30:00.0      77.70006       289.28890       1.016634651
2014 Jul 07 23:35:00.0      78.57953       290.05347       1.016635229
2014 Jul 07 23:40:00.0      79.45472       290.82078       1.016635805
2014 Jul 07 23:45:00.0      80.32547       291.59113       1.016636380
2014 Jul 07 23:50:00.0      81.19158       292.36486       1.016636953
2014 Jul 07 23:55:00.0      82.05289       293.14226       1.016637524
2014 Jul 08 00:00:00.0      82.90920       293.92363       1.016638093
2014 Jul 08 00:05:00.0      83.76034       294.70929       1.016638658
2014 Jul 08 00:10:00.0      84.60611       295.49952       1.016639221
2014 Jul 08 00:15:00.0      85.44633       296.29462       1.016639781
2014 Jul 08 00:20:00.0      86.28078       297.09488       1.016640337
2014 Jul 08 00:25:00.0      87.10928       297.90058       1.016640889
2014 Jul 08 00:30:00.0      87.93161       298.71200       1.016641437
2014 Jul 08 00:35:00.0      88.74757       299.52942       1.016641980
2014 Jul 08 00:40:00.0      89.55694       300.35313       1.016642519
2014 Jul 08 00:45:00.0      90.35951       301.18338       1.016643052
2014 Jul 08 00:50:00.0      91.15503       302.02045       1.016643581
2014 Jul 08 00:55:00.0      91.94330       302.86460       1.016644103
2014 Jul 08 01:00:00.0      92.72408       303.71609       1.016644620
2014 Jul 08 01:05:00.0      93.49711       304.57518       1.016645131
2014 Jul 08 01:10:00.0      94.26217       305.44212       1.016645635
2014 Jul 08 01:15:00.0      95.01900       306.31715       1.016646132
2014 Jul 08 01:20:00.0      95.76735       307.20052       1.016646622
2014 Jul 08 01:25:00.0      96.50695       308.09246       1.016647105
2014 Jul 08 01:30:00.0      97.23754       308.99319       1.016647581
2014 Jul 08 01:35:00.0      97.95886       309.90295       1.016648049
2014 Jul 08 01:40:00.0      98.67061       310.82195       1.016648509
2014 Jul 08 01:45:00.0      99.37253       311.75039       1.016648960
2014 Jul 08 01:50:00.0     100.06432       312.68848       1.016649403
2014 Jul 08 01:55:00.0     100.74570       313.63639       1.016649837
2014 Jul 08 02:00:00.0     101.41636       314.59432       1.016650263
2014 Jul 08 02:05:00.0     102.07601       315.56243       1.016650679
2014 Jul 08 02:10:00.0     102.72433       316.54087       1.016651085
2014 Jul 08 02:15:00.0     103.36102       317.52980       1.016651482
2014 Jul 08 02:20:00.0     103.98576       318.52933       1.016651869
2014 Jul 08 02:25:00.0     104.59823       319.53959       1.016652246
2014 Jul 08 02:30:00.0     105.19812       320.56067       1.016652612
2014 Jul 08 02:35:00.0     105.78508       321.59267       1.016652968
2014 Jul 08 02:40:00.0     106.35880       322.63564       1.016653314
2014 Jul 08 02:45:00.0     106.91894       323.68963       1.016653648
2014 Jul 08 02:50:00.0     107.46517       324.75467       1.016653971
2014 Jul 08 02:55:00.0     107.99716       325.83077       1.016654283
2014 Jul 08 03:00:00.0     108.51456       326.91790       1.016654583
2014 Jul 08 03:05:00.0     109.01705       328.01604       1.016654872
2014 Jul 08 03:10:00.0     109.50428       329.12512       1.016655149
2014 Jul 08 03:15:00.0     109.97593       330.24505       1.016655414
2014 Jul 08 03:20:00.0     110.43166       331.37572       1.016655666
2014 Jul 08 03:25:00.0     110.87114       332.51698       1.016655907
2014 Jul 08 03:30:00.0     111.29405       333.66868       1.016656135
2014 Jul 08 03:35:00.0     111.70007       334.83062       1.016656350
2014 Jul 08 03:40:00.0     112.08888       336.00256       1.016656553
2014 Jul 08 03:45:00.0     112.46017       337.18427       1.016656743
2014 Jul 08 03:50:00.0     112.81364       338.37545       1.016656919
2014 Jul 08 03:55:00.0     113.14900       339.57580       1.016657083
2014 Jul 08 04:00:00.0     113.46596       340.78498       1.016657234
2014 Jul 08 04:05:00.0     113.76425       342.00261       1.016657371
2014 Jul 08 04:10:00.0     114.04360       343.22830       1.016657495
2014 Jul 08 04:15:00.0     114.30378       344.46162       1.016657605
2014 Jul 08 04:20:00.0     114.54454       345.70211       1.016657702
2014 Jul 08 04:25:00.0     114.76565       346.94931       1.016657785
2014 Jul 08 04:30:00.0     114.96692       348.20270       1.016657854
2014 Jul 08 04:35:00.0     115.14815       349.46176       1.016657910
2014 Jul 08 04:40:00.0     115.30917       350.72594       1.016657952
2014 Jul 08 04:45:00.0     115.44983       351.99466       1.016657979
2014 Jul 08 04:50:00.0     115.56997       353.26735       1.016657993
2014 Jul 08 04:55:00.0     115.66950       354.54339       1.016657993
2014 Jul 08 05:00:00.0     115.74830       355.82217       1.016657979
2014 Jul 08 05:05:00.0     115.80630       357.10306       1.016657951
2014 Jul 08 05:10:00.0     115.84345       358.38542       1.016657909
2014 Jul 08 05:15:00.0     115.85969       359.66862       1.016657853
2014 Jul 08 05:20:00.0     115.85503         0.95199       1.016657782
2014 Jul 08 05:25:00.0     115.82946         2.23491       1.016657698
2014 Jul 08 05:30:00.0     115.78301         3.51671       1.016657599
2014 Jul 08 05:35:00.0     115.71572         4.79676       1.016657487
2014 Jul 08 05:40:00.0     115.62766         6.07442       1.016657360
2014 Jul 08 05:45:00.0     115.51893         7.34908       1.016657220
2014 Jul 08 05:50:00.0     115.38962         8.62012       1.016657065
2014 Jul 08 05:55:00.0     115.23987         9.88694       1.016656897
2014 Jul 08 06:00:00.0     115.06981        11.14896       1.016656714
2014 Jul 08 06:05:00.0     114.87962        12.40563       1.016656518
2014 Jul 08 06:10:00.0     114.66948        13.65640       1.016656308
2014 Jul 08 06:15:00.0     114.43958        14.90075       1.016656085
2014 Jul 08 06:20:00.0     114.19013        16.13820       1.016655848
2014 Jul 08 06:25:00.0     113.92137        17.36826       1.016655597
2014 Jul 08 06:30:00.0     113.63354        18.59052       1.016655333
2014 Jul 08 06:35:00.0     113.32689        19.80454       1.016655055
2014 Jul 08 06:40:00.0     113.00170        21.00994       1.016654764
2014 Jul 08 06:45:00.0     112.65823        22.20637       1.016654460
2014 Jul 08 06:50:00.0     112.29678        23.39350       1.016654143
2014 Jul 08 06:55:00.0     111.91764        24.57103       1.016653813
2014 Jul 08 07:00:00.0     111.52112        25.73870       1.016653471
2014 Jul 08 07:05:00.0     111.10753        26.89625       1.016653115
2014 Jul 08 07:10:00.0     110.67720        28.04349       1.016652747
2014 Jul 08 07:15:00.0     110.23043        29.18023       1.016652367
2014 Jul 08 07:20:00.0     109.76757        30.30631       1.016651974
2014 Jul 08 07:25:00.0     109.28894        31.42161       1.016651570
2014 Jul 08 07:30:00.0     108.79487        32.52602       1.016651153
2014 Jul 08 07:35:00.0     108.28569        33.61947       1.016650725
2014 Jul 08 07:40:00.0     107.76175        34.70191       1.016650285
2014 Jul 08 07:45:00.0     107.22338        35.77331       1.016649834
2014 Jul 08 07:50:00.0     106.67092        36.83366       1.016649371
2014 Jul 08 07:55:00.0     106.10469        37.88299       1.016648898
2014 Jul 08 08:00:00.0     105.52504        38.92131       1.016648413
2014 Jul 08 08:05:00.0     104.93228        39.94870       1.016647918
2014 Jul 08 08:10:00.0     104.32676        40.96523       1.016647413
2014 Jul 08 08:15:00.0     103.70879        41.97099       1.016646897
2014 Jul 08 08:20:00.0     103.07870        42.96607       1.016646371
2014 Jul 08 08:25:00.0     102.43680        43.95062       1.016645835
2014 Jul 08 08:30:00.0     101.78341        44.92476       1.016645290
2014 Jul 08 08:35:00.0     101.11883        45.88864       1.016644736
2014 Jul 08 08:40:00.0     100.44338        46.84243       1.016644172
2014 Jul 08 08:45:00.0      99.75735        47.78630       1.016643599
2014 Jul 08 08:50:00.0      99.06103        48.72043       1.016643018
2014 Jul 08 08:55:00.0      98.35471        49.64502       1.016642428
2014 Jul 08 09:00:00.0      97.63869        50.56027       1.016641831
2014 Jul 08 09:05:00.0      96.91324        51.46639       1.016641225
2014 Jul 08 09:10:00.0      96.17863        52.36359       1.016640612
2014 Jul 08 09:15:00.0      95.43513        53.25212       1.016639991
2014 Jul 08 09:20:00.0      94.68300        54.13219       1.016639363
2014 Jul 08 09:25:00.0      93.92251        55.00405       1.016638728
2014 Jul 08 09:30:00.0      93.15391        55.86793       1.016638087
2014 Jul 08 09:35:00.0      92.37744        56.72410       1.016637439
2014 Jul 08 09:40:00.0      91.59334        57.57279       1.016636785
2014 Jul 08 09:45:00.0      90.80186        58.41428       1.016636126
2014 Jul 08 09:50:00.0      90.00322        59.24882       1.016635461
2014 Jul 08 09:55:00.0      89.19765        60.07668       1.016634790
2014 Jul 08 10:00:00.0      88.38537        60.89813       1.016634115
2014 Jul 08 10:05:00.0      87.56661        61.71344       1.016633435
2014 Jul 08 10:10:00.0      86.74157        62.52289       1.016632751
2014 Jul 08 10:15:00.0      85.91046        63.32676       1.016632063
2014 Jul 08 10:20:00.0      85.07349        64.12533       1.016631371
2014 Jul 08 10:25:00.0      84.23085        64.91890       1.016630675
2014 Jul 08 10:30:00.0      83.38275        65.70774       1.016629977
2014 Jul 08 10:35:00.0      82.52937        66.49217       1.016629275
2014 Jul 08 10:40:00.0      81.67090        67.27248       1.016628571
2014 Jul 08 10:45:00.0      80.80753        68.04896       1.016627865
2014 Jul 08 10:50:00.0      79.93943        68.82193       1.016627157
2014 Jul 08 10:55:00.0      79.06680        69.59170       1.016626447
2014 Jul 08 11:00:00.0      78.18979        70.35857       1.016625735
2014 Jul 08 11:05:00.0      77.30859        71.12289       1.016625023
2014 Jul 08 11:10:00.0      76.42336        71.88496       1.016624310
2014 Jul 08 11:15:00.0      75.53428        72.64513       1.016623596
2014 Jul 08 11:20:00.0      74.64150        73.40373       1.016622883
2014 Jul 08 11:25:00.0      73.74519        74.16110       1.016622169
2014 Jul 08 11:30:00.0      72.84551        74.91761       1.016621456
2014 Jul 08 11:35:00.0      71.94262        75.67360       1.016620744
2014 Jul 08 11:40:00.0      71.03669        76.42946       1.016620033
2014 Jul 08 11:45:00.0      70.12786        77.18556       1.016619323
2014 Jul 08 11:50:00.0      69.21629        77.94228       1.016618615
2014 Jul 08 11:55:00.0      68.30215        78.70003       1.016617909
2014 Jul 08 12:00:00.0      67.38558        79.45923       1.016617205
2014 Jul 08 12:05:00.0      66.46675        80.22029       1.016616504
2014 Jul 08 12:10:00.0      65.54580        80.98366       1.016615805
2014 Jul 08 12:15:00.0      64.62290        81.74979       1.016615110
2014 Jul 08 12:20:00.0      63.69820        82.51915       1.016614419
2014 Jul 08 12:25:00.0      62.77187        83.29223       1.016613731
2014 Jul 08 12:30:00.0      61.84406        84.06954       1.016613047
2014 Jul 08 12:35:00.0      60.91493        84.85161       1.016612368
2014 Jul 08 12:40:00.0      59.98466        85.63898       1.016611693
2014 Jul 08 12:45:00.0      59.05341        86.43225       1.016611024
2014 Jul 08 12:50:00.0      58.12135        87.23200       1.016610359
2014 Jul 08 12:55:00.0      57.18865        88.03888       1.016609700
2014 Jul 08 13:00:00.0      56.25551        88.85354       1.016609047
2014 Jul 08 13:05:00.0      55.32209        89.67667       1.016608400
2014 Jul 08 13:10:00.0      54.38861        90.50903       1.016607760
2014 Jul 08 13:15:00.0      53.45524        91.35136       1.016607126
2014 Jul 08 13:20:00.0      52.52220        92.20450       1.016606498
2014 Jul 08 13:25:00.0      51.58969        93.06929       1.016605878
2014 Jul 08 13:30:00.0      50.65795        93.94666       1.016605266
2014 Jul 08 13:35:00.0      49.72720        94.83757       1.016604661
2014 Jul 08 13:40:00.0      48.79769        95.74304       1.016604064
2014 Jul 08 13:45:00.0      47.86966        96.66416       1.016603475
2014 Jul 08 13:50:00.0      46.94340        97.60208       1.016602895
2014 Jul 08 13:55:00.0      46.01918        98.55805       1.016602323
2014 Jul 08 14:00:00.0      45.09730        99.53336       1.016601760
2014 Jul 08 14:05:00.0      44.17808       100.52943       1.016601207
2014 Jul 08 14:10:00.0      43.26187       101.54775       1.016600662
2014 Jul 08 14:15:00.0      42.34902       102.58990       1.016600128
2014 Jul 08 14:20:00.0      41.43992       103.65761       1.016599603
2014 Jul 08 14:25:00.0      40.53498       104.75270       1.016599088
2014 Jul 08 14:30:00.0      39.63465       105.87712       1.016598583
2014 Jul 08 14:35:00.0      38.73941       107.03296       1.016598089
2014 Jul 08 14:40:00.0      37.84977       108.22248       1.016597606
2014 Jul 08 14:45:00.0      36.96628       109.44807       1.016597133
2014 Jul 08 14:50:00.0      36.08956       110.71229       1.016596671
2014 Jul 08 14:55:00.0      35.22025       112.01790       1.016596221
2014 Jul 08 15:00:00.0      34.35905       113.36784       1.016595782
2014 Jul 08 15:05:00.0      33.50674       114.76523       1.016595354
2014 Jul 08 15:10:00.0      32.66415       116.21343       1.016594939
2014 Jul 08 15:15:00.0      31.83218       117.71598       1.016594535
2014 Jul 08 15:20:00.0      31.01183       119.27665       1.016594143
2014 Jul 08 15:25:00.0      30.20417       120.89940       1.016593764
2014 Jul 08 15:30:00.0      29.41038       122.58843       1.016593396
2014 Jul 08 15:35:00.0      28.63172       124.34808       1.016593042
2014 Jul 08 15:40:00.0      27.86961       126.18288       1.016592700
2014 Jul 08 15:45:00.0      27.12554       128.09746       1.016592370
2014 Jul 08 15:50:00.0      26.40115       130.09655       1.016592054
2014 Jul 08 15:55:00.0      25.69822       132.18483       1.016591750
2014 Jul 08 16:00:00.0      25.01867       134.36690       1.016591460
2014 Jul 08 16:05:00.0      24.36456       136.64712       1.016591183
2014 Jul 08 16:10:00.0      23.73808       139.02947       1.016590919
2014 Jul 08 16:15:00.0      23.14158       141.51736       1.016590669
2014 Jul 08 16:20:00.0      22.57752       144.11342       1.016590432
2014 Jul 08 16:25:00.0      22.04847       146.81925       1.016590209
2014 Jul 08 16:30:00.0      21.55709       149.63515       1.016589999
2014 Jul 08 16:35:00.0      21.10608       152.55986       1.016589803
2014 Jul 08 16:40:00.0      20.69815       155.59026       1.016589621
2014 Jul 08 16:45:00.0      20.33595       158.72116       1.016589452
2014 Jul 08 16:50:00.0      20.02201       161.94511       1.016589298
2014 Jul 08 16:55:00.0      19.75868       165.25231       1.016589157
2014 Jul 08 17:00:00.0      19.54804       168.63063       1.016589030
2014 Jul 08 17:05:00.0      19.39185       172.06580       1.016588917
2014 Jul 08 17:10:00.0      19.29144       175.54171       1.016588819
2014 Jul 08 17:15:00.0      19.24770       179.04087       1.016588734
2014 Jul 08 17:20:00.0      19.26103       182.54498       1.016588663
2014 Jul 08 17:25:00.0      19.33130       186.03556       1.016588606
2014 Jul 08 17:30:00.0      19.45790       189.49460       1.016588563
2014 Jul 08 17:35:00.0      19.63971       192.90520       1.016588534
2014 Jul 08 17:40:00.0      19.87520       196.25204       1.016588519
2014 Jul 08 17:45:00.0      20.16245       199.52183       1.016588518
2014 Jul 08 17:50:00.0      20.49925       202.70351       1.016588531
2014 Jul 08 17:55:00.0      20.88316       205.78839       1.016588558
2014 Jul 08 18:00:00.0      21.31157       208.77007       1.016588598
2014 Jul 08 18:05:00.0      21.78182       211.64435       1.016588652
2014 Jul 08 18:10:00.0      22.29118       214.40903       1.016588720
2014 Jul 08 18:15:00.0      22.83697       217.06359       1.016588801
2014 Jul 08 18:20:00.0      23.41657       219.60898       1.016588896
2014 Jul 08 18:25:00.0      24.02745       222.04730       1.016589005
2014 Jul 08 18:30:00.0      24.66721       224.38158       1.016589126
2014 Jul 08 18:35:00.0      25.33358       226.61552       1.016589262
2014 Jul 08 18:40:00.0      26.02440       228.75330       1.016589410
