                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                       David Rittenhouse Laboratory                       
              Location:  W 75°11'20.4", N39°57'08.1",    12m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 06 16:40:00.0     110.79572        87.26292        390056.482
2014 Jul 06 16:45:00.0     109.88207        88.06314        389940.159
2014 Jul 06 16:50:00.0     108.96777        88.85830        389823.226
2014 Jul 06 16:55:00.0     108.05298        89.64889        389705.728
2014 Jul 06 17:00:00.0     107.13788        90.43537        389587.708
2014 Jul 06 17:05:00.0     106.22266        91.21823        389469.210
2014 Jul 06 17:10:00.0     105.30749        91.99791        389350.276
2014 Jul 06 17:15:00.0     104.39252        92.77486        389230.953
2014 Jul 06 17:20:00.0     103.47794        93.54951        389111.282
2014 Jul 06 17:25:00.0     102.56392        94.32228        388991.310
2014 Jul 06 17:30:00.0     101.65061        95.09361        388871.081
2014 Jul 06 17:35:00.0     100.73819        95.86390        388750.640
2014 Jul 06 17:40:00.0      99.82683        96.63355        388630.031
2014 Jul 06 17:45:00.0      98.91668        97.40297        388509.299
2014 Jul 06 17:50:00.0      98.00793        98.17255        388388.490
2014 Jul 06 17:55:00.0      97.10073        98.94268        388267.648
2014 Jul 06 18:00:00.0      96.19526        99.71374        388146.819
2014 Jul 06 18:05:00.0      95.29168       100.48613        388026.048
2014 Jul 06 18:10:00.0      94.39018       101.26021        387905.381
2014 Jul 06 18:15:00.0      93.49093       102.03637        387784.862
2014 Jul 06 18:20:00.0      92.59409       102.81498        387664.536
2014 Jul 06 18:25:00.0      91.69987       103.59641        387544.449
2014 Jul 06 18:30:00.0      90.80842       104.38104        387424.645
2014 Jul 06 18:35:00.0      89.91995       105.16924        387305.170
2014 Jul 06 18:40:00.0      89.03465       105.96137        387186.068
2014 Jul 06 18:45:00.0      88.15269       106.75781        387067.384
2014 Jul 06 18:50:00.0      87.27429       107.55893        386949.162
2014 Jul 06 18:55:00.0      86.39963       108.36510        386831.447
2014 Jul 06 19:00:00.0      85.52894       109.17669        386714.282
2014 Jul 06 19:05:00.0      84.66241       109.99407        386597.712
2014 Jul 06 19:10:00.0      83.80027       110.81762        386481.780
2014 Jul 06 19:15:00.0      82.94273       111.64770        386366.530
2014 Jul 06 19:20:00.0      82.09003       112.48470        386252.005
2014 Jul 06 19:25:00.0      81.24239       113.32900        386138.246
2014 Jul 06 19:30:00.0      80.40005       114.18096        386025.298
2014 Jul 06 19:35:00.0      79.56326       115.04096        385913.201
2014 Jul 06 19:40:00.0      78.73227       115.90940        385801.999
2014 Jul 06 19:45:00.0      77.90734       116.78664        385691.731
2014 Jul 06 19:50:00.0      77.08874       117.67307        385582.439
2014 Jul 06 19:55:00.0      76.27674       118.56907        385474.164
2014 Jul 06 20:00:00.0      75.47163       119.47502        385366.945
2014 Jul 06 20:05:00.0      74.67369       120.39131        385260.822
2014 Jul 06 20:10:00.0      73.88322       121.31830        385155.835
2014 Jul 06 20:15:00.0      73.10053       122.25640        385052.022
2014 Jul 06 20:20:00.0      72.32593       123.20596        384949.422
2014 Jul 06 20:25:00.0      71.55976       124.16736        384848.071
2014 Jul 06 20:30:00.0      70.80234       125.14098        384748.006
2014 Jul 06 20:35:00.0      70.05402       126.12718        384649.266
2014 Jul 06 20:40:00.0      69.31515       127.12632        384551.884
2014 Jul 06 20:45:00.0      68.58609       128.13875        384455.897
2014 Jul 06 20:50:00.0      67.86722       129.16482        384361.339
2014 Jul 06 20:55:00.0      67.15891       130.20487        384268.245
2014 Jul 06 21:00:00.0      66.46156       131.25920        384176.647
2014 Jul 06 21:05:00.0      65.77558       132.32815        384086.578
2014 Jul 06 21:10:00.0      65.10136       133.41199        383998.071
2014 Jul 06 21:15:00.0      64.43932       134.51101        383911.156
2014 Jul 06 21:20:00.0      63.78991       135.62547        383825.865
2014 Jul 06 21:25:00.0      63.15354       136.75561        383742.226
2014 Jul 06 21:30:00.0      62.53067       137.90164        383660.270
2014 Jul 06 21:35:00.0      61.92175       139.06375        383580.024
2014 Jul 06 21:40:00.0      61.32723       140.24210        383501.517
2014 Jul 06 21:45:00.0      60.74759       141.43682        383424.774
2014 Jul 06 21:50:00.0      60.18329       142.64800        383349.822
2014 Jul 06 21:55:00.0      59.63481       143.87569        383276.686
2014 Jul 06 22:00:00.0      59.10262       145.11993        383205.390
2014 Jul 06 22:05:00.0      58.58721       146.38067        383135.959
2014 Jul 06 22:10:00.0      58.08907       147.65785        383068.413
2014 Jul 06 22:15:00.0      57.60866       148.95135        383002.776
2014 Jul 06 22:20:00.0      57.14649       150.26100        382939.068
2014 Jul 06 22:25:00.0      56.70301       151.58657        382877.308
2014 Jul 06 22:30:00.0      56.27871       152.92780        382817.517
2014 Jul 06 22:35:00.0      55.87405       154.28435        382759.713
2014 Jul 06 22:40:00.0      55.48948       155.65582        382703.912
2014 Jul 06 22:45:00.0      55.12547       157.04175        382650.131
2014 Jul 06 22:50:00.0      54.78243       158.44164        382598.385
2014 Jul 06 22:55:00.0      54.46079       159.85492        382548.689
2014 Jul 06 23:00:00.0      54.16096       161.28094        382501.057
2014 Jul 06 23:05:00.0      53.88331       162.71900        382455.501
2014 Jul 06 23:10:00.0      53.62822       164.16837        382412.032
2014 Jul 06 23:15:00.0      53.39602       165.62821        382370.662
2014 Jul 06 23:20:00.0      53.18703       167.09767        382331.399
2014 Jul 06 23:25:00.0      53.00154       168.57584        382294.254
2014 Jul 06 23:30:00.0      52.83981       170.06173        382259.232
2014 Jul 06 23:35:00.0      52.70207       171.55436        382226.342
2014 Jul 06 23:40:00.0      52.58852       173.05266        382195.589
2014 Jul 06 23:45:00.0      52.49932       174.55556        382166.978
2014 Jul 06 23:50:00.0      52.43461       176.06196        382140.512
2014 Jul 06 23:55:00.0      52.39449       177.57073        382116.194
2014 Jul 07 00:00:00.0      52.37901       179.08072        382094.026
2014 Jul 07 00:05:00.0      52.38819       180.59078        382074.009
2014 Jul 07 00:10:00.0      52.42204       182.09976        382056.143
2014 Jul 07 00:15:00.0      52.48049       183.60653        382040.426
2014 Jul 07 00:20:00.0      52.56346       185.10994        382026.856
2014 Jul 07 00:25:00.0      52.67084       186.60888        382015.430
2014 Jul 07 00:30:00.0      52.80248       188.10226        382006.144
2014 Jul 07 00:35:00.0      52.95817       189.58903        381998.993
2014 Jul 07 00:40:00.0      53.13771       191.06816        381993.970
2014 Jul 07 00:45:00.0      53.34085       192.53867        381991.068
2014 Jul 07 00:50:00.0      53.56730       193.99965        381990.280
2014 Jul 07 00:55:00.0      53.81676       195.45019        381991.595
2014 Jul 07 01:00:00.0      54.08890       196.88947        381995.005
2014 Jul 07 01:05:00.0      54.38335       198.31672        382000.497
2014 Jul 07 01:10:00.0      54.69975       199.73122        382008.060
2014 Jul 07 01:15:00.0      55.03770       201.13233        382017.682
2014 Jul 07 01:20:00.0      55.39679       202.51943        382029.347
2014 Jul 07 01:25:00.0      55.77658       203.89201        382043.041
2014 Jul 07 01:30:00.0      56.17663       205.24959        382058.749
2014 Jul 07 01:35:00.0      56.59649       206.59175        382076.454
2014 Jul 07 01:40:00.0      57.03571       207.91814        382096.137
2014 Jul 07 01:45:00.0      57.49380       209.22847        382117.782
2014 Jul 07 01:50:00.0      57.97030       210.52249        382141.367
2014 Jul 07 01:55:00.0      58.46473       211.80002        382166.873
2014 Jul 07 02:00:00.0      58.97661       213.06092        382194.278
2014 Jul 07 02:05:00.0      59.50546       214.30511        382223.561
2014 Jul 07 02:10:00.0      60.05079       215.53253        382254.699
2014 Jul 07 02:15:00.0      60.61213       216.74320        382287.668
2014 Jul 07 02:20:00.0      61.18901       217.93716        382322.442
2014 Jul 07 02:25:00.0      61.78095       219.11448        382358.998
2014 Jul 07 02:30:00.0      62.38750       220.27529        382397.308
2014 Jul 07 02:35:00.0      63.00819       221.41972        382437.346
2014 Jul 07 02:40:00.0      63.64257       222.54796        382479.084
2014 Jul 07 02:45:00.0      64.29019       223.66021        382522.493
2014 Jul 07 02:50:00.0      64.95063       224.75669        382567.544
2014 Jul 07 02:55:00.0      65.62345       225.83765        382614.207
2014 Jul 07 03:00:00.0      66.30823       226.90337        382662.451
2014 Jul 07 03:05:00.0      67.00457       227.95412        382712.245
2014 Jul 07 03:10:00.0      67.71206       228.99022        382763.557
2014 Jul 07 03:15:00.0      68.43031       230.01197        382816.353
2014 Jul 07 03:20:00.0      69.15894       231.01970        382870.601
2014 Jul 07 03:25:00.0      69.89758       232.01375        382926.266
2014 Jul 07 03:30:00.0      70.64587       232.99447        382983.313
2014 Jul 07 03:35:00.0      71.40345       233.96219        383041.707
2014 Jul 07 03:40:00.0      72.16999       234.91730        383101.413
2014 Jul 07 03:45:00.0      72.94514       235.86013        383162.392
2014 Jul 07 03:50:00.0      73.72858       236.79107        383224.610
2014 Jul 07 03:55:00.0      74.52001       237.71048        383288.027
2014 Jul 07 04:00:00.0      75.31911       238.61874        383352.606
2014 Jul 07 04:05:00.0      76.12558       239.51621        383418.309
2014 Jul 07 04:10:00.0      76.93914       240.40327        383485.095
2014 Jul 07 04:15:00.0      77.75951       241.28030        383552.926
2014 Jul 07 04:20:00.0      78.58642       242.14766        383621.761
2014 Jul 07 04:25:00.0      79.41959       243.00573        383691.560
2014 Jul 07 04:30:00.0      80.25878       243.85489        383762.283
2014 Jul 07 04:35:00.0      81.10374       244.69550        383833.887
2014 Jul 07 04:40:00.0      81.95421       245.52793        383906.332
2014 Jul 07 04:45:00.0      82.80998       246.35256        383979.575
2014 Jul 07 04:50:00.0      83.67080       247.16974        384053.574
2014 Jul 07 04:55:00.0      84.53646       247.97984        384128.287
2014 Jul 07 05:00:00.0      85.40674       248.78324        384203.670
2014 Jul 07 05:05:00.0      86.28143       249.58028        384279.682
2014 Jul 07 05:10:00.0      87.16033       250.37133        384356.277
2014 Jul 07 05:15:00.0      88.04322       251.15675        384433.413
2014 Jul 07 05:20:00.0      88.92993       251.93690        384511.046
2014 Jul 07 05:25:00.0      89.82025       252.71213        384589.131
2014 Jul 07 05:30:00.0      90.71401       253.48281        384667.625
2014 Jul 07 05:35:00.0      91.61101       254.24928        384746.484
2014 Jul 07 05:40:00.0      92.51109       255.01191        384825.662
2014 Jul 07 05:45:00.0      93.41406       255.77106        384905.116
2014 Jul 07 05:50:00.0      94.31976       256.52707        384984.801
2014 Jul 07 05:55:00.0      95.22802       257.28032        385064.671
2014 Jul 07 06:00:00.0      96.13867       258.03115        385144.683
2014 Jul 07 06:05:00.0      97.05155       258.77994        385224.792
2014 Jul 07 06:10:00.0      97.96649       259.52705        385304.952
2014 Jul 07 06:15:00.0      98.88335       260.27284        385385.120
2014 Jul 07 06:20:00.0      99.80197       261.01768        385465.250
2014 Jul 07 06:25:00.0     100.72218       261.76195        385545.298
2014 Jul 07 06:30:00.0     101.64384       262.50603        385625.219
2014 Jul 07 06:35:00.0     102.56680       263.25031        385704.968
2014 Jul 07 06:40:00.0     103.49089       263.99516        385784.502
2014 Jul 07 06:45:00.0     104.41597       264.74099        385863.776
2014 Jul 07 06:50:00.0     105.34189       265.48820        385942.746
2014 Jul 07 06:55:00.0     106.26849       266.23721        386021.368
2014 Jul 07 07:00:00.0     107.19563       266.98842        386099.599
2014 Jul 07 07:05:00.0     108.12314       267.74228        386177.394
2014 Jul 07 07:10:00.0     109.05088       268.49921        386254.711
2014 Jul 07 07:15:00.0     109.97869       269.25967        386331.507
2014 Jul 07 07:20:00.0     110.90641       270.02413        386407.738
2014 Jul 07 07:25:00.0     111.83388       270.79305        386483.363
2014 Jul 07 07:30:00.0     112.76094       271.56692        386558.339
2014 Jul 07 07:35:00.0     113.68742       272.34626        386632.624
2014 Jul 07 07:40:00.0     114.61315       273.13157        386706.177
2014 Jul 07 07:45:00.0     115.53796       273.92341        386778.957
2014 Jul 07 07:50:00.0     116.46168       274.72232        386850.922
2014 Jul 07 07:55:00.0     117.38411       275.52889        386922.033
2014 Jul 07 08:00:00.0     118.30508       276.34372        386992.250
2014 Jul 07 08:05:00.0     119.22439       277.16742        387061.532
2014 Jul 07 08:10:00.0     120.14183       278.00065        387129.841
2014 Jul 07 08:15:00.0     121.05721       278.84408        387197.138
2014 Jul 07 08:20:00.0     121.97029       279.69841        387263.385
2014 Jul 07 08:25:00.0     122.88087       280.56438        387328.544
2014 Jul 07 08:30:00.0     123.78870       281.44275        387392.578
2014 Jul 07 08:35:00.0     124.69354       282.33432        387455.451
2014 Jul 07 08:40:00.0     125.59514       283.23992        387517.125
2014 Jul 07 08:45:00.0     126.49323       284.16043        387577.566
2014 Jul 07 08:50:00.0     127.38752       285.09676        387636.738
2014 Jul 07 08:55:00.0     128.27773       286.04986        387694.608
2014 Jul 07 09:00:00.0     129.16353       287.02074        387751.140
2014 Jul 07 09:05:00.0     130.04461       288.01044        387806.302
2014 Jul 07 09:10:00.0     130.92061       289.02006        387860.061
2014 Jul 07 09:15:00.0     131.79118       290.05075        387912.385
2014 Jul 07 09:20:00.0     132.65592       291.10372        387963.243
2014 Jul 07 09:25:00.0     133.51443       292.18021        388012.604
2014 Jul 07 09:30:00.0     134.36626       293.28154        388060.437
2014 Jul 07 09:35:00.0     135.21097       294.40910        388106.715
2014 Jul 07 09:40:00.0     136.04806       295.56430        388151.406
2014 Jul 07 09:45:00.0     136.87701       296.74865        388194.485
2014 Jul 07 09:50:00.0     137.69728       297.96370        388235.923
2014 Jul 07 09:55:00.0     138.50827       299.21106        388275.694
2014 Jul 07 10:00:00.0     139.30936       300.49242        388313.772
2014 Jul 07 10:05:00.0     140.09988       301.80948        388350.132
2014 Jul 07 10:10:00.0     140.87914       303.16404        388384.750
2014 Jul 07 10:15:00.0     141.64639       304.55791        388417.601
2014 Jul 07 10:20:00.0     142.40082       305.99296        388448.664
2014 Jul 07 10:25:00.0     143.14158       307.47106        388477.917
2014 Jul 07 10:30:00.0     143.86780       308.99411        388505.337
2014 Jul 07 10:35:00.0     144.57851       310.56400        388530.905
2014 Jul 07 10:40:00.0     145.27270       312.18260        388554.601
2014 Jul 07 10:45:00.0     145.94933       313.85173        388576.406
2014 Jul 07 10:50:00.0     146.60728       315.57312        388596.303
2014 Jul 07 10:55:00.0     147.24536       317.34841        388614.273
2014 Jul 07 11:00:00.0     147.86237       319.17907        388630.301
2014 Jul 07 11:05:00.0     148.45701       321.06639        388644.371
2014 Jul 07 11:10:00.0     149.02797       323.01142        388656.469
2014 Jul 07 11:15:00.0     149.57387       325.01492        388666.580
2014 Jul 07 11:20:00.0     150.09331       327.07728        388674.693
2014 Jul 07 11:25:00.0     150.58485       329.19850        388680.794
2014 Jul 07 11:30:00.0     151.04705       331.37811        388684.872
2014 Jul 07 11:35:00.0     151.47846       333.61513        388686.918
2014 Jul 07 11:40:00.0     151.87762       335.90797        388686.922
2014 Jul 07 11:45:00.0     152.24315       338.25444        388684.874
2014 Jul 07 11:50:00.0     152.57366       340.65169        388680.768
2014 Jul 07 11:55:00.0     152.86787       343.09618        388674.597
2014 Jul 07 12:00:00.0     153.12458       345.58369        388666.354
2014 Jul 07 12:05:00.0     153.34269       348.10935        388656.035
2014 Jul 07 12:10:00.0     153.52124       350.66764        388643.635
2014 Jul 07 12:15:00.0     153.65943       353.25249        388629.151
2014 Jul 07 12:20:00.0     153.75662       355.85737        388612.580
2014 Jul 07 12:25:00.0     153.81236       358.47534        388593.923
2014 Jul 07 12:30:00.0     153.82640         1.09926        388573.176
2014 Jul 07 12:35:00.0     153.79866         3.72183        388550.342
2014 Jul 07 12:40:00.0     153.72931         6.33582        388525.420
2014 Jul 07 12:45:00.0     153.61869         8.93414        388498.414
2014 Jul 07 12:50:00.0     153.46732        11.51000        388469.326
2014 Jul 07 12:55:00.0     153.27593        14.05703        388438.159
2014 Jul 07 13:00:00.0     153.04540        16.56936        388404.920
2014 Jul 07 13:05:00.0     152.77674        19.04172        388369.613
2014 Jul 07 13:10:00.0     152.47110        21.46948        388332.244
2014 Jul 07 13:15:00.0     152.12974        23.84869        388292.822
2014 Jul 07 13:20:00.0     151.75399        26.17607        388251.354
2014 Jul 07 13:25:00.0     151.34523        28.44902        388207.850
2014 Jul 07 13:30:00.0     150.90490        30.66560        388162.320
2014 Jul 07 13:35:00.0     150.43446        32.82446        388114.774
2014 Jul 07 13:40:00.0     149.93536        34.92482        388065.224
2014 Jul 07 13:45:00.0     149.40905        36.96638        388013.683
2014 Jul 07 13:50:00.0     148.85697        38.94932        387960.165
2014 Jul 07 13:55:00.0     148.28051        40.87418        387904.683
2014 Jul 07 14:00:00.0     147.68103        42.74183        387847.253
2014 Jul 07 14:05:00.0     147.05985        44.55341        387787.891
2014 Jul 07 14:10:00.0     146.41822        46.31031        387726.613
2014 Jul 07 14:15:00.0     145.75736        48.01404        387663.438
2014 Jul 07 14:20:00.0     145.07843        49.66630        387598.383
2014 Jul 07 14:25:00.0     144.38252        51.26886        387531.469
2014 Jul 07 14:30:00.0     143.67067        52.82356        387462.714
2014 Jul 07 14:35:00.0     142.94388        54.33227        387392.140
2014 Jul 07 14:40:00.0     142.20307        55.79689        387319.769
2014 Jul 07 14:45:00.0     141.44912        57.21932        387245.623
2014 Jul 07 14:50:00.0     140.68286        58.60143        387169.725
2014 Jul 07 14:55:00.0     139.90508        59.94507        387092.099
2014 Jul 07 15:00:00.0     139.11652        61.25205        387012.770
2014 Jul 07 15:05:00.0     138.31785        62.52411        386931.763
2014 Jul 07 15:10:00.0     137.50975        63.76298        386849.104
2014 Jul 07 15:15:00.0     136.69280        64.97030        386764.821
2014 Jul 07 15:20:00.0     135.86761        66.14766        386678.941
2014 Jul 07 15:25:00.0     135.03470        67.29660        386591.491
2014 Jul 07 15:30:00.0     134.19458        68.41859        386502.503
2014 Jul 07 15:35:00.0     133.34774        69.51504        386412.004
2014 Jul 07 15:40:00.0     132.49463        70.58731        386320.025
2014 Jul 07 15:45:00.0     131.63568        71.63668        386226.597
2014 Jul 07 15:50:00.0     130.77130        72.66439        386131.752
2014 Jul 07 15:55:00.0     129.90186        73.67163        386035.522
2014 Jul 07 16:00:00.0     129.02772        74.65952        385937.940
2014 Jul 07 16:05:00.0     128.14923        75.62914        385839.040
2014 Jul 07 16:10:00.0     127.26671        76.58153        385738.854
2014 Jul 07 16:15:00.0     126.38048        77.51767        385637.419
2014 Jul 07 16:20:00.0     125.49082        78.43849        385534.769
2014 Jul 07 16:25:00.0     124.59801        79.34489        385430.939
2014 Jul 07 16:30:00.0     123.70233        80.23774        385325.967
2014 Jul 07 16:35:00.0     122.80402        81.11786        385219.889
2014 Jul 07 16:40:00.0     121.90334        81.98602        385112.741
2014 Jul 07 16:45:00.0     121.00051        82.84299        385004.563
2014 Jul 07 16:50:00.0     120.09576        83.68948        384895.391
2014 Jul 07 16:55:00.0     119.18931        84.52619        384785.266
2014 Jul 07 17:00:00.0     118.28137        85.35378        384674.225
2014 Jul 07 17:05:00.0     117.37214        86.17289        384562.308
2014 Jul 07 17:10:00.0     116.46182        86.98413        384449.556
2014 Jul 07 17:15:00.0     115.55060        87.78809        384336.008
2014 Jul 07 17:20:00.0     114.63866        88.58535        384221.705
2014 Jul 07 17:25:00.0     113.72619        89.37645        384106.689
2014 Jul 07 17:30:00.0     112.81336        90.16192        383991.000
2014 Jul 07 17:35:00.0     111.90035        90.94229        383874.680
2014 Jul 07 17:40:00.0     110.98732        91.71803        383757.772
2014 Jul 07 17:45:00.0     110.07444        92.48965        383640.318
2014 Jul 07 17:50:00.0     109.16188        93.25761        383522.359
2014 Jul 07 17:55:00.0     108.24981        94.02236        383403.940
2014 Jul 07 18:00:00.0     107.33838        94.78434        383285.102
2014 Jul 07 18:05:00.0     106.42775        95.54400        383165.890
2014 Jul 07 18:10:00.0     105.51808        96.30175        383046.346
2014 Jul 07 18:15:00.0     104.60953        97.05801        382926.514
2014 Jul 07 18:20:00.0     103.70227        97.81317        382806.438
2014 Jul 07 18:25:00.0     102.79644        98.56765        382686.162
2014 Jul 07 18:30:00.0     101.89221        99.32182        382565.729
2014 Jul 07 18:35:00.0     100.98974       100.07607        382445.184
2014 Jul 07 18:40:00.0     100.08918       100.83077        382324.572
2014 Jul 07 18:45:00.0      99.19070       101.58631        382203.935
2014 Jul 07 18:50:00.0      98.29447       102.34304        382083.319
2014 Jul 07 18:55:00.0      97.40064       103.10132        381962.768
2014 Jul 07 19:00:00.0      96.50939       103.86152        381842.325
2014 Jul 07 19:05:00.0      95.62088       104.62400        381722.036
2014 Jul 07 19:10:00.0      94.73528       105.38910        381601.945
2014 Jul 07 19:15:00.0      93.85277       106.15717        381482.095
2014 Jul 07 19:20:00.0      92.97352       106.92856        381362.531
2014 Jul 07 19:25:00.0      92.09773       107.70362        381243.296
2014 Jul 07 19:30:00.0      91.22556       108.48269        381124.435
2014 Jul 07 19:35:00.0      90.35720       109.26612        381005.992
2014 Jul 07 19:40:00.0      89.49286       110.05424        380888.009
2014 Jul 07 19:45:00.0      88.63272       110.84740        380770.530
2014 Jul 07 19:50:00.0      87.77698       111.64593        380653.599
2014 Jul 07 19:55:00.0      86.92586       112.45019        380537.258
2014 Jul 07 20:00:00.0      86.07955       113.26050        380421.551
2014 Jul 07 20:05:00.0      85.23827       114.07720        380306.518
2014 Jul 07 20:10:00.0      84.40225       114.90064        380192.204
2014 Jul 07 20:15:00.0      83.57171       115.73115        380078.649
2014 Jul 07 20:20:00.0      82.74688       116.56908        379965.895
2014 Jul 07 20:25:00.0      81.92799       117.41475        379853.983
2014 Jul 07 20:30:00.0      81.11530       118.26851        379742.955
2014 Jul 07 20:35:00.0      80.30905       119.13069        379632.851
2014 Jul 07 20:40:00.0      79.50950       120.00163        379523.711
2014 Jul 07 20:45:00.0      78.71691       120.88165        379415.574
2014 Jul 07 20:50:00.0      77.93156       121.77110        379308.480
2014 Jul 07 20:55:00.0      77.15372       122.67031        379202.467
2014 Jul 07 21:00:00.0      76.38368       123.57959        379097.575
2014 Jul 07 21:05:00.0      75.62173       124.49927        378993.841
2014 Jul 07 21:10:00.0      74.86817       125.42968        378891.302
2014 Jul 07 21:15:00.0      74.12332       126.37113        378789.994
2014 Jul 07 21:20:00.0      73.38748       127.32392        378689.956
2014 Jul 07 21:25:00.0      72.66098       128.28837        378591.221
2014 Jul 07 21:30:00.0      71.94416       129.26476        378493.826
2014 Jul 07 21:35:00.0      71.23735       130.25339        378397.804
2014 Jul 07 21:40:00.0      70.54090       131.25453        378303.190
2014 Jul 07 21:45:00.0      69.85518       132.26845        378210.018
2014 Jul 07 21:50:00.0      69.18053       133.29541        378118.319
2014 Jul 07 21:55:00.0      68.51734       134.33564        378028.126
2014 Jul 07 22:00:00.0      67.86599       135.38937        377939.470
2014 Jul 07 22:05:00.0      67.22685       136.45682        377852.382
2014 Jul 07 22:10:00.0      66.60032       137.53817        377766.892
2014 Jul 07 22:15:00.0      65.98681       138.63359        377683.029
2014 Jul 07 22:20:00.0      65.38671       139.74322        377600.822
2014 Jul 07 22:25:00.0      64.80044       140.86720        377520.298
2014 Jul 07 22:30:00.0      64.22841       142.00563        377441.485
2014 Jul 07 22:35:00.0      63.67105       143.15856        377364.408
2014 Jul 07 22:40:00.0      63.12877       144.32604        377289.094
2014 Jul 07 22:45:00.0      62.60200       145.50807        377215.566
2014 Jul 07 22:50:00.0      62.09117       146.70463        377143.849
2014 Jul 07 22:55:00.0      61.59670       147.91565        377073.966
2014 Jul 07 23:00:00.0      61.11903       149.14102        377005.939
2014 Jul 07 23:05:00.0      60.65858       150.38062        376939.789
2014 Jul 07 23:10:00.0      60.21577       151.63424        376875.536
2014 Jul 07 23:15:00.0      59.79102       152.90166        376813.201
2014 Jul 07 23:20:00.0      59.38475       154.18260        376752.802
2014 Jul 07 23:25:00.0      58.99736       155.47675        376694.357
2014 Jul 07 23:30:00.0      58.62925       156.78374        376637.883
2014 Jul 07 23:35:00.0      58.28081       158.10315        376583.396
2014 Jul 07 23:40:00.0      57.95240       159.43452        376530.912
2014 Jul 07 23:45:00.0      57.64441       160.77734        376480.443
2014 Jul 07 23:50:00.0      57.35716       162.13104        376432.005
2014 Jul 07 23:55:00.0      57.09100       163.49503        376385.608
2014 Jul 08 00:00:00.0      56.84623       164.86864        376341.266
2014 Jul 08 00:05:00.0      56.62315       166.25119        376298.987
2014 Jul 08 00:10:00.0      56.42202       167.64194        376258.782
2014 Jul 08 00:15:00.0      56.24311       169.04012        376220.659
2014 Jul 08 00:20:00.0      56.08662       170.44490        376184.626
2014 Jul 08 00:25:00.0      55.95276       171.85544        376150.690
2014 Jul 08 00:30:00.0      55.84169       173.27087        376118.856
2014 Jul 08 00:35:00.0      55.75357       174.69029        376089.130
2014 Jul 08 00:40:00.0      55.68850       176.11277        376061.514
2014 Jul 08 00:45:00.0      55.64658       177.53738        376036.011
2014 Jul 08 00:50:00.0      55.62785       178.96317        376012.625
2014 Jul 08 00:55:00.0      55.63234       180.38917        375991.354
2014 Jul 08 01:00:00.0      55.66005       181.81444        375972.200
2014 Jul 08 01:05:00.0      55.71094       183.23802        375955.161
2014 Jul 08 01:10:00.0      55.78494       184.65895        375940.235
2014 Jul 08 01:15:00.0      55.88197       186.07632        375927.420
2014 Jul 08 01:20:00.0      56.00189       187.48920        375916.710
2014 Jul 08 01:25:00.0      56.14455       188.89670        375908.102
2014 Jul 08 01:30:00.0      56.30978       190.29795        375901.589
2014 Jul 08 01:35:00.0      56.49736       191.69213        375897.164
2014 Jul 08 01:40:00.0      56.70707       193.07842        375894.820
2014 Jul 08 01:45:00.0      56.93864       194.45607        375894.547
2014 Jul 08 01:50:00.0      57.19181       195.82436        375896.336
2014 Jul 08 01:55:00.0      57.46627       197.18260        375900.177
2014 Jul 08 02:00:00.0      57.76171       198.53016        375906.057
2014 Jul 08 02:05:00.0      58.07778       199.86644        375913.964
2014 Jul 08 02:10:00.0      58.41414       201.19091        375923.884
2014 Jul 08 02:15:00.0      58.77042       202.50307        375935.804
2014 Jul 08 02:20:00.0      59.14624       203.80247        375949.708
2014 Jul 08 02:25:00.0      59.54121       205.08872        375965.579
2014 Jul 08 02:30:00.0      59.95493       206.36145        375983.400
2014 Jul 08 02:35:00.0      60.38699       207.62037        376003.154
2014 Jul 08 02:40:00.0      60.83698       208.86522        376024.821
2014 Jul 08 02:45:00.0      61.30448       210.09578        376048.383
2014 Jul 08 02:50:00.0      61.78906       211.31189        376073.817
2014 Jul 08 02:55:00.0      62.29031       212.51340        376101.103
2014 Jul 08 03:00:00.0      62.80778       213.70022        376130.218
2014 Jul 08 03:05:00.0      63.34107       214.87232        376161.140
2014 Jul 08 03:10:00.0      63.88973       216.02965        376193.844
2014 Jul 08 03:15:00.0      64.45335       217.17225        376228.305
2014 Jul 08 03:20:00.0      65.03152       218.30016        376264.498
2014 Jul 08 03:25:00.0      65.62380       219.41346        376302.397
2014 Jul 08 03:30:00.0      66.22979       220.51224        376341.975
2014 Jul 08 03:35:00.0      66.84908       221.59664        376383.204
2014 Jul 08 03:40:00.0      67.48127       222.66681        376426.055
2014 Jul 08 03:45:00.0      68.12597       223.72293        376470.499
2014 Jul 08 03:50:00.0      68.78278       224.76519        376516.505
2014 Jul 08 03:55:00.0      69.45133       225.79380        376564.045
2014 Jul 08 04:00:00.0      70.13124       226.80899        376613.085
2014 Jul 08 04:05:00.0      70.82214       227.81099        376663.594
2014 Jul 08 04:10:00.0      71.52368       228.80007        376715.540
2014 Jul 08 04:15:00.0      72.23550       229.77650        376768.888
2014 Jul 08 04:20:00.0      72.95726       230.74054        376823.606
2014 Jul 08 04:25:00.0      73.68863       231.69248        376879.658
2014 Jul 08 04:30:00.0      74.42928       232.63263        376937.010
2014 Jul 08 04:35:00.0      75.17888       233.56127        376995.626
