                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                       David Rittenhouse Laboratory                       
              Location:  W 75°11'20.4", N39°57'08.1",    12m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 17 00:40:00.0     117.94009        62.69071        371866.058
2014 Jul 17 00:45:00.0     117.10958        63.66273        371800.676
2014 Jul 17 00:50:00.0     116.27210        64.62038        371734.003
2014 Jul 17 00:55:00.0     115.42798        65.56426        371666.074
2014 Jul 17 01:00:00.0     114.57754        66.49497        371596.927
2014 Jul 17 01:05:00.0     113.72106        67.41307        371526.598
2014 Jul 17 01:10:00.0     112.85884        68.31914        371455.125
2014 Jul 17 01:15:00.0     111.99114        69.21374        371382.546
2014 Jul 17 01:20:00.0     111.11824        70.09740        371308.899
2014 Jul 17 01:25:00.0     110.24039        70.97068        371234.224
2014 Jul 17 01:30:00.0     109.35785        71.83408        371158.560
2014 Jul 17 01:35:00.0     108.47084        72.68812        371081.947
2014 Jul 17 01:40:00.0     107.57960        73.53332        371004.426
2014 Jul 17 01:45:00.0     106.68436        74.37015        370926.038
2014 Jul 17 01:50:00.0     105.78533        75.19912        370846.824
2014 Jul 17 01:55:00.0     104.88273        76.02068        370766.826
2014 Jul 17 02:00:00.0     103.97676        76.83532        370686.086
2014 Jul 17 02:05:00.0     103.06762        77.64349        370604.647
2014 Jul 17 02:10:00.0     102.15550        78.44564        370522.550
2014 Jul 17 02:15:00.0     101.24060        79.24222        370439.841
2014 Jul 17 02:20:00.0     100.32311        80.03366        370356.561
2014 Jul 17 02:25:00.0      99.40320        80.82040        370272.755
2014 Jul 17 02:30:00.0      98.48105        81.60286        370188.466
2014 Jul 17 02:35:00.0      97.55683        82.38147        370103.740
2014 Jul 17 02:40:00.0      96.63073        83.15663        370018.620
2014 Jul 17 02:45:00.0      95.70291        83.92878        369933.152
2014 Jul 17 02:50:00.0      94.77353        84.69830        369847.379
2014 Jul 17 02:55:00.0      93.84276        85.46561        369761.348
2014 Jul 17 03:00:00.0      92.91078        86.23112        369675.104
2014 Jul 17 03:05:00.0      91.97773        86.99522        369588.691
2014 Jul 17 03:10:00.0      91.04378        87.75832        369502.156
2014 Jul 17 03:15:00.0      90.10909        88.52081        369415.543
2014 Jul 17 03:20:00.0      89.17382        89.28310        369328.900
2014 Jul 17 03:25:00.0      88.23814        90.04559        369242.271
2014 Jul 17 03:30:00.0      87.30220        90.80868        369155.702
2014 Jul 17 03:35:00.0      86.36617        91.57277        369069.239
2014 Jul 17 03:40:00.0      85.43020        92.33827        368982.928
2014 Jul 17 03:45:00.0      84.49447        93.10559        368896.814
2014 Jul 17 03:50:00.0      83.55914        93.87513        368810.944
2014 Jul 17 03:55:00.0      82.62438        94.64731        368725.362
2014 Jul 17 04:00:00.0      81.69035        95.42257        368640.115
2014 Jul 17 04:05:00.0      80.75723        96.20131        368555.247
2014 Jul 17 04:10:00.0      79.82519        96.98397        368470.805
2014 Jul 17 04:15:00.0      78.89442        97.77099        368386.833
2014 Jul 17 04:20:00.0      77.96509        98.56281        368303.376
2014 Jul 17 04:25:00.0      77.03739        99.35989        368220.479
2014 Jul 17 04:30:00.0      76.11152       100.16269        368138.187
2014 Jul 17 04:35:00.0      75.18766       100.97168        368056.544
2014 Jul 17 04:40:00.0      74.26602       101.78733        367975.594
2014 Jul 17 04:45:00.0      73.34682       102.61014        367895.381
2014 Jul 17 04:50:00.0      72.43025       103.44061        367815.949
2014 Jul 17 04:55:00.0      71.51654       104.27925        367737.340
2014 Jul 17 05:00:00.0      70.60592       105.12659        367659.597
2014 Jul 17 05:05:00.0      69.69862       105.98316        367582.764
2014 Jul 17 05:10:00.0      68.79489       106.84951        367506.883
2014 Jul 17 05:15:00.0      67.89497       107.72621        367431.994
2014 Jul 17 05:20:00.0      66.99913       108.61383        367358.139
2014 Jul 17 05:25:00.0      66.10764       109.51298        367285.360
2014 Jul 17 05:30:00.0      65.22077       110.42425        367213.697
2014 Jul 17 05:35:00.0      64.33883       111.34829        367143.189
2014 Jul 17 05:40:00.0      63.46212       112.28571        367073.877
2014 Jul 17 05:45:00.0      62.59095       113.23719        367005.799
2014 Jul 17 05:50:00.0      61.72566       114.20340        366938.993
2014 Jul 17 05:55:00.0      60.86658       115.18502        366873.498
2014 Jul 17 06:00:00.0      60.01409       116.18277        366809.351
2014 Jul 17 06:05:00.0      59.16854       117.19736        366746.589
2014 Jul 17 06:10:00.0      58.33034       118.22954        366685.248
2014 Jul 17 06:15:00.0      57.49989       119.28005        366625.362
2014 Jul 17 06:20:00.0      56.67761       120.34966        366566.968
2014 Jul 17 06:25:00.0      55.86396       121.43914        366510.100
2014 Jul 17 06:30:00.0      55.05939       122.54930        366454.790
2014 Jul 17 06:35:00.0      54.26438       123.68093        366401.073
2014 Jul 17 06:40:00.0      53.47945       124.83482        366348.979
2014 Jul 17 06:45:00.0      52.70512       126.01179        366298.541
2014 Jul 17 06:50:00.0      51.94193       127.21266        366249.789
2014 Jul 17 06:55:00.0      51.19047       128.43821        366202.753
2014 Jul 17 07:00:00.0      50.45131       129.68926        366157.463
2014 Jul 17 07:05:00.0      49.72509       130.96659        366113.946
2014 Jul 17 07:10:00.0      49.01244       132.27095        366072.230
2014 Jul 17 07:15:00.0      48.31403       133.60310        366032.343
2014 Jul 17 07:20:00.0      47.63054       134.96373        365994.310
2014 Jul 17 07:25:00.0      46.96271       136.35351        365958.156
2014 Jul 17 07:30:00.0      46.31124       137.77307        365923.905
2014 Jul 17 07:35:00.0      45.67692       139.22294        365891.581
2014 Jul 17 07:40:00.0      45.06051       140.70363        365861.207
2014 Jul 17 07:45:00.0      44.46282       142.21552        365832.804
2014 Jul 17 07:50:00.0      43.88466       143.75893        365806.392
2014 Jul 17 07:55:00.0      43.32685       145.33407        365781.993
2014 Jul 17 08:00:00.0      42.79026       146.94100        365759.624
2014 Jul 17 08:05:00.0      42.27572       148.57969        365739.304
2014 Jul 17 08:10:00.0      41.78409       150.24993        365721.049
2014 Jul 17 08:15:00.0      41.31623       151.95137        365704.877
2014 Jul 17 08:20:00.0      40.87300       153.68348        365690.801
2014 Jul 17 08:25:00.0      40.45524       155.44557        365678.837
2014 Jul 17 08:30:00.0      40.06377       157.23672        365668.998
2014 Jul 17 08:35:00.0      39.69941       159.05584        365661.295
2014 Jul 17 08:40:00.0      39.36292       160.90164        365655.740
2014 Jul 17 08:45:00.0      39.05507       162.77262        365652.344
2014 Jul 17 08:50:00.0      38.77655       164.66705        365651.116
2014 Jul 17 08:55:00.0      38.52801       166.58304        365652.063
2014 Jul 17 09:00:00.0      38.31006       168.51848        365655.194
2014 Jul 17 09:05:00.0      38.12323       170.47109        365660.515
2014 Jul 17 09:10:00.0      37.96798       172.43843        365668.030
2014 Jul 17 09:15:00.0      37.84472       174.41790        365677.745
2014 Jul 17 09:20:00.0      37.75376       176.40679        365689.663
2014 Jul 17 09:25:00.0      37.69534       178.40228        365703.785
2014 Jul 17 09:30:00.0      37.66960       180.40151        365720.114
2014 Jul 17 09:35:00.0      37.67660       182.40155        365738.648
2014 Jul 17 09:40:00.0      37.71632       184.39948        365759.388
2014 Jul 17 09:45:00.0      37.78865       186.39240        365782.332
2014 Jul 17 09:50:00.0      37.89337       188.37745        365807.477
2014 Jul 17 09:55:00.0      38.03021       190.35188        365834.819
2014 Jul 17 10:00:00.0      38.19880       192.31304        365864.353
2014 Jul 17 10:05:00.0      38.39869       194.25840        365896.073
2014 Jul 17 10:10:00.0      38.62938       196.18561        365929.973
2014 Jul 17 10:15:00.0      38.89028       198.09247        365966.045
2014 Jul 17 10:20:00.0      39.18077       199.97698        366004.279
2014 Jul 17 10:25:00.0      39.50014       201.83734        366044.666
2014 Jul 17 10:30:00.0      39.84768       203.67195        366087.195
2014 Jul 17 10:35:00.0      40.22261       205.47940        366131.855
2014 Jul 17 10:40:00.0      40.62412       207.25851        366178.631
2014 Jul 17 10:45:00.0      41.05140       209.00829        366227.512
2014 Jul 17 10:50:00.0      41.50359       210.72794        366278.481
2014 Jul 17 10:55:00.0      41.97985       212.41685        366331.523
2014 Jul 17 11:00:00.0      42.47931       214.07458        366386.622
2014 Jul 17 11:05:00.0      43.00110       215.70087        366443.760
2014 Jul 17 11:10:00.0      43.54437       217.29559        366502.918
2014 Jul 17 11:15:00.0      44.10827       218.85878        366564.078
2014 Jul 17 11:20:00.0      44.69194       220.39057        366627.218
2014 Jul 17 11:25:00.0      45.29457       221.89124        366692.317
2014 Jul 17 11:30:00.0      45.91533       223.36113        366759.353
2014 Jul 17 11:35:00.0      46.55344       224.80069        366828.304
2014 Jul 17 11:40:00.0      47.20812       226.21046        366899.144
2014 Jul 17 11:45:00.0      47.87863       227.59102        366971.851
2014 Jul 17 11:50:00.0      48.56422       228.94302        367046.397
2014 Jul 17 11:55:00.0      49.26420       230.26715        367122.757
2014 Jul 17 12:00:00.0      49.97788       231.56413        367200.903
2014 Jul 17 12:05:00.0      50.70461       232.83472        367280.807
2014 Jul 17 12:10:00.0      51.44374       234.07970        367362.441
2014 Jul 17 12:15:00.0      52.19468       235.29987        367445.775
2014 Jul 17 12:20:00.0      52.95683       236.49603        367530.778
2014 Jul 17 12:25:00.0      53.72962       237.66899        367617.419
2014 Jul 17 12:30:00.0      54.51253       238.81956        367705.667
2014 Jul 17 12:35:00.0      55.30502       239.94856        367795.489
2014 Jul 17 12:40:00.0      56.10660       241.05679        367886.851
2014 Jul 17 12:45:00.0      56.91679       242.14504        367979.721
2014 Jul 17 12:50:00.0      57.73513       243.21411        368074.062
2014 Jul 17 12:55:00.0      58.56118       244.26477        368169.840
2014 Jul 17 13:00:00.0      59.39452       245.29778        368267.020
2014 Jul 17 13:05:00.0      60.23476       246.31389        368365.564
2014 Jul 17 13:10:00.0      61.08149       247.31384        368465.436
2014 Jul 17 13:15:00.0      61.93434       248.29834        368566.597
2014 Jul 17 13:20:00.0      62.79297       249.26809        368669.011
2014 Jul 17 13:25:00.0      63.65702       250.22379        368772.637
2014 Jul 17 13:30:00.0      64.52618       251.16610        368877.437
2014 Jul 17 13:35:00.0      65.40011       252.09568        368983.370
2014 Jul 17 13:40:00.0      66.27852       253.01316        369090.398
2014 Jul 17 13:45:00.0      67.16111       253.91916        369198.478
2014 Jul 17 13:50:00.0      68.04760       254.81429        369307.571
2014 Jul 17 13:55:00.0      68.93773       255.69915        369417.633
2014 Jul 17 14:00:00.0      69.83121       256.57430        369528.624
2014 Jul 17 14:05:00.0      70.72781       257.44031        369640.500
2014 Jul 17 14:10:00.0      71.62727       258.29773        369753.220
2014 Jul 17 14:15:00.0      72.52935       259.14710        369866.740
2014 Jul 17 14:20:00.0      73.43383       259.98894        369981.016
2014 Jul 17 14:25:00.0      74.34048       260.82375        370096.005
2014 Jul 17 14:30:00.0      75.24907       261.65205        370211.664
2014 Jul 17 14:35:00.0      76.15941       262.47432        370327.947
2014 Jul 17 14:40:00.0      77.07127       263.29103        370444.810
2014 Jul 17 14:45:00.0      77.98446       264.10268        370562.209
2014 Jul 17 14:50:00.0      78.89878       264.90970        370680.099
2014 Jul 17 14:55:00.0      79.81403       265.71256        370798.434
2014 Jul 17 15:00:00.0      80.73002       266.51171        370917.169
2014 Jul 17 15:05:00.0      81.64657       267.30758        371036.259
2014 Jul 17 15:10:00.0      82.56349       268.10061        371155.659
2014 Jul 17 15:15:00.0      83.48059       268.89122        371275.322
2014 Jul 17 15:20:00.0      84.39770       269.67984        371395.203
2014 Jul 17 15:25:00.0      85.31463       270.46689        371515.257
2014 Jul 17 15:30:00.0      86.23121       271.25277        371635.438
2014 Jul 17 15:35:00.0      87.14727       272.03791        371755.699
2014 Jul 17 15:40:00.0      88.06262       272.82270        371875.995
2014 Jul 17 15:45:00.0      88.97709       273.60757        371996.280
2014 Jul 17 15:50:00.0      89.89050       274.39289        372116.509
2014 Jul 17 15:55:00.0      90.80269       275.17909        372236.636
2014 Jul 17 16:00:00.0      91.71346       275.96657        372356.615
2014 Jul 17 16:05:00.0      92.62265       276.75572        372476.401
2014 Jul 17 16:10:00.0      93.53008       277.54694        372595.949
2014 Jul 17 16:15:00.0      94.43556       278.34065        372715.212
2014 Jul 17 16:20:00.0      95.33892       279.13723        372834.148
2014 Jul 17 16:25:00.0      96.23996       279.93711        372952.709
2014 Jul 17 16:30:00.0      97.13850       280.74068        373070.853
2014 Jul 17 16:35:00.0      98.03436       281.54837        373188.534
2014 Jul 17 16:40:00.0      98.92733       282.36057        373305.708
2014 Jul 17 16:45:00.0      99.81723       283.17770        373422.331
2014 Jul 17 16:50:00.0     100.70384       284.00019        373538.361
2014 Jul 17 16:55:00.0     101.58697       284.82846        373653.752
2014 Jul 17 17:00:00.0     102.46640       285.66294        373768.464
2014 Jul 17 17:05:00.0     103.34192       286.50406        373882.452
2014 Jul 17 17:10:00.0     104.21332       287.35226        373995.674
2014 Jul 17 17:15:00.0     105.08035       288.20798        374108.089
2014 Jul 17 17:20:00.0     105.94280       289.07167        374219.654
2014 Jul 17 17:25:00.0     106.80042       289.94379        374330.330
2014 Jul 17 17:30:00.0     107.65297       290.82479        374440.074
2014 Jul 17 17:35:00.0     108.50020       291.71513        374548.848
2014 Jul 17 17:40:00.0     109.34183       292.61530        374656.610
2014 Jul 17 17:45:00.0     110.17761       293.52576        374763.321
2014 Jul 17 17:50:00.0     111.00726       294.44699        374868.943
2014 Jul 17 17:55:00.0     111.83049       295.37949        374973.438
2014 Jul 17 18:00:00.0     112.64701       296.32375        375076.767
2014 Jul 17 18:05:00.0     113.45650       297.28026        375178.893
2014 Jul 17 18:10:00.0     114.25866       298.24952        375279.779
2014 Jul 17 18:15:00.0     115.05315       299.23204        375379.389
2014 Jul 17 18:20:00.0     115.83965       300.22832        375477.688
2014 Jul 17 18:25:00.0     116.61780       301.23888        375574.640
2014 Jul 17 18:30:00.0     117.38723       302.26422        375670.212
2014 Jul 17 18:35:00.0     118.14759       303.30485        375764.368
2014 Jul 17 18:40:00.0     118.89847       304.36127        375857.077
2014 Jul 17 18:45:00.0     119.63949       305.43400        375948.305
2014 Jul 17 18:50:00.0     120.37024       306.52352        376038.021
2014 Jul 17 18:55:00.0     121.09028       307.63033        376126.193
2014 Jul 17 19:00:00.0     121.79919       308.75491        376212.792
2014 Jul 17 19:05:00.0     122.49651       309.89772        376297.786
2014 Jul 17 19:10:00.0     123.18177       311.05922        376381.148
2014 Jul 17 19:15:00.0     123.85451       312.23985        376462.849
2014 Jul 17 19:20:00.0     124.51422       313.44001        376542.861
2014 Jul 17 19:25:00.0     125.16042       314.66009        376621.157
2014 Jul 17 19:30:00.0     125.79257       315.90046        376697.711
2014 Jul 17 19:35:00.0     126.41015       317.16143        376772.498
2014 Jul 17 19:40:00.0     127.01263       318.44329        376845.493
2014 Jul 17 19:45:00.0     127.59945       319.74628        376916.673
2014 Jul 17 19:50:00.0     128.17005       321.07061        376986.014
2014 Jul 17 19:55:00.0     128.72387       322.41642        377053.494
2014 Jul 17 20:00:00.0     129.26032       323.78378        377119.092
2014 Jul 17 20:05:00.0     129.77884       325.17273        377182.787
2014 Jul 17 20:10:00.0     130.27883       326.58321        377244.559
2014 Jul 17 20:15:00.0     130.75970       328.01512        377304.390
2014 Jul 17 20:20:00.0     131.22087       329.46824        377362.261
2014 Jul 17 20:25:00.0     131.66176       330.94229        377418.156
2014 Jul 17 20:30:00.0     132.08178       332.43691        377472.057
2014 Jul 17 20:35:00.0     132.48037       333.95164        377523.949
2014 Jul 17 20:40:00.0     132.85695       335.48591        377573.818
2014 Jul 17 20:45:00.0     133.21099       337.03907        377621.650
2014 Jul 17 20:50:00.0     133.54195       338.61037        377667.432
2014 Jul 17 20:55:00.0     133.84932       340.19895        377711.152
2014 Jul 17 21:00:00.0     134.13260       341.80385        377752.798
2014 Jul 17 21:05:00.0     134.39135       343.42403        377792.361
2014 Jul 17 21:10:00.0     134.62511       345.05833        377829.831
2014 Jul 17 21:15:00.0     134.83351       346.70552        377865.199
2014 Jul 17 21:20:00.0     135.01616       348.36426        377898.459
2014 Jul 17 21:25:00.0     135.17275       350.03315        377929.604
2014 Jul 17 21:30:00.0     135.30300       351.71071        377958.627
2014 Jul 17 21:35:00.0     135.40665       353.39540        377985.524
2014 Jul 17 21:40:00.0     135.48353       355.08563        378010.291
2014 Jul 17 21:45:00.0     135.53348       356.77975        378032.925
2014 Jul 17 21:50:00.0     135.55640       358.47611        378053.424
2014 Jul 17 21:55:00.0     135.55226         0.17302        378071.787
2014 Jul 17 22:00:00.0     135.52104         1.86879        378088.013
2014 Jul 17 22:05:00.0     135.46281         3.56175        378102.103
2014 Jul 17 22:10:00.0     135.37766         5.25023        378114.059
2014 Jul 17 22:15:00.0     135.26576         6.93259        378123.883
2014 Jul 17 22:20:00.0     135.12729         8.60727        378131.579
2014 Jul 17 22:25:00.0     134.96250        10.27273        378137.151
2014 Jul 17 22:30:00.0     134.77168        11.92751        378140.603
2014 Jul 17 22:35:00.0     134.55515        13.57021        378141.943
2014 Jul 17 22:40:00.0     134.31329        15.19952        378141.177
2014 Jul 17 22:45:00.0     134.04649        16.81422        378138.313
2014 Jul 17 22:50:00.0     133.75519        18.41319        378133.361
2014 Jul 17 22:55:00.0     133.43986        19.99539        378126.329
2014 Jul 17 23:00:00.0     133.10098        21.55988        378117.228
2014 Jul 17 23:05:00.0     132.73906        23.10583        378106.070
2014 Jul 17 23:10:00.0     132.35464        24.63250        378092.867
2014 Jul 17 23:15:00.0     131.94826        26.13926        378077.633
2014 Jul 17 23:20:00.0     131.52048        27.62557        378060.381
2014 Jul 17 23:25:00.0     131.07187        29.09099        378041.127
2014 Jul 17 23:30:00.0     130.60301        30.53516        378019.887
2014 Jul 17 23:35:00.0     130.11448        31.95782        377996.677
2014 Jul 17 23:40:00.0     129.60686        33.35878        377971.514
2014 Jul 17 23:45:00.0     129.08074        34.73793        377944.418
2014 Jul 17 23:50:00.0     128.53669        36.09525        377915.408
2014 Jul 17 23:55:00.0     127.97529        37.43076        377884.503
2014 Jul 18 00:00:00.0     127.39712        38.74457        377851.725
2014 Jul 18 00:05:00.0     126.80272        40.03682        377817.095
2014 Jul 18 00:10:00.0     126.19266        41.30772        377780.636
2014 Jul 18 00:15:00.0     125.56748        42.55752        377742.371
2014 Jul 18 00:20:00.0     124.92771        43.78651        377702.324
2014 Jul 18 00:25:00.0     124.27388        44.99502        377660.521
2014 Jul 18 00:30:00.0     123.60649        46.18340        377616.986
2014 Jul 18 00:35:00.0     122.92604        47.35206        377571.747
2014 Jul 18 00:40:00.0     122.23302        48.50140        377524.830
2014 Jul 18 00:45:00.0     121.52788        49.63185        377476.264
2014 Jul 18 00:50:00.0     120.81110        50.74388        377426.076
2014 Jul 18 00:55:00.0     120.08311        51.83794        377374.297
2014 Jul 18 01:00:00.0     119.34434        52.91451        377320.957
2014 Jul 18 01:05:00.0     118.59522        53.97409        377266.085
2014 Jul 18 01:10:00.0     117.83613        55.01715        377209.715
2014 Jul 18 01:15:00.0     117.06748        56.04422        377151.876
2014 Jul 18 01:20:00.0     116.28964        57.05577        377092.604
2014 Jul 18 01:25:00.0     115.50298        58.05233        377031.930
2014 Jul 18 01:30:00.0     114.70784        59.03438        376969.889
2014 Jul 18 01:35:00.0     113.90458        60.00244        376906.516
2014 Jul 18 01:40:00.0     113.09351        60.95701        376841.845
2014 Jul 18 01:45:00.0     112.27496        61.89858        376775.913
2014 Jul 18 01:50:00.0     111.44924        62.82764        376708.755
2014 Jul 18 01:55:00.0     110.61664        63.74468        376640.410
2014 Jul 18 02:00:00.0     109.77745        64.65019        376570.914
2014 Jul 18 02:05:00.0     108.93195        65.54465        376500.306
2014 Jul 18 02:10:00.0     108.08040        66.42853        376428.623
2014 Jul 18 02:15:00.0     107.22307        67.30230        376355.906
2014 Jul 18 02:20:00.0     106.36022        68.16642        376282.192
2014 Jul 18 02:25:00.0     105.49207        69.02134        376207.524
2014 Jul 18 02:30:00.0     104.61888        69.86752        376131.940
2014 Jul 18 02:35:00.0     103.74087        70.70540        376055.482
2014 Jul 18 02:40:00.0     102.85826        71.53541        375978.190
2014 Jul 18 02:45:00.0     101.97127        72.35800        375900.108
2014 Jul 18 02:50:00.0     101.08010        73.17359        375821.276
2014 Jul 18 02:55:00.0     100.18497        73.98259        375741.736
2014 Jul 18 03:00:00.0      99.28608        74.78544        375661.533
2014 Jul 18 03:05:00.0      98.38361        75.58254        375580.709
2014 Jul 18 03:10:00.0      97.47776        76.37430        375499.306
2014 Jul 18 03:15:00.0      96.56872        77.16113        375417.369
2014 Jul 18 03:20:00.0      95.65665        77.94343        375334.943
2014 Jul 18 03:25:00.0      94.74176        78.72160        375252.070
2014 Jul 18 03:30:00.0      93.82420        79.49603        375168.795
2014 Jul 18 03:35:00.0      92.90415        80.26712        375085.163
2014 Jul 18 03:40:00.0      91.98179        81.03526        375001.219
2014 Jul 18 03:45:00.0      91.05726        81.80084        374917.007
2014 Jul 18 03:50:00.0      90.13076        82.56426        374832.574
2014 Jul 18 03:55:00.0      89.20242        83.32590        374747.963
2014 Jul 18 04:00:00.0      88.27243        84.08616        374663.221
2014 Jul 18 04:05:00.0      87.34093        84.84542        374578.393
2014 Jul 18 04:10:00.0      86.40809        85.60408        374493.524
2014 Jul 18 04:15:00.0      85.47407        86.36253        374408.660
2014 Jul 18 04:20:00.0      84.53902        87.12117        374323.847
2014 Jul 18 04:25:00.0      83.60311        87.88040        374239.131
2014 Jul 18 04:30:00.0      82.66649        88.64063        374154.557
2014 Jul 18 04:35:00.0      81.72933        89.40226        374070.170
2014 Jul 18 04:40:00.0      80.79178        90.16570        373986.016
2014 Jul 18 04:45:00.0      79.85402        90.93138        373902.141
2014 Jul 18 04:50:00.0      78.91619        91.69972        373818.591
2014 Jul 18 04:55:00.0      77.97848        92.47115        373735.409
2014 Jul 18 05:00:00.0      77.04105        93.24611        373652.643
2014 Jul 18 05:05:00.0      76.10407        94.02504        373570.336
2014 Jul 18 05:10:00.0      75.16771        94.80842        373488.534
2014 Jul 18 05:15:00.0      74.23216        95.59669        373407.280
2014 Jul 18 05:20:00.0      73.29759        96.39035        373326.621
2014 Jul 18 05:25:00.0      72.36419        97.18988        373246.599
2014 Jul 18 05:30:00.0      71.43216        97.99578        373167.259
2014 Jul 18 05:35:00.0      70.50169        98.80857        373088.645
2014 Jul 18 05:40:00.0      69.57298        99.62877        373010.799
2014 Jul 18 05:45:00.0      68.64625       100.45695        372933.766
2014 Jul 18 05:50:00.0      67.72169       101.29364        372857.587
2014 Jul 18 05:55:00.0      66.79955       102.13944        372782.306
2014 Jul 18 06:00:00.0      65.88005       102.99493        372707.964
2014 Jul 18 06:05:00.0      64.96343       103.86074        372634.602
2014 Jul 18 06:10:00.0      64.04993       104.73750        372562.263
2014 Jul 18 06:15:00.0      63.13982       105.62587        372490.986
2014 Jul 18 06:20:00.0      62.23337       106.52651        372420.813
2014 Jul 18 06:25:00.0      61.33085       107.44014        372351.782
2014 Jul 18 06:30:00.0      60.43255       108.36748        372283.934
2014 Jul 18 06:35:00.0      59.53878       109.30928        372217.307
2014 Jul 18 06:40:00.0      58.64987       110.26631        372151.940
2014 Jul 18 06:45:00.0      57.76614       111.23937        372087.869
2014 Jul 18 06:50:00.0      56.88794       112.22930        372025.134
2014 Jul 18 06:55:00.0      56.01564       113.23694        371963.769
2014 Jul 18 07:00:00.0      55.14962       114.26319        371903.812
2014 Jul 18 07:05:00.0      54.29029       115.30895        371845.297
2014 Jul 18 07:10:00.0      53.43807       116.37515        371788.260
2014 Jul 18 07:15:00.0      52.59339       117.46278        371732.734
2014 Jul 18 07:20:00.0      51.75673       118.57282        371678.753
2014 Jul 18 07:25:00.0      50.92858       119.70629        371626.349
2014 Jul 18 07:30:00.0      50.10945       120.86423        371575.555
2014 Jul 18 07:35:00.0      49.29987       122.04771        371526.402
2014 Jul 18 07:40:00.0      48.50042       123.25782        371478.921
2014 Jul 18 07:45:00.0      47.71170       124.49565        371433.141
2014 Jul 18 07:50:00.0      46.93432       125.76233        371389.092
2014 Jul 18 07:55:00.0      46.16894       127.05896        371346.801
2014 Jul 18 08:00:00.0      45.41625       128.38668        371306.297
2014 Jul 18 08:05:00.0      44.67697       129.74660        371267.606
2014 Jul 18 08:10:00.0      43.95185       131.13981        371230.753
2014 Jul 18 08:15:00.0      43.24167       132.56739        371195.765
2014 Jul 18 08:20:00.0      42.54727       134.03038        371162.665
2014 Jul 18 08:25:00.0      41.86948       135.52977        371131.476
2014 Jul 18 08:30:00.0      41.20920       137.06648        371102.221
2014 Jul 18 08:35:00.0      40.56736       138.64136        371074.922
2014 Jul 18 08:40:00.0      39.94489       140.25515        371049.599
2014 Jul 18 08:45:00.0      39.34278       141.90848        371026.271
2014 Jul 18 08:50:00.0      38.76203       143.60185        371004.959
2014 Jul 18 08:55:00.0      38.20367       145.33558        370985.680
2014 Jul 18 09:00:00.0      37.66875       147.10983        370968.450
2014 Jul 18 09:05:00.0      37.15834       148.92452        370953.286
2014 Jul 18 09:10:00.0      36.67349       150.77937        370940.204
2014 Jul 18 09:15:00.0      36.21528       152.67383        370929.216
2014 Jul 18 09:20:00.0      35.78478       154.60709        370920.337
2014 Jul 18 09:25:00.0      35.38302       156.57802        370913.579
2014 Jul 18 09:30:00.0      35.01104       158.58520        370908.952
2014 Jul 18 09:35:00.0      34.66981       160.62688        370906.468
2014 Jul 18 09:40:00.0      34.36029       162.70100        370906.135
2014 Jul 18 09:45:00.0      34.08336       164.80514        370907.962
2014 Jul 18 09:50:00.0      33.83984       166.93659        370911.956
2014 Jul 18 09:55:00.0      33.63047       169.09231        370918.124
2014 Jul 18 10:00:00.0      33.45591       171.26899        370926.470
2014 Jul 18 10:05:00.0      33.31670       173.46306        370936.999
2014 Jul 18 10:10:00.0      33.21331       175.67073        370949.715
2014 Jul 18 10:15:00.0      33.14605       177.88804        370964.619
2014 Jul 18 10:20:00.0      33.11516       180.11088        370981.712
2014 Jul 18 10:25:00.0      33.12073       182.33511        371000.996
2014 Jul 18 10:30:00.0      33.16272       184.55654        371022.469
2014 Jul 18 10:35:00.0      33.24099       186.77103        371046.130
2014 Jul 18 10:40:00.0      33.35526       188.97454        371071.976
2014 Jul 18 10:45:00.0      33.50514       191.16315        371100.002
2014 Jul 18 10:50:00.0      33.69014       193.33316        371130.204
2014 Jul 18 10:55:00.0      33.90964       195.48110        371162.577
2014 Jul 18 11:00:00.0      34.16296       197.60375        371197.114
2014 Jul 18 11:05:00.0      34.44930       199.69820        371233.806
2014 Jul 18 11:10:00.0      34.76782       201.76185        371272.645
2014 Jul 18 11:15:00.0      35.11759       203.79243        371313.621
2014 Jul 18 11:20:00.0      35.49765       205.78798        371356.723
2014 Jul 18 11:25:00.0      35.90698       207.74689        371401.940
2014 Jul 18 11:30:00.0      36.34455       209.66785        371449.259
2014 Jul 18 11:35:00.0      36.80929       211.54986        371498.667
2014 Jul 18 11:40:00.0      37.30012       213.39222        371550.147
2014 Jul 18 11:45:00.0      37.81599       215.19447        371603.686
2014 Jul 18 11:50:00.0      38.35580       216.95642        371659.266
2014 Jul 18 11:55:00.0      38.91849       218.67809        371716.870
2014 Jul 18 12:00:00.0      39.50303       220.35970        371776.480
2014 Jul 18 12:05:00.0      40.10838       222.00164        371838.076
2014 Jul 18 12:10:00.0      40.73355       223.60447        371901.638
2014 Jul 18 12:15:00.0      41.37756       225.16886        371967.144
2014 Jul 18 12:20:00.0      42.03946       226.69561        372034.574
2014 Jul 18 12:25:00.0      42.71834       228.18558        372103.903
2014 Jul 18 12:30:00.0      43.41333       229.63974        372175.109
2014 Jul 18 12:35:00.0      44.12358       231.05909        372248.166
