                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 03 00:25:00.0      56.85509       239.93384        399916.572
2014 Jul 03 00:30:00.0      57.66136       241.02654        399983.487
2014 Jul 03 00:35:00.0      58.47578       242.10066        400051.841
2014 Jul 03 00:40:00.0      59.29792       243.15694        400121.600
2014 Jul 03 00:45:00.0      60.12737       244.19609        400192.729
2014 Jul 03 00:50:00.0      60.96375       245.21884        400265.191
2014 Jul 03 00:55:00.0      61.80668       246.22587        400338.951
2014 Jul 03 01:00:00.0      62.65580       247.21788        400413.971
2014 Jul 03 01:05:00.0      63.51076       248.19553        400490.214
2014 Jul 03 01:10:00.0      64.37122       249.15948        400567.640
2014 Jul 03 01:15:00.0      65.23687       250.11037        400646.213
2014 Jul 03 01:20:00.0      66.10740       251.04883        400725.891
2014 Jul 03 01:25:00.0      66.98251       251.97546        400806.636
2014 Jul 03 01:30:00.0      67.86191       252.89088        400888.408
2014 Jul 03 01:35:00.0      68.74533       253.79565        400971.165
2014 Jul 03 01:40:00.0      69.63250       254.69036        401054.867
2014 Jul 03 01:45:00.0      70.52317       255.57555        401139.473
2014 Jul 03 01:50:00.0      71.41708       256.45178        401224.939
2014 Jul 03 01:55:00.0      72.31400       257.31956        401311.225
2014 Jul 03 02:00:00.0      73.21368       258.17944        401398.287
2014 Jul 03 02:05:00.0      74.11590       259.03190        401486.083
2014 Jul 03 02:10:00.0      75.02045       259.87745        401574.569
2014 Jul 03 02:15:00.0      75.92711       260.71658        401663.702
2014 Jul 03 02:20:00.0      76.83566       261.54976        401753.438
2014 Jul 03 02:25:00.0      77.74590       262.37746        401843.733
2014 Jul 03 02:30:00.0      78.65764       263.20015        401934.543
2014 Jul 03 02:35:00.0      79.57068       264.01827        402025.823
2014 Jul 03 02:40:00.0      80.48483       264.83227        402117.529
2014 Jul 03 02:45:00.0      81.39989       265.64259        402209.615
2014 Jul 03 02:50:00.0      82.31569       266.44965        402302.038
2014 Jul 03 02:55:00.0      83.23204       267.25389        402394.751
2014 Jul 03 03:00:00.0      84.14877       268.05573        402487.709
2014 Jul 03 03:05:00.0      85.06569       268.85558        402580.868
2014 Jul 03 03:10:00.0      85.98263       269.65386        402674.181
2014 Jul 03 03:15:00.0      86.89941       270.45097        402767.604
2014 Jul 03 03:20:00.0      87.81587       271.24733        402861.091
2014 Jul 03 03:25:00.0      88.73182       272.04333        402954.597
2014 Jul 03 03:30:00.0      89.64710       272.83938        403048.076
2014 Jul 03 03:35:00.0      90.56153       273.63588        403141.483
2014 Jul 03 03:40:00.0      91.47494       274.43322        403234.772
2014 Jul 03 03:45:00.0      92.38715       275.23182        403327.899
2014 Jul 03 03:50:00.0      93.29800       276.03207        403420.817
2014 Jul 03 03:55:00.0      94.20731       276.83437        403513.484
2014 Jul 03 04:00:00.0      95.11489       277.63912        403605.852
2014 Jul 03 04:05:00.0      96.02058       278.44673        403697.878
2014 Jul 03 04:10:00.0      96.92419       279.25760        403789.518
2014 Jul 03 04:15:00.0      97.82553       280.07215        403880.726
2014 Jul 03 04:20:00.0      98.72443       280.89079        403971.459
2014 Jul 03 04:25:00.0      99.62068       281.71392        404061.672
2014 Jul 03 04:30:00.0     100.51410       282.54197        404151.323
2014 Jul 03 04:35:00.0     101.40449       283.37537        404240.368
2014 Jul 03 04:40:00.0     102.29166       284.21454        404328.764
2014 Jul 03 04:45:00.0     103.17538       285.05992        404416.468
2014 Jul 03 04:50:00.0     104.05546       285.91194        404503.438
2014 Jul 03 04:55:00.0     104.93168       286.77105        404589.631
2014 Jul 03 05:00:00.0     105.80382       287.63770        404675.007
2014 Jul 03 05:05:00.0     106.67164       288.51234        404759.523
2014 Jul 03 05:10:00.0     107.53491       289.39545        404843.139
2014 Jul 03 05:15:00.0     108.39340       290.28749        404925.814
2014 Jul 03 05:20:00.0     109.24685       291.18894        405007.509
2014 Jul 03 05:25:00.0     110.09501       292.10028        405088.183
2014 Jul 03 05:30:00.0     110.93762       293.02201        405167.798
2014 Jul 03 05:35:00.0     111.77439       293.95461        405246.315
2014 Jul 03 05:40:00.0     112.60506       294.89861        405323.696
2014 Jul 03 05:45:00.0     113.42932       295.85449        405399.904
2014 Jul 03 05:50:00.0     114.24688       296.82280        405474.900
2014 Jul 03 05:55:00.0     115.05742       297.80403        405548.649
2014 Jul 03 06:00:00.0     115.86063       298.79874        405621.115
2014 Jul 03 06:05:00.0     116.65616       299.80744        405692.262
2014 Jul 03 06:10:00.0     117.44368       300.83068        405762.056
2014 Jul 03 06:15:00.0     118.22282       301.86900        405830.462
2014 Jul 03 06:20:00.0     118.99321       302.92293        405897.447
2014 Jul 03 06:25:00.0     119.75448       303.99302        405962.978
2014 Jul 03 06:30:00.0     120.50622       305.07981        406027.022
2014 Jul 03 06:35:00.0     121.24803       306.18383        406089.549
2014 Jul 03 06:40:00.0     121.97948       307.30563        406150.526
2014 Jul 03 06:45:00.0     122.70014       308.44572        406209.925
2014 Jul 03 06:50:00.0     123.40955       309.60463        406267.715
2014 Jul 03 06:55:00.0     124.10725       310.78284        406323.867
2014 Jul 03 07:00:00.0     124.79275       311.98086        406378.354
2014 Jul 03 07:05:00.0     125.46557       313.19915        406431.148
2014 Jul 03 07:10:00.0     126.12519       314.43816        406482.222
2014 Jul 03 07:15:00.0     126.77109       315.69830        406531.551
2014 Jul 03 07:20:00.0     127.40273       316.97996        406579.109
2014 Jul 03 07:25:00.0     128.01957       318.28350        406624.872
2014 Jul 03 07:30:00.0     128.62104       319.60921        406668.817
2014 Jul 03 07:35:00.0     129.20657       320.95737        406710.920
2014 Jul 03 07:40:00.0     129.77558       322.32819        406751.161
2014 Jul 03 07:45:00.0     130.32748       323.72181        406789.517
2014 Jul 03 07:50:00.0     130.86166       325.13832        406825.969
2014 Jul 03 07:55:00.0     131.37752       326.57775        406860.497
2014 Jul 03 08:00:00.0     131.87446       328.04004        406893.082
2014 Jul 03 08:05:00.0     132.35185       329.52505        406923.706
2014 Jul 03 08:10:00.0     132.80910       331.03255        406952.354
2014 Jul 03 08:15:00.0     133.24559       332.56223        406979.008
2014 Jul 03 08:20:00.0     133.66071       334.11366        407003.653
2014 Jul 03 08:25:00.0     134.05389       335.68632        407026.275
2014 Jul 03 08:30:00.0     134.42453       337.27960        407046.860
2014 Jul 03 08:35:00.0     134.77207       338.89276        407065.397
2014 Jul 03 08:40:00.0     135.09596       340.52495        407081.873
2014 Jul 03 08:45:00.0     135.39568       342.17523        407096.277
2014 Jul 03 08:50:00.0     135.67073       343.84251        407108.599
2014 Jul 03 08:55:00.0     135.92065       345.52565        407118.832
2014 Jul 03 09:00:00.0     136.14498       347.22335        407126.965
2014 Jul 03 09:05:00.0     136.34335       348.93424        407132.993
2014 Jul 03 09:10:00.0     136.51538       350.65686        407136.908
2014 Jul 03 09:15:00.0     136.66077       352.38965        407138.706
2014 Jul 03 09:20:00.0     136.77924       354.13098        407138.382
2014 Jul 03 09:25:00.0     136.87057       355.87917        407135.933
2014 Jul 03 09:30:00.0     136.93459       357.63247        407131.355
2014 Jul 03 09:35:00.0     136.97118       359.38910        407124.647
2014 Jul 03 09:40:00.0     136.98027         1.14725        407115.809
2014 Jul 03 09:45:00.0     136.96186         2.90511        407104.840
2014 Jul 03 09:50:00.0     136.91598         4.66085        407091.741
2014 Jul 03 09:55:00.0     136.84273         6.41268        407076.515
2014 Jul 03 10:00:00.0     136.74226         8.15884        407059.164
2014 Jul 03 10:05:00.0     136.61476         9.89760        407039.692
2014 Jul 03 10:10:00.0     136.46048        11.62730        407018.104
2014 Jul 03 10:15:00.0     136.27972        13.34634        406994.405
2014 Jul 03 10:20:00.0     136.07283        15.05320        406968.601
2014 Jul 03 10:25:00.0     135.84017        16.74647        406940.702
2014 Jul 03 10:30:00.0     135.58217        18.42480        406910.713
2014 Jul 03 10:35:00.0     135.29930        20.08696        406878.646
2014 Jul 03 10:40:00.0     134.99202        21.73183        406844.509
2014 Jul 03 10:45:00.0     134.66087        23.35840        406808.314
2014 Jul 03 10:50:00.0     134.30638        24.96576        406770.074
2014 Jul 03 10:55:00.0     133.92910        26.55311        406729.800
2014 Jul 03 11:00:00.0     133.52963        28.11978        406687.506
2014 Jul 03 11:05:00.0     133.10854        29.66517        406643.207
2014 Jul 03 11:10:00.0     132.66645        31.18882        406596.919
2014 Jul 03 11:15:00.0     132.20395        32.69036        406548.657
2014 Jul 03 11:20:00.0     131.72167        34.16951        406498.439
2014 Jul 03 11:25:00.0     131.22022        35.62608        406446.283
2014 Jul 03 11:30:00.0     130.70022        37.05998        406392.208
2014 Jul 03 11:35:00.0     130.16228        38.47117        406336.232
2014 Jul 03 11:40:00.0     129.60700        39.85972        406278.378
2014 Jul 03 11:45:00.0     129.03498        41.22575        406218.666
2014 Jul 03 11:50:00.0     128.44683        42.56942        406157.118
2014 Jul 03 11:55:00.0     127.84312        43.89099        406093.757
2014 Jul 03 12:00:00.0     127.22442        45.19073        406028.607
2014 Jul 03 12:05:00.0     126.59129        46.46897        405961.693
2014 Jul 03 12:10:00.0     125.94429        47.72610        405893.039
2014 Jul 03 12:15:00.0     125.28395        48.96250        405822.672
2014 Jul 03 12:20:00.0     124.61078        50.17861        405750.619
2014 Jul 03 12:25:00.0     123.92529        51.37490        405676.907
2014 Jul 03 12:30:00.0     123.22799        52.55184        405601.564
2014 Jul 03 12:35:00.0     122.51934        53.70993        405524.620
2014 Jul 03 12:40:00.0     121.79981        54.84968        405446.104
2014 Jul 03 12:45:00.0     121.06985        55.97162        405366.046
2014 Jul 03 12:50:00.0     120.32990        57.07627        405284.479
2014 Jul 03 12:55:00.0     119.58038        58.16419        405201.432
2014 Jul 03 13:00:00.0     118.82170        59.23591        405116.940
2014 Jul 03 13:05:00.0     118.05425        60.29197        405031.035
2014 Jul 03 13:10:00.0     117.27842        61.33292        404943.750
2014 Jul 03 13:15:00.0     116.49457        62.35931        404855.120
2014 Jul 03 13:20:00.0     115.70306        63.37168        404765.180
2014 Jul 03 13:25:00.0     114.90425        64.37058        404673.965
2014 Jul 03 13:30:00.0     114.09845        65.35652        404581.513
2014 Jul 03 13:35:00.0     113.28600        66.33006        404487.858
2014 Jul 03 13:40:00.0     112.46721        67.29170        404393.039
2014 Jul 03 13:45:00.0     111.64238        68.24198        404297.092
2014 Jul 03 13:50:00.0     110.81181        69.18140        404200.058
2014 Jul 03 13:55:00.0     109.97578        70.11047        404101.973
2014 Jul 03 14:00:00.0     109.13456        71.02969        404002.878
2014 Jul 03 14:05:00.0     108.28843        71.93956        403902.812
2014 Jul 03 14:10:00.0     107.43763        72.84056        403801.815
2014 Jul 03 14:15:00.0     106.58244        73.73317        403699.928
2014 Jul 03 14:20:00.0     105.72308        74.61786        403597.192
2014 Jul 03 14:25:00.0     104.85980        75.49511        403493.648
2014 Jul 03 14:30:00.0     103.99283        76.36536        403389.338
2014 Jul 03 14:35:00.0     103.12240        77.22908        403284.305
2014 Jul 03 14:40:00.0     102.24874        78.08671        403178.590
2014 Jul 03 14:45:00.0     101.37205        78.93869        403072.236
2014 Jul 03 14:50:00.0     100.49255        79.78547        402965.287
2014 Jul 03 14:55:00.0      99.61045        80.62748        402857.786
2014 Jul 03 15:00:00.0      98.72595        81.46514        402749.777
2014 Jul 03 15:05:00.0      97.83926        82.29887        402641.303
2014 Jul 03 15:10:00.0      96.95057        83.12910        402532.409
2014 Jul 03 15:15:00.0      96.06009        83.95625        402423.140
2014 Jul 03 15:20:00.0      95.16799        84.78072        402313.539
2014 Jul 03 15:25:00.0      94.27448        85.60294        402203.651
2014 Jul 03 15:30:00.0      93.37974        86.42330        402093.523
2014 Jul 03 15:35:00.0      92.48396        87.24222        401983.197
2014 Jul 03 15:40:00.0      91.58733        88.06011        401872.720
2014 Jul 03 15:45:00.0      90.69003        88.87736        401762.138
2014 Jul 03 15:50:00.0      89.79226        89.69439        401651.494
2014 Jul 03 15:55:00.0      88.89419        90.51159        401540.835
2014 Jul 03 16:00:00.0      87.99603        91.32939        401430.206
2014 Jul 03 16:05:00.0      87.09794        92.14818        401319.653
2014 Jul 03 16:10:00.0      86.20012        92.96837        401209.220
2014 Jul 03 16:15:00.0      85.30277        93.79038        401098.954
2014 Jul 03 16:20:00.0      84.40606        94.61461        400988.900
2014 Jul 03 16:25:00.0      83.51021        95.44149        400879.102
2014 Jul 03 16:30:00.0      82.61539        96.27143        400769.607
2014 Jul 03 16:35:00.0      81.72182        97.10487        400660.459
2014 Jul 03 16:40:00.0      80.82968        97.94222        400551.703
2014 Jul 03 16:45:00.0      79.93920        98.78392        400443.384
2014 Jul 03 16:50:00.0      79.05057        99.63041        400335.547
2014 Jul 03 16:55:00.0      78.16401       100.48213        400228.237
2014 Jul 03 17:00:00.0      77.27973       101.33954        400121.496
2014 Jul 03 17:05:00.0      76.39797       102.20308        400015.370
2014 Jul 03 17:10:00.0      75.51894       103.07323        399909.902
2014 Jul 03 17:15:00.0      74.64289       103.95045        399805.136
2014 Jul 03 17:20:00.0      73.77005       104.83522        399701.115
2014 Jul 03 17:25:00.0      72.90066       105.72803        399597.881
2014 Jul 03 17:30:00.0      72.03499       106.62937        399495.478
2014 Jul 03 17:35:00.0      71.17330       107.53975        399393.947
2014 Jul 03 17:40:00.0      70.31585       108.45968        399293.330
2014 Jul 03 17:45:00.0      69.46292       109.38967        399193.669
2014 Jul 03 17:50:00.0      68.61480       110.33026        399095.005
2014 Jul 03 17:55:00.0      67.77179       111.28199        398997.378
2014 Jul 03 18:00:00.0      66.93419       112.24540        398900.828
2014 Jul 03 18:05:00.0      66.10233       113.22104        398805.395
2014 Jul 03 18:10:00.0      65.27652       114.20949        398711.119
2014 Jul 03 18:15:00.0      64.45711       115.21131        398618.037
2014 Jul 03 18:20:00.0      63.64446       116.22709        398526.188
2014 Jul 03 18:25:00.0      62.83893       117.25740        398435.609
2014 Jul 03 18:30:00.0      62.04089       118.30285        398346.338
2014 Jul 03 18:35:00.0      61.25073       119.36403        398258.410
2014 Jul 03 18:40:00.0      60.46888       120.44154        398171.862
2014 Jul 03 18:45:00.0      59.69573       121.53599        398086.729
2014 Jul 03 18:50:00.0      58.93174       122.64798        398003.046
2014 Jul 03 18:55:00.0      58.17735       123.77812        397920.846
2014 Jul 03 19:00:00.0      57.43304       124.92701        397840.162
2014 Jul 03 19:05:00.0      56.69927       126.09524        397761.027
2014 Jul 03 19:10:00.0      55.97656       127.28340        397683.473
2014 Jul 03 19:15:00.0      55.26543       128.49207        397607.531
2014 Jul 03 19:20:00.0      54.56640       129.72181        397533.231
2014 Jul 03 19:25:00.0      53.88002       130.97315        397460.604
2014 Jul 03 19:30:00.0      53.20687       132.24661        397389.677
2014 Jul 03 19:35:00.0      52.54753       133.54269        397320.479
2014 Jul 03 19:40:00.0      51.90259       134.86184        397253.037
2014 Jul 03 19:45:00.0      51.27268       136.20447        397187.378
2014 Jul 03 19:50:00.0      50.65842       137.57095        397123.528
2014 Jul 03 19:55:00.0      50.06046       138.96161        397061.510
2014 Jul 03 20:00:00.0      49.47946       140.37670        397001.350
2014 Jul 03 20:05:00.0      48.91608       141.81642        396943.071
2014 Jul 03 20:10:00.0      48.37099       143.28090        396886.693
2014 Jul 03 20:15:00.0      47.84490       144.77017        396832.240
2014 Jul 03 20:20:00.0      47.33847       146.28419        396779.732
2014 Jul 03 20:25:00.0      46.85242       147.82282        396729.187
2014 Jul 03 20:30:00.0      46.38743       149.38583        396680.625
2014 Jul 03 20:35:00.0      45.94419       150.97286        396634.064
2014 Jul 03 20:40:00.0      45.52338       152.58344        396589.520
2014 Jul 03 20:45:00.0      45.12568       154.21700        396547.009
2014 Jul 03 20:50:00.0      44.75176       155.87283        396506.546
2014 Jul 03 20:55:00.0      44.40224       157.55008        396468.145
2014 Jul 03 21:00:00.0      44.07776       159.24780        396431.820
2014 Jul 03 21:05:00.0      43.77889       160.96488        396397.582
2014 Jul 03 21:10:00.0      43.50622       162.70010        396365.442
2014 Jul 03 21:15:00.0      43.26026       164.45210        396335.410
2014 Jul 03 21:20:00.0      43.04149       166.21941        396307.496
2014 Jul 03 21:25:00.0      42.85037       168.00043        396281.708
2014 Jul 03 21:30:00.0      42.68729       169.79348        396258.052
2014 Jul 03 21:35:00.0      42.55259       171.59675        396236.535
2014 Jul 03 21:40:00.0      42.44655       173.40837        396217.162
2014 Jul 03 21:45:00.0      42.36942       175.22640        396199.937
2014 Jul 03 21:50:00.0      42.32136       177.04882        396184.864
2014 Jul 03 21:55:00.0      42.30248       178.87360        396171.944
2014 Jul 03 22:00:00.0      42.31282       180.69869        396161.178
2014 Jul 03 22:05:00.0      42.35238       182.52201        396152.567
2014 Jul 03 22:10:00.0      42.42107       184.34151        396146.110
2014 Jul 03 22:15:00.0      42.51876       186.15518        396141.804
2014 Jul 03 22:20:00.0      42.64523       187.96105        396139.647
2014 Jul 03 22:25:00.0      42.80023       189.75720        396139.635
2014 Jul 03 22:30:00.0      42.98344       191.54182        396141.763
2014 Jul 03 22:35:00.0      43.19450       193.31317        396146.024
2014 Jul 03 22:40:00.0      43.43297       195.06961        396152.413
2014 Jul 03 22:45:00.0      43.69841       196.80962        396160.921
2014 Jul 03 22:50:00.0      43.99030       198.53180        396171.539
2014 Jul 03 22:55:00.0      44.30810       200.23487        396184.257
2014 Jul 03 23:00:00.0      44.65123       201.91769        396199.064
2014 Jul 03 23:05:00.0      45.01909       203.57923        396215.949
2014 Jul 03 23:10:00.0      45.41105       205.21861        396234.899
2014 Jul 03 23:15:00.0      45.82646       206.83507        396255.899
2014 Jul 03 23:20:00.0      46.26466       208.42797        396278.936
2014 Jul 03 23:25:00.0      46.72498       209.99681        396303.993
2014 Jul 03 23:30:00.0      47.20672       211.54120        396331.053
2014 Jul 03 23:35:00.0      47.70920       213.06084        396360.100
2014 Jul 03 23:40:00.0      48.23174       214.55556        396391.114
2014 Jul 03 23:45:00.0      48.77364       216.02527        396424.076
2014 Jul 03 23:50:00.0      49.33423       217.47000        396458.967
2014 Jul 03 23:55:00.0      49.91282       218.88982        396495.764
2014 Jul 04 00:00:00.0      50.50875       220.28490        396534.445
2014 Jul 04 00:05:00.0      51.12136       221.65548        396574.989
2014 Jul 04 00:10:00.0      51.75002       223.00185        396617.370
2014 Jul 04 00:15:00.0      52.39407       224.32437        396661.564
2014 Jul 04 00:20:00.0      53.05292       225.62342        396707.546
2014 Jul 04 00:25:00.0      53.72596       226.89946        396755.289
2014 Jul 04 00:30:00.0      54.41259       228.15294        396804.766
2014 Jul 04 00:35:00.0      55.11226       229.38438        396855.949
2014 Jul 04 00:40:00.0      55.82441       230.59431        396908.810
2014 Jul 04 00:45:00.0      56.54850       231.78327        396963.319
2014 Jul 04 00:50:00.0      57.28402       232.95183        397019.446
2014 Jul 04 00:55:00.0      58.03045       234.10057        397077.159
2014 Jul 04 01:00:00.0      58.78732       235.23008        397136.428
2014 Jul 04 01:05:00.0      59.55416       236.34096        397197.220
2014 Jul 04 01:10:00.0      60.33051       237.43381        397259.501
2014 Jul 04 01:15:00.0      61.11593       238.50923        397323.238
2014 Jul 04 01:20:00.0      61.91001       239.56781        397388.396
2014 Jul 04 01:25:00.0      62.71234       240.61017        397454.941
2014 Jul 04 01:30:00.0      63.52251       241.63689        397522.837
2014 Jul 04 01:35:00.0      64.34017       242.64857        397592.048
2014 Jul 04 01:40:00.0      65.16493       243.64579        397662.536
2014 Jul 04 01:45:00.0      65.99645       244.62912        397734.264
2014 Jul 04 01:50:00.0      66.83439       245.59915        397807.194
2014 Jul 04 01:55:00.0      67.67842       246.55643        397881.288
2014 Jul 04 02:00:00.0      68.52822       247.50152        397956.507
2014 Jul 04 02:05:00.0      69.38350       248.43496        398032.811
2014 Jul 04 02:10:00.0      70.24395       249.35729        398110.160
2014 Jul 04 02:15:00.0      71.10929       250.26904        398188.513
2014 Jul 04 02:20:00.0      71.97925       251.17073        398267.831
2014 Jul 04 02:25:00.0      72.85355       252.06287        398348.071
2014 Jul 04 02:30:00.0      73.73195       252.94595        398429.192
2014 Jul 04 02:35:00.0      74.61418       253.82047        398511.151
2014 Jul 04 02:40:00.0      75.50002       254.68692        398593.907
2014 Jul 04 02:45:00.0      76.38922       255.54577        398677.416
2014 Jul 04 02:50:00.0      77.28155       256.39749        398761.636
2014 Jul 04 02:55:00.0      78.17679       257.24254        398846.522
2014 Jul 04 03:00:00.0      79.07473       258.08138        398932.032
2014 Jul 04 03:05:00.0      79.97516       258.91445        399018.121
2014 Jul 04 03:10:00.0      80.87786       259.74219        399104.746
2014 Jul 04 03:15:00.0      81.78264       260.56503        399191.861
2014 Jul 04 03:20:00.0      82.68930       261.38342        399279.423
2014 Jul 04 03:25:00.0      83.59764       262.19776        399367.386
2014 Jul 04 03:30:00.0      84.50748       263.00849        399455.706
2014 Jul 04 03:35:00.0      85.41863       263.81602        399544.338
2014 Jul 04 03:40:00.0      86.33091       264.62076        399633.236
2014 Jul 04 03:45:00.0      87.24413       265.42312        399722.355
2014 Jul 04 03:50:00.0      88.15811       266.22351        399811.650
2014 Jul 04 03:55:00.0      89.07269       267.02233        399901.076
2014 Jul 04 04:00:00.0      89.98768       267.82000        399990.587
2014 Jul 04 04:05:00.0      90.90291       268.61690        400080.137
2014 Jul 04 04:10:00.0      91.81820       269.41344        400169.683
2014 Jul 04 04:15:00.0      92.73338       270.21003        400259.177
2014 Jul 04 04:20:00.0      93.64829       271.00706        400348.575
2014 Jul 04 04:25:00.0      94.56274       271.80495        400437.832
2014 Jul 04 04:30:00.0      95.47656       272.60409        400526.902
2014 Jul 04 04:35:00.0      96.38959       273.40489        400615.740
2014 Jul 04 04:40:00.0      97.30163       274.20777        400704.302
2014 Jul 04 04:45:00.0      98.21253       275.01313        400792.543
2014 Jul 04 04:50:00.0      99.12210       275.82140        400880.419
2014 Jul 04 04:55:00.0     100.03016       276.63299        400967.884
2014 Jul 04 05:00:00.0     100.93653       277.44833        401054.894
2014 Jul 04 05:05:00.0     101.84102       278.26785        401141.407
2014 Jul 04 05:10:00.0     102.74344       279.09199        401227.378
2014 Jul 04 05:15:00.0     103.64361       279.92118        401312.763
2014 Jul 04 05:20:00.0     104.54132       280.75589        401397.520
2014 Jul 04 05:25:00.0     105.43638       281.59656        401481.606
2014 Jul 04 05:30:00.0     106.32859       282.44366        401564.978
2014 Jul 04 05:35:00.0     107.21773       283.29767        401647.594
2014 Jul 04 05:40:00.0     108.10359       284.15906        401729.413
2014 Jul 04 05:45:00.0     108.98594       285.02833        401810.392
2014 Jul 04 05:50:00.0     109.86457       285.90597        401890.492
2014 Jul 04 05:55:00.0     110.73923       286.79251        401969.671
2014 Jul 04 06:00:00.0     111.60969       287.68845        402047.889
2014 Jul 04 06:05:00.0     112.47569       288.59433        402125.106
2014 Jul 04 06:10:00.0     113.33698       289.51069        402201.284
2014 Jul 04 06:15:00.0     114.19330       290.43810        402276.382
2014 Jul 04 06:20:00.0     115.04436       291.37710        402350.364
2014 Jul 04 06:25:00.0     115.88988       292.32829        402423.192
2014 Jul 04 06:30:00.0     116.72957       293.29225        402494.827
2014 Jul 04 06:35:00.0     117.56311       294.26957        402565.234
2014 Jul 04 06:40:00.0     118.39020       295.26088        402634.376
2014 Jul 04 06:45:00.0     119.21049       296.26679        402702.218
2014 Jul 04 06:50:00.0     120.02365       297.28794        402768.724
2014 Jul 04 06:55:00.0     120.82931       298.32497        402833.861
2014 Jul 04 07:00:00.0     121.62712       299.37854        402897.594
2014 Jul 04 07:05:00.0     122.41667       300.44930        402959.890
2014 Jul 04 07:10:00.0     123.19757       301.53792        403020.718
2014 Jul 04 07:15:00.0     123.96941       302.64508        403080.044
2014 Jul 04 07:20:00.0     124.73175       303.77145        403137.839
2014 Jul 04 07:25:00.0     125.48414       304.91770        403194.070
2014 Jul 04 07:30:00.0     126.22611       306.08453        403248.710
2014 Jul 04 07:35:00.0     126.95718       307.27259        403301.728
2014 Jul 04 07:40:00.0     127.67685       308.48256        403353.096
2014 Jul 04 07:45:00.0     128.38458       309.71509        403402.786
2014 Jul 04 07:50:00.0     129.07986       310.97082        403450.772
2014 Jul 04 07:55:00.0     129.76211       312.25038        403497.028
2014 Jul 04 08:00:00.0     130.43075       313.55434        403541.528
2014 Jul 04 08:05:00.0     131.08520       314.88329        403584.247
2014 Jul 04 08:10:00.0     131.72484       316.23775        403625.162
2014 Jul 04 08:15:00.0     132.34904       317.61820        403664.249
2014 Jul 04 08:20:00.0     132.95714       319.02508        403701.487
2014 Jul 04 08:25:00.0     133.54850       320.45875        403736.854
2014 Jul 04 08:30:00.0     134.12242       321.91953        403770.329
2014 Jul 04 08:35:00.0     134.67822       323.40764        403801.892
2014 Jul 04 08:40:00.0     135.21520       324.92324        403831.525
2014 Jul 04 08:45:00.0     135.73265       326.46636        403859.210
2014 Jul 04 08:50:00.0     136.22984       328.03696        403884.929
2014 Jul 04 08:55:00.0     136.70607       329.63487        403908.665
2014 Jul 04 09:00:00.0     137.16061       331.25981        403930.404
2014 Jul 04 09:05:00.0     137.59274       332.91134        403950.130
2014 Jul 04 09:10:00.0     138.00176       334.58892        403967.829
2014 Jul 04 09:15:00.0     138.38696       336.29184        403983.490
2014 Jul 04 09:20:00.0     138.74767       338.01926        403997.099
2014 Jul 04 09:25:00.0     139.08323       339.77015        404008.645
2014 Jul 04 09:30:00.0     139.39299       341.54337        404018.119
2014 Jul 04 09:35:00.0     139.67636       343.33759        404025.510
2014 Jul 04 09:40:00.0     139.93277       345.15134        404030.811
2014 Jul 04 09:45:00.0     140.16169       346.98298        404034.014
2014 Jul 04 09:50:00.0     140.36264       348.83077        404035.111
2014 Jul 04 09:55:00.0     140.53518       350.69279        404034.098
2014 Jul 04 10:00:00.0     140.67895       352.56702        404030.970
2014 Jul 04 10:05:00.0     140.79362       354.45135        404025.721
2014 Jul 04 10:10:00.0     140.87894       356.34354        404018.350
2014 Jul 04 10:15:00.0     140.93472       358.24132        404008.855
2014 Jul 04 10:20:00.0     140.96083         0.14235        403997.233
2014 Jul 04 10:25:00.0     140.95723         2.04425        403983.485
2014 Jul 04 10:30:00.0     140.92393         3.94466        403967.612
2014 Jul 04 10:35:00.0     140.86102         5.84120        403949.615
2014 Jul 04 10:40:00.0     140.76864         7.73157        403929.495
2014 Jul 04 10:45:00.0     140.64702         9.61349        403907.258
2014 Jul 04 10:50:00.0     140.49643        11.48477        403882.907
2014 Jul 04 10:55:00.0     140.31724        13.34333        403856.446
2014 Jul 04 11:00:00.0     140.10983        15.18718        403827.883
2014 Jul 04 11:05:00.0     139.87466        17.01446        403797.225
2014 Jul 04 11:10:00.0     139.61223        18.82347        403764.478
2014 Jul 04 11:15:00.0     139.32311        20.61261        403729.653
2014 Jul 04 11:20:00.0     139.00787        22.38049        403692.758
2014 Jul 04 11:25:00.0     138.66713        24.12582        403653.804
2014 Jul 04 11:30:00.0     138.30154        25.84750        403612.804
2014 Jul 04 11:35:00.0     137.91179        27.54458        403569.768
2014 Jul 04 11:40:00.0     137.49856        29.21626        403524.711
2014 Jul 04 11:45:00.0     137.06256        30.86188        403477.646
2014 Jul 04 11:50:00.0     136.60452        32.48094        403428.589
2014 Jul 04 11:55:00.0     136.12514        34.07306        403377.554
2014 Jul 04 12:00:00.0     135.62516        35.63801        403324.560
2014 Jul 04 12:05:00.0     135.10531        37.17565        403269.624
2014 Jul 04 12:10:00.0     134.56630        38.68597        403212.763
2014 Jul 04 12:15:00.0     134.00884        40.16906        403153.998
2014 Jul 04 12:20:00.0     133.43364        41.62509        403093.348
