                                   Moon                                   
     
                      Apparent Topocentric Positions                      
                        Local Zenith and True North                       
     
                         Cherry Springs State Park                        
              Location:  W 77°48'45.0", N41°39'52.6",   710m              
                (Longitude referred to Greenwich meridian)                
     
   Date        Time          Zenith          Azimuth         Distance
        (UT1)               Distance        (E of N)        to Object
             h  m   s         °               °                 km
2014 Jul 15 21:35:00.0     139.81529        27.78367        368631.982
2014 Jul 15 21:40:00.0     139.37467        29.48298        368613.659
2014 Jul 15 21:45:00.0     138.91139        31.15270        368593.380
2014 Jul 15 21:50:00.0     138.42622        32.79243        368571.158
2014 Jul 15 21:55:00.0     137.91995        34.40194        368547.009
2014 Jul 15 22:00:00.0     137.39334        35.98112        368520.949
2014 Jul 15 22:05:00.0     136.84717        37.53002        368492.993
2014 Jul 15 22:10:00.0     136.28219        39.04877        368463.158
2014 Jul 15 22:15:00.0     135.69915        40.53761        368431.464
2014 Jul 15 22:20:00.0     135.09877        41.99689        368397.929
2014 Jul 15 22:25:00.0     134.48178        43.42702        368362.573
2014 Jul 15 22:30:00.0     133.84887        44.82850        368325.415
2014 Jul 15 22:35:00.0     133.20072        46.20187        368286.478
2014 Jul 15 22:40:00.0     132.53798        47.54773        368245.784
2014 Jul 15 22:45:00.0     131.86130        48.86674        368203.355
2014 Jul 15 22:50:00.0     131.17128        50.15956        368159.215
2014 Jul 15 22:55:00.0     130.46854        51.42691        368113.388
2014 Jul 15 23:00:00.0     129.75363        52.66951        368065.899
2014 Jul 15 23:05:00.0     129.02712        53.88811        368016.775
2014 Jul 15 23:10:00.0     128.28953        55.08346        367966.041
2014 Jul 15 23:15:00.0     127.54138        56.25633        367913.725
2014 Jul 15 23:20:00.0     126.78316        57.40747        367859.856
2014 Jul 15 23:25:00.0     126.01535        58.53766        367804.460
2014 Jul 15 23:30:00.0     125.23839        59.64764        367747.569
2014 Jul 15 23:35:00.0     124.45273        60.73817        367689.212
2014 Jul 15 23:40:00.0     123.65877        61.81001        367629.419
2014 Jul 15 23:45:00.0     122.85693        62.86387        367568.222
2014 Jul 15 23:50:00.0     122.04759        63.90048        367505.653
2014 Jul 15 23:55:00.0     121.23111        64.92056        367441.744
2014 Jul 16 00:00:00.0     120.40786        65.92481        367376.529
2014 Jul 16 00:05:00.0     119.57817        66.91389        367310.041
2014 Jul 16 00:10:00.0     118.74237        67.88849        367242.315
2014 Jul 16 00:15:00.0     117.90077        68.84926        367173.385
2014 Jul 16 00:20:00.0     117.05368        69.79684        367103.287
2014 Jul 16 00:25:00.0     116.20139        70.73185        367032.057
2014 Jul 16 00:30:00.0     115.34418        71.65490        366959.732
2014 Jul 16 00:35:00.0     114.48232        72.56659        366886.348
2014 Jul 16 00:40:00.0     113.61607        73.46751        366811.943
2014 Jul 16 00:45:00.0     112.74568        74.35821        366736.555
2014 Jul 16 00:50:00.0     111.87139        75.23925        366660.222
2014 Jul 16 00:55:00.0     110.99345        76.11117        366582.984
2014 Jul 16 01:00:00.0     110.11207        76.97450        366504.879
2014 Jul 16 01:05:00.0     109.22749        77.82977        366425.948
2014 Jul 16 01:10:00.0     108.33991        78.67746        366346.231
2014 Jul 16 01:15:00.0     107.44954        79.51808        366265.767
2014 Jul 16 01:20:00.0     106.55659        80.35211        366184.599
2014 Jul 16 01:25:00.0     105.66125        81.18002        366102.766
2014 Jul 16 01:30:00.0     104.76373        82.00228        366020.312
2014 Jul 16 01:35:00.0     103.86420        82.81934        365937.277
2014 Jul 16 01:40:00.0     102.96286        83.63166        365853.704
2014 Jul 16 01:45:00.0     102.05988        84.43966        365769.636
2014 Jul 16 01:50:00.0     101.15546        85.24378        365685.114
2014 Jul 16 01:55:00.0     100.24975        86.04445        365600.183
2014 Jul 16 02:00:00.0      99.34295        86.84209        365514.885
2014 Jul 16 02:05:00.0      98.43521        87.63711        365429.263
2014 Jul 16 02:10:00.0      97.52671        88.42993        365343.362
2014 Jul 16 02:15:00.0      96.61763        89.22095        365257.224
2014 Jul 16 02:20:00.0      95.70812        90.01056        365170.894
2014 Jul 16 02:25:00.0      94.79836        90.79918        365084.416
2014 Jul 16 02:30:00.0      93.88851        91.58719        364997.834
2014 Jul 16 02:35:00.0      92.97874        92.37500        364911.192
2014 Jul 16 02:40:00.0      92.06922        93.16298        364824.535
2014 Jul 16 02:45:00.0      91.16011        93.95155        364737.907
2014 Jul 16 02:50:00.0      90.25159        94.74108        364651.351
2014 Jul 16 02:55:00.0      89.34382        95.53196        364564.913
2014 Jul 16 03:00:00.0      88.43697        96.32460        364478.637
2014 Jul 16 03:05:00.0      87.53123        97.11937        364392.568
2014 Jul 16 03:10:00.0      86.62675        97.91668        364306.748
2014 Jul 16 03:15:00.0      85.72373        98.71692        364221.224
2014 Jul 16 03:20:00.0      84.82234        99.52049        364136.039
2014 Jul 16 03:25:00.0      83.92277       100.32778        364051.237
2014 Jul 16 03:30:00.0      83.02519       101.13921        363966.861
2014 Jul 16 03:35:00.0      82.12981       101.95517        363882.957
2014 Jul 16 03:40:00.0      81.23681       102.77608        363799.566
2014 Jul 16 03:45:00.0      80.34639       103.60235        363716.734
2014 Jul 16 03:50:00.0      79.45876       104.43441        363634.502
2014 Jul 16 03:55:00.0      78.57413       105.27267        363552.914
2014 Jul 16 04:00:00.0      77.69271       106.11757        363472.013
2014 Jul 16 04:05:00.0      76.81471       106.96955        363391.841
2014 Jul 16 04:10:00.0      75.94036       107.82905        363312.440
2014 Jul 16 04:15:00.0      75.06991       108.69650        363233.852
2014 Jul 16 04:20:00.0      74.20357       109.57238        363156.119
2014 Jul 16 04:25:00.0      73.34161       110.45714        363079.282
2014 Jul 16 04:30:00.0      72.48427       111.35125        363003.382
2014 Jul 16 04:35:00.0      71.63181       112.25518        362928.459
2014 Jul 16 04:40:00.0      70.78452       113.16942        362854.553
2014 Jul 16 04:45:00.0      69.94266       114.09445        362781.704
2014 Jul 16 04:50:00.0      69.10652       115.03078        362709.951
2014 Jul 16 04:55:00.0      68.27641       115.97889        362639.333
2014 Jul 16 05:00:00.0      67.45263       116.93930        362569.888
2014 Jul 16 05:05:00.0      66.63551       117.91253        362501.654
2014 Jul 16 05:10:00.0      65.82537       118.89909        362434.667
2014 Jul 16 05:15:00.0      65.02255       119.89950        362368.966
2014 Jul 16 05:20:00.0      64.22742       120.91430        362304.585
2014 Jul 16 05:25:00.0      63.44033       121.94401        362241.561
2014 Jul 16 05:30:00.0      62.66167       122.98917        362179.928
2014 Jul 16 05:35:00.0      61.89183       124.05031        362119.721
2014 Jul 16 05:40:00.0      61.13122       125.12797        362060.974
2014 Jul 16 05:45:00.0      60.38026       126.22267        362003.719
2014 Jul 16 05:50:00.0      59.63938       127.33493        361947.990
2014 Jul 16 05:55:00.0      58.90902       128.46528        361893.818
2014 Jul 16 06:00:00.0      58.18967       129.61423        361841.233
2014 Jul 16 06:05:00.0      57.48178       130.78226        361790.268
2014 Jul 16 06:10:00.0      56.78586       131.96988        361740.951
2014 Jul 16 06:15:00.0      56.10241       133.17754        361693.311
2014 Jul 16 06:20:00.0      55.43195       134.40568        361647.377
2014 Jul 16 06:25:00.0      54.77502       135.65472        361603.175
2014 Jul 16 06:30:00.0      54.13217       136.92504        361560.734
2014 Jul 16 06:35:00.0      53.50396       138.21701        361520.078
2014 Jul 16 06:40:00.0      52.89096       139.53093        361481.233
2014 Jul 16 06:45:00.0      52.29377       140.86707        361444.222
2014 Jul 16 06:50:00.0      51.71297       142.22564        361409.071
2014 Jul 16 06:55:00.0      51.14919       143.60682        361375.801
2014 Jul 16 07:00:00.0      50.60302       145.01070        361344.433
2014 Jul 16 07:05:00.0      50.07510       146.43732        361314.990
2014 Jul 16 07:10:00.0      49.56604       147.88663        361287.490
2014 Jul 16 07:15:00.0      49.07648       149.35852        361261.954
2014 Jul 16 07:20:00.0      48.60704       150.85279        361238.400
2014 Jul 16 07:25:00.0      48.15835       152.36914        361216.844
2014 Jul 16 07:30:00.0      47.73103       153.90718        361197.304
2014 Jul 16 07:35:00.0      47.32568       155.46643        361179.794
2014 Jul 16 07:40:00.0      46.94292       157.04629        361164.331
2014 Jul 16 07:45:00.0      46.58331       158.64608        361150.926
2014 Jul 16 07:50:00.0      46.24744       160.26498        361139.594
2014 Jul 16 07:55:00.0      45.93584       161.90209        361130.346
2014 Jul 16 08:00:00.0      45.64904       163.55638        361123.193
2014 Jul 16 08:05:00.0      45.38751       165.22673        361118.145
2014 Jul 16 08:10:00.0      45.15173       166.91191        361115.210
2014 Jul 16 08:15:00.0      44.94210       168.61058        361114.397
2014 Jul 16 08:20:00.0      44.75901       170.32133        361115.713
2014 Jul 16 08:25:00.0      44.60280       172.04265        361119.164
2014 Jul 16 08:30:00.0      44.47375       173.77295        361124.755
2014 Jul 16 08:35:00.0      44.37211       175.51058        361132.490
2014 Jul 16 08:40:00.0      44.29806       177.25385        361142.372
2014 Jul 16 08:45:00.0      44.25176       179.00100        361154.404
2014 Jul 16 08:50:00.0      44.23328       180.75025        361168.586
2014 Jul 16 08:55:00.0      44.24265       182.49982        361184.918
2014 Jul 16 09:00:00.0      44.27984       184.24792        361203.400
2014 Jul 16 09:05:00.0      44.34479       185.99275        361224.031
2014 Jul 16 09:10:00.0      44.43735       187.73258        361246.806
2014 Jul 16 09:15:00.0      44.55734       189.46567        361271.723
2014 Jul 16 09:20:00.0      44.70452       191.19038        361298.777
2014 Jul 16 09:25:00.0      44.87861       192.90510        361327.961
2014 Jul 16 09:30:00.0      45.07926       194.60831        361359.269
2014 Jul 16 09:35:00.0      45.30611       196.29856        361392.694
2014 Jul 16 09:40:00.0      45.55874       197.97451        361428.227
2014 Jul 16 09:45:00.0      45.83669       199.63491        361465.858
2014 Jul 16 09:50:00.0      46.13947       201.27861        361505.577
2014 Jul 16 09:55:00.0      46.46657       202.90457        361547.371
2014 Jul 16 10:00:00.0      46.81744       204.51184        361591.230
2014 Jul 16 10:05:00.0      47.19151       206.09960        361637.138
2014 Jul 16 10:10:00.0      47.58820       207.66715        361685.082
2014 Jul 16 10:15:00.0      48.00690       209.21385        361735.047
2014 Jul 16 10:20:00.0      48.44700       210.73922        361787.015
2014 Jul 16 10:25:00.0      48.90788       212.24283        361840.971
2014 Jul 16 10:30:00.0      49.38890       213.72438        361896.896
2014 Jul 16 10:35:00.0      49.88944       215.18365        361954.771
2014 Jul 16 10:40:00.0      50.40886       216.62051        362014.577
2014 Jul 16 10:45:00.0      50.94653       218.03489        362076.292
2014 Jul 16 10:50:00.0      51.50183       219.42683        362139.895
2014 Jul 16 10:55:00.0      52.07412       220.79640        362205.364
2014 Jul 16 11:00:00.0      52.66281       222.14377        362272.675
2014 Jul 16 11:05:00.0      53.26728       223.46914        362341.805
2014 Jul 16 11:10:00.0      53.88694       224.77277        362412.728
2014 Jul 16 11:15:00.0      54.52121       226.05497        362485.419
2014 Jul 16 11:20:00.0      55.16952       227.31609        362559.851
2014 Jul 16 11:25:00.0      55.83131       228.55650        362635.998
2014 Jul 16 11:30:00.0      56.50603       229.77663        362713.830
2014 Jul 16 11:35:00.0      57.19316       230.97692        362793.319
2014 Jul 16 11:40:00.0      57.89219       232.15782        362874.436
2014 Jul 16 11:45:00.0      58.60261       233.31982        362957.150
2014 Jul 16 11:50:00.0      59.32393       234.46342        363041.431
2014 Jul 16 11:55:00.0      60.05569       235.58914        363127.247
2014 Jul 16 12:00:00.0      60.79742       236.69748        363214.565
2014 Jul 16 12:05:00.0      61.54869       237.78899        363303.352
2014 Jul 16 12:10:00.0      62.30907       238.86419        363393.575
2014 Jul 16 12:15:00.0      63.07814       239.92362        363485.200
2014 Jul 16 12:20:00.0      63.85549       240.96782        363578.191
2014 Jul 16 12:25:00.0      64.64075       241.99733        363672.514
2014 Jul 16 12:30:00.0      65.43354       243.01268        363768.131
2014 Jul 16 12:35:00.0      66.23348       244.01441        363865.007
2014 Jul 16 12:40:00.0      67.04024       245.00305        363963.105
2014 Jul 16 12:45:00.0      67.85347       245.97912        364062.386
2014 Jul 16 12:50:00.0      68.67285       246.94314        364162.812
2014 Jul 16 12:55:00.0      69.49805       247.89563        364264.346
2014 Jul 16 13:00:00.0      70.32876       248.83710        364366.947
2014 Jul 16 13:05:00.0      71.16470       249.76806        364470.576
2014 Jul 16 13:10:00.0      72.00557       250.68899        364575.193
2014 Jul 16 13:15:00.0      72.85109       251.60039        364680.757
2014 Jul 16 13:20:00.0      73.70099       252.50274        364787.229
2014 Jul 16 13:25:00.0      74.55500       253.39651        364894.566
2014 Jul 16 13:30:00.0      75.41288       254.28219        365002.726
2014 Jul 16 13:35:00.0      76.27436       255.16022        365111.669
2014 Jul 16 13:40:00.0      77.13922       256.03108        365221.352
2014 Jul 16 13:45:00.0      78.00721       256.89520        365331.732
2014 Jul 16 13:50:00.0      78.87810       257.75303        365442.766
2014 Jul 16 13:55:00.0      79.75167       258.60502        365554.412
2014 Jul 16 14:00:00.0      80.62770       259.45159        365666.626
2014 Jul 16 14:05:00.0      81.50597       260.29318        365779.365
2014 Jul 16 14:10:00.0      82.38628       261.13021        365892.585
2014 Jul 16 14:15:00.0      83.26842       261.96309        366006.242
2014 Jul 16 14:20:00.0      84.15218       262.79225        366120.292
2014 Jul 16 14:25:00.0      85.03737       263.61810        366234.691
2014 Jul 16 14:30:00.0      85.92380       264.44104        366349.394
2014 Jul 16 14:35:00.0      86.81126       265.26148        366464.358
2014 Jul 16 14:40:00.0      87.69956       266.07982        366579.538
2014 Jul 16 14:45:00.0      88.58852       266.89648        366694.888
2014 Jul 16 14:50:00.0      89.47795       267.71184        366810.366
2014 Jul 16 14:55:00.0      90.36767       268.52630        366925.925
2014 Jul 16 15:00:00.0      91.25748       269.34027        367041.523
2014 Jul 16 15:05:00.0      92.14721       270.15414        367157.113
2014 Jul 16 15:10:00.0      93.03666       270.96831        367272.651
2014 Jul 16 15:15:00.0      93.92566       271.78318        367388.094
2014 Jul 16 15:20:00.0      94.81402       272.59915        367503.397
2014 Jul 16 15:25:00.0      95.70156       273.41662        367618.515
2014 Jul 16 15:30:00.0      96.58809       274.23600        367733.404
2014 Jul 16 15:35:00.0      97.47342       275.05768        367848.020
2014 Jul 16 15:40:00.0      98.35736       275.88209        367962.320
2014 Jul 16 15:45:00.0      99.23972       276.70962        368076.260
2014 Jul 16 15:50:00.0     100.12032       277.54071        368189.797
2014 Jul 16 15:55:00.0     100.99895       278.37575        368302.886
2014 Jul 16 16:00:00.0     101.87541       279.21519        368415.485
2014 Jul 16 16:05:00.0     102.74951       280.05946        368527.552
2014 Jul 16 16:10:00.0     103.62104       280.90897        368639.044
2014 Jul 16 16:15:00.0     104.48978       281.76418        368749.918
2014 Jul 16 16:20:00.0     105.35553       282.62554        368860.133
2014 Jul 16 16:25:00.0     106.21807       283.49349        368969.647
2014 Jul 16 16:30:00.0     107.07717       284.36849        369078.419
2014 Jul 16 16:35:00.0     107.93260       285.25102        369186.408
2014 Jul 16 16:40:00.0     108.78412       286.14154        369293.573
2014 Jul 16 16:45:00.0     109.63150       287.04055        369399.875
2014 Jul 16 16:50:00.0     110.47449       287.94852        369505.274
2014 Jul 16 16:55:00.0     111.31282       288.86595        369609.730
2014 Jul 16 17:00:00.0     112.14624       289.79336        369713.205
2014 Jul 16 17:05:00.0     112.97447       290.73126        369815.660
2014 Jul 16 17:10:00.0     113.79723       291.68016        369917.057
2014 Jul 16 17:15:00.0     114.61422       292.64060        370017.360
2014 Jul 16 17:20:00.0     115.42516       293.61312        370116.530
2014 Jul 16 17:25:00.0     116.22973       294.59826        370214.532
2014 Jul 16 17:30:00.0     117.02760       295.59657        370311.330
2014 Jul 16 17:35:00.0     117.81845       296.60862        370406.889
2014 Jul 16 17:40:00.0     118.60193       297.63496        370501.173
2014 Jul 16 17:45:00.0     119.37769       298.67616        370594.148
2014 Jul 16 17:50:00.0     120.14536       299.73281        370685.782
2014 Jul 16 17:55:00.0     120.90455       300.80548        370776.041
2014 Jul 16 18:00:00.0     121.65487       301.89474        370864.893
2014 Jul 16 18:05:00.0     122.39591       303.00117        370952.305
2014 Jul 16 18:10:00.0     123.12726       304.12535        371038.247
2014 Jul 16 18:15:00.0     123.84846       305.26785        371122.689
2014 Jul 16 18:20:00.0     124.55907       306.42923        371205.601
2014 Jul 16 18:25:00.0     125.25862       307.61006        371286.953
2014 Jul 16 18:30:00.0     125.94663       308.81086        371366.718
2014 Jul 16 18:35:00.0     126.62260       310.03217        371444.867
2014 Jul 16 18:40:00.0     127.28602       311.27450        371521.373
2014 Jul 16 18:45:00.0     127.93635       312.53833        371596.211
2014 Jul 16 18:50:00.0     128.57306       313.82410        371669.355
2014 Jul 16 18:55:00.0     129.19559       315.13225        371740.780
2014 Jul 16 19:00:00.0     129.80336       316.46315        371810.462
2014 Jul 16 19:05:00.0     130.39579       317.81715        371878.378
2014 Jul 16 19:10:00.0     130.97229       319.19452        371944.505
2014 Jul 16 19:15:00.0     131.53224       320.59551        372008.822
2014 Jul 16 19:20:00.0     132.07503       322.02027        372071.307
2014 Jul 16 19:25:00.0     132.60003       323.46891        372131.941
2014 Jul 16 19:30:00.0     133.10661       324.94144        372190.704
2014 Jul 16 19:35:00.0     133.59412       326.43781        372247.577
2014 Jul 16 19:40:00.0     134.06194       327.95787        372302.544
2014 Jul 16 19:45:00.0     134.50943       329.50135        372355.587
2014 Jul 16 19:50:00.0     134.93594       331.06793        372406.690
2014 Jul 16 19:55:00.0     135.34084       332.65712        372455.838
2014 Jul 16 20:00:00.0     135.72353       334.26837        372503.016
2014 Jul 16 20:05:00.0     136.08338       335.90098        372548.212
2014 Jul 16 20:10:00.0     136.41981       337.55415        372591.412
2014 Jul 16 20:15:00.0     136.73226       339.22695        372632.605
2014 Jul 16 20:20:00.0     137.02017       340.91831        372671.779
2014 Jul 16 20:25:00.0     137.28302       342.62708        372708.925
2014 Jul 16 20:30:00.0     137.52034       344.35196        372744.034
2014 Jul 16 20:35:00.0     137.73168       346.09154        372777.097
2014 Jul 16 20:40:00.0     137.91662       347.84432        372808.106
2014 Jul 16 20:45:00.0     138.07481       349.60868        372837.056
2014 Jul 16 20:50:00.0     138.20591       351.38292        372863.940
2014 Jul 16 20:55:00.0     138.30968       353.16527        372888.754
2014 Jul 16 21:00:00.0     138.38588       354.95387        372911.494
2014 Jul 16 21:05:00.0     138.43435       356.74684        372932.157
2014 Jul 16 21:10:00.0     138.45500       358.54223        372950.741
2014 Jul 16 21:15:00.0     138.44777         0.33810        372967.244
2014 Jul 16 21:20:00.0     138.41266         2.13249        372981.667
2014 Jul 16 21:25:00.0     138.34975         3.92345        372994.009
2014 Jul 16 21:30:00.0     138.25915         5.70905        373004.272
2014 Jul 16 21:35:00.0     138.14104         7.48742        373012.459
2014 Jul 16 21:40:00.0     137.99565         9.25675        373018.573
2014 Jul 16 21:45:00.0     137.82327        11.01527        373022.618
2014 Jul 16 21:50:00.0     137.62421        12.76133        373024.599
2014 Jul 16 21:55:00.0     137.39887        14.49335        373024.522
2014 Jul 16 22:00:00.0     137.14764        16.20986        373022.393
2014 Jul 16 22:05:00.0     136.87100        17.90950        373018.221
2014 Jul 16 22:10:00.0     136.56944        19.59102        373012.014
2014 Jul 16 22:15:00.0     136.24346        21.25330        373003.781
2014 Jul 16 22:20:00.0     135.89363        22.89534        372993.533
2014 Jul 16 22:25:00.0     135.52052        24.51624        372981.280
2014 Jul 16 22:30:00.0     135.12471        26.11526        372967.035
2014 Jul 16 22:35:00.0     134.70682        27.69174        372950.811
2014 Jul 16 22:40:00.0     134.26745        29.24516        372932.622
2014 Jul 16 22:45:00.0     133.80725        30.77511        372912.481
2014 Jul 16 22:50:00.0     133.32683        32.28126        372890.405
2014 Jul 16 22:55:00.0     132.82683        33.76341        372866.409
2014 Jul 16 23:00:00.0     132.30789        35.22145        372840.511
2014 Jul 16 23:05:00.0     131.77064        36.65534        372812.729
2014 Jul 16 23:10:00.0     131.21569        38.06513        372783.082
2014 Jul 16 23:15:00.0     130.64368        39.45094        372751.588
2014 Jul 16 23:20:00.0     130.05520        40.81298        372718.269
2014 Jul 16 23:25:00.0     129.45086        42.15149        372683.145
2014 Jul 16 23:30:00.0     128.83124        43.46677        372646.239
2014 Jul 16 23:35:00.0     128.19692        44.75918        372607.572
2014 Jul 16 23:40:00.0     127.54846        46.02911        372567.170
2014 Jul 16 23:45:00.0     126.88640        47.27700        372525.055
2014 Jul 16 23:50:00.0     126.21129        48.50331        372481.253
2014 Jul 16 23:55:00.0     125.52362        49.70853        372435.790
2014 Jul 17 00:00:00.0     124.82391        50.89317        372388.692
2014 Jul 17 00:05:00.0     124.11265        52.05775        372339.986
2014 Jul 17 00:10:00.0     123.39030        53.20284        372289.700
2014 Jul 17 00:15:00.0     122.65732        54.32897        372237.863
2014 Jul 17 00:20:00.0     121.91416        55.43671        372184.505
2014 Jul 17 00:25:00.0     121.16123        56.52664        372129.654
2014 Jul 17 00:30:00.0     120.39895        57.59933        372073.342
2014 Jul 17 00:35:00.0     119.62772        58.65534        372015.599
2014 Jul 17 00:40:00.0     118.84793        59.69526        371956.459
2014 Jul 17 00:45:00.0     118.05993        60.71965        371895.953
2014 Jul 17 00:50:00.0     117.26409        61.72909        371834.115
2014 Jul 17 00:55:00.0     116.46076        62.72413        371770.977
2014 Jul 17 01:00:00.0     115.65027        63.70533        371706.576
2014 Jul 17 01:05:00.0     114.83293        64.67325        371640.945
2014 Jul 17 01:10:00.0     114.00906        65.62843        371574.121
2014 Jul 17 01:15:00.0     113.17896        66.57140        371506.139
2014 Jul 17 01:20:00.0     112.34292        67.50270        371437.035
2014 Jul 17 01:25:00.0     111.50121        68.42285        371366.847
2014 Jul 17 01:30:00.0     110.65411        69.33236        371295.613
2014 Jul 17 01:35:00.0     109.80188        70.23173        371223.370
2014 Jul 17 01:40:00.0     108.94477        71.12147        371150.157
2014 Jul 17 01:45:00.0     108.08303        72.00206        371076.013
2014 Jul 17 01:50:00.0     107.21689        72.87398        371000.978
2014 Jul 17 01:55:00.0     106.34659        73.73771        370925.091
2014 Jul 17 02:00:00.0     105.47235        74.59371        370848.392
2014 Jul 17 02:05:00.0     104.59438        75.44244        370770.923
2014 Jul 17 02:10:00.0     103.71291        76.28436        370692.724
2014 Jul 17 02:15:00.0     102.82814        77.11989        370613.837
2014 Jul 17 02:20:00.0     101.94026        77.94950        370534.303
2014 Jul 17 02:25:00.0     101.04949        78.77359        370454.164
2014 Jul 17 02:30:00.0     100.15600        79.59261        370373.463
2014 Jul 17 02:35:00.0      99.26000        80.40697        370292.243
2014 Jul 17 02:40:00.0      98.36166        81.21710        370210.546
2014 Jul 17 02:45:00.0      97.46117        82.02339        370128.415
2014 Jul 17 02:50:00.0      96.55871        82.82627        370045.894
2014 Jul 17 02:55:00.0      95.65445        83.62613        369963.026
2014 Jul 17 03:00:00.0      94.74858        84.42337        369879.855
2014 Jul 17 03:05:00.0      93.84126        85.21841        369796.425
2014 Jul 17 03:10:00.0      92.93267        86.01163        369712.780
2014 Jul 17 03:15:00.0      92.02297        86.80343        369628.965
2014 Jul 17 03:20:00.0      91.11234        87.59421        369545.023
2014 Jul 17 03:25:00.0      90.20094        88.38435        369461.000
2014 Jul 17 03:30:00.0      89.28894        89.17426        369376.939
2014 Jul 17 03:35:00.0      88.37652        89.96433        369292.885
2014 Jul 17 03:40:00.0      87.46384        90.75495        369208.883
2014 Jul 17 03:45:00.0      86.55107        91.54653        369124.977
2014 Jul 17 03:50:00.0      85.63837        92.33945        369041.212
2014 Jul 17 03:55:00.0      84.72593        93.13413        368957.633
2014 Jul 17 04:00:00.0      83.81391        93.93096        368874.284
2014 Jul 17 04:05:00.0      82.90249        94.73037        368791.210
2014 Jul 17 04:10:00.0      81.99185        95.53274        368708.455
2014 Jul 17 04:15:00.0      81.08217        96.33852        368626.063
2014 Jul 17 04:20:00.0      80.17362        97.14811        368544.079
2014 Jul 17 04:25:00.0      79.26640        97.96195        368462.546
2014 Jul 17 04:30:00.0      78.36069        98.78046        368381.508
2014 Jul 17 04:35:00.0      77.45669        99.60410        368301.010
2014 Jul 17 04:40:00.0      76.55460       100.43330        368221.095
2014 Jul 17 04:45:00.0      75.65461       101.26852        368141.805
2014 Jul 17 04:50:00.0      74.75694       102.11024        368063.184
2014 Jul 17 04:55:00.0      73.86179       102.95891        367985.275
2014 Jul 17 05:00:00.0      72.96940       103.81503        367908.120
2014 Jul 17 05:05:00.0      72.07997       104.67908        367831.761
2014 Jul 17 05:10:00.0      71.19376       105.55156        367756.240
2014 Jul 17 05:15:00.0      70.31098       106.43300        367681.599
2014 Jul 17 05:20:00.0      69.43190       107.32391        367607.878
2014 Jul 17 05:25:00.0      68.55677       108.22483        367535.119
2014 Jul 17 05:30:00.0      67.68586       109.13631        367463.362
2014 Jul 17 05:35:00.0      66.81943       110.05891        367392.647
2014 Jul 17 05:40:00.0      65.95777       110.99319        367323.013
2014 Jul 17 05:45:00.0      65.10118       111.93975        367254.499
2014 Jul 17 05:50:00.0      64.24996       112.89918        367187.144
2014 Jul 17 05:55:00.0      63.40443       113.87210        367120.986
2014 Jul 17 06:00:00.0      62.56493       114.85911        367056.062
2014 Jul 17 06:05:00.0      61.73178       115.86087        366992.410
2014 Jul 17 06:10:00.0      60.90535       116.87801        366930.066
2014 Jul 17 06:15:00.0      60.08602       117.91119        366869.065
2014 Jul 17 06:20:00.0      59.27416       118.96109        366809.444
2014 Jul 17 06:25:00.0      58.47017       120.02837        366751.236
2014 Jul 17 06:30:00.0      57.67448       121.11374        366694.476
2014 Jul 17 06:35:00.0      56.88751       122.21787        366639.198
2014 Jul 17 06:40:00.0      56.10973       123.34147        366585.433
2014 Jul 17 06:45:00.0      55.34159       124.48525        366533.215
2014 Jul 17 06:50:00.0      54.58358       125.64990        366482.575
2014 Jul 17 06:55:00.0      53.83622       126.83613        366433.543
2014 Jul 17 07:00:00.0      53.10002       128.04463        366386.149
2014 Jul 17 07:05:00.0      52.37554       129.27610        366340.424
2014 Jul 17 07:10:00.0      51.66334       130.53120        366296.394
2014 Jul 17 07:15:00.0      50.96400       131.81059        366254.089
2014 Jul 17 07:20:00.0      50.27813       133.11490        366213.534
2014 Jul 17 07:25:00.0      49.60635       134.44475        366174.757
2014 Jul 17 07:30:00.0      48.94932       135.80069        366137.783
2014 Jul 17 07:35:00.0      48.30769       137.18325        366102.636
2014 Jul 17 07:40:00.0      47.68215       138.59291        366069.340
2014 Jul 17 07:45:00.0      47.07340       140.03010        366037.918
2014 Jul 17 07:50:00.0      46.48215       141.49514        366008.392
2014 Jul 17 07:55:00.0      45.90914       142.98833        365980.784
2014 Jul 17 08:00:00.0      45.35510       144.50985        365955.114
2014 Jul 17 08:05:00.0      44.82080       146.05979        365931.400
2014 Jul 17 08:10:00.0      44.30699       147.63814        365909.663
2014 Jul 17 08:15:00.0      43.81444       149.24476        365889.919
2014 Jul 17 08:20:00.0      43.34392       150.87941        365872.186
2014 Jul 17 08:25:00.0      42.89619       152.54168        365856.478
2014 Jul 17 08:30:00.0      42.47201       154.23105        365842.812
2014 Jul 17 08:35:00.0      42.07213       155.94683        365831.201
2014 Jul 17 08:40:00.0      41.69727       157.68817        365821.658
2014 Jul 17 08:45:00.0      41.34816       159.45407        365814.196
2014 Jul 17 08:50:00.0      41.02548       161.24336        365808.825
2014 Jul 17 08:55:00.0      40.72987       163.05470        365805.555
2014 Jul 17 09:00:00.0      40.46195       164.88658        365804.397
2014 Jul 17 09:05:00.0      40.22230       166.73734        365805.357
2014 Jul 17 09:10:00.0      40.01144       168.60516        365808.445
2014 Jul 17 09:15:00.0      39.82983       170.48809        365813.664
2014 Jul 17 09:20:00.0      39.67790       172.38404        365821.022
2014 Jul 17 09:25:00.0      39.55598       174.29079        365830.523
2014 Jul 17 09:30:00.0      39.46436       176.20604        365842.169
